tag,label,type
D:74684,IEDIO ROSA DA SILVA,deputado
D:73580,JOÃO RICARDO NORONHA DA SILVA,deputado
D:73449,FABIO JOSE FELDMANN,deputado
D:133965,JOSÉ MENDES BOTELHO,deputado
D:74849,JOÃO RICARDO MENDES,deputado
D:74465,JOSÉ AVENZOAR ARRUDA DAS NEVES,deputado
D:73878,LUIZ HENRIQUE DA SILVEIRA,deputado
D:73562,JOSÉ GUALBERTO TUGA MARTINS ANGERAMI,deputado
D:74008,IVO ORLINDO MAINARDI,deputado
D:73425,VANESSA POYARES TUFFY FELIPPE,deputado
D:74754,PAULO GABRIEL GODINHO DELGADO,deputado
D:74656,JOSÉ ELIAS MURAD,deputado
D:133907,CÉSAR CALS DE OLIVEIRA NETO,deputado
D:74438,WILSON DE QUEIROZ CAMPOS,deputado
D:74406,CÁSSIO RODRIGUES DA CUNHA LIMA,deputado
D:73901,JOSE ALBERTO REUS FORTUNATI,deputado
D:74453,FRANCISCO FEITOSA DE ALBUQUERQUE LIMA,deputado
D:74186,ANTONIO JORGE GODINHO,deputado
D:74078,HILARIO MIRANDA COIMBRA,deputado
D:73758,FLÁVIO AUGUSTO COELHO DERZI,deputado
D:139245,JAYME PALIARIN,deputado
D:73659,MARIA LAURA SALES PINHEIRO,deputado
D:73550,MARTA TERESA SUPLICY,deputado
D:74630,LUÍS EDUARDO MARON DE MAGALHÃES,deputado
D:133966,SÓLON BORGES DOS REIS,deputado
D:73715,JOSÉ SEVERINO SILVA FELINTO,deputado
D:74326,LAÍRE ROSADO FILHO,deputado
D:74350,JORGE NETTO DA COSTA,deputado
D:133985,VLADIMIR GRACINDO SOARES PALMEIRA,deputado
D:73643,WAGNER AMARAL SALUSTIANO,deputado
D:139283,LÉLIO MIGUEL ANTUNES DE SOUZA,deputado
D:74136,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,deputado
D:139256,JORGE WILSON ARBAGE,deputado
D:73899,JAIR DE OLIVEIRA SOARES,deputado
D:73484,MARCOS FLÁVIO ROLIM,deputado
D:74860,MÁRCIO JOÃO DE ANDRADE FORTES,deputado
D:74785,MARCOS CINTRA CAVALCANTI DE ALBUQUERQUE,deputado
D:133892,EURIDES BRITO DA SILVA,deputado
D:73887,ADYLSON MARTINS MOTTA,deputado
D:73530,HÉLIO CÉSAR ROSAS,deputado
D:133868,ANTÔNIO JESUS DIAS,deputado
D:133845,OSVALDO AFONSO BENDER,deputado
D:1503,OSWALDO CAVALCANTI DA COSTA LIMA FILHO,deputado
D:73777,LUCIANO PIZZATTO,deputado
D:73744,JOÃO BATISTA TEIXEIRA SANTOS,deputado
D:73856,SIDNEY DE MIGUEL,deputado
D:139242,IVO VANDERLINDE,deputado
D:74458,ALUISIO SÉRGIO NOVAIS ELEUTÉRIO,deputado
D:139204,FLORICENO PAIXÃO,deputado
D:133869,NAPHTALI ALVES DE SOUZA,deputado
D:73888,AIRTON LANGARO DIPP,deputado
D:74679,ITANILDES ORLANDO FERNANDES,deputado
D:139205,ANTÔNIO FRANÇA TEIXEIRA,deputado
D:74180,AURICÉLIA FREITAS DE ASSIS,deputado
D:73896,ADOLFO ANTONIO FETTER JUNIOR,deputado
D:139178,DASO DE OLIVEIRA COIMBRA,deputado
D:74112,MURILO DOMINGOS,deputado
D:133991,FRANCISCO CHICO AMARAL,deputado
D:74019,VIRMONDES BORGES CRUVINEL,deputado
D:74412,JOSE LUIZ BARBOSA RAMALHO CLEROT,deputado
D:74068,RAQUEL CAPIBERIBE DA SILVA,deputado
D:73779,MAURICIO REQUIÃO DE MELLO E SILVA,deputado
D:139369,JOSÉ TADEU BENTO FRANÇA,deputado
D:73769,ELIAS ABRAHÃO,deputado
D:74698,ANDRÉ BENASSI,deputado
D:74697,ALOIZIO MERCADANTE OLIVA,deputado
D:133950,FERNANDO DA SILVA MACHADO CARRION,deputado
D:73795,HUGO MATIAS BIEHL,deputado
D:74333,MÁRCIO ARTUR DE MATOS,deputado
D:73799,PEDRO IRNO TONELLI,deputado
D:73654,AGNELO SANTOS QUEIROZ FILHO,deputado
D:139218,GEOVANI PINHEIRO BORGES,deputado
D:73455,PEDRO PEDROSSIAN FILHO,deputado
O:276,CPI - NARCOTRÁFICO,orgao
D:74462,JOSÉ WELLINGTON BARROSO DE ARAÚJO DIAS,deputado
D:74743,LEOPOLDO PACHECO BESSONE,deputado
D:133960,VASCO FERNANDES FURLAN,deputado
D:73980,ELTON DA LUZ ROHNELT,deputado
D:73589,ANTONIO JOSÉ PORTO MOTA,deputado
D:73812,WALTER BERNARDES NORY,deputado
D:74805,PEDRO CELSO,deputado
D:132146,JURANDIR DA PAIXÃO CAMPOS FREIRE,deputado
D:74678,JOSÉ MAURÍCIO RODRIGUES GARCIA,deputado
D:73667,LYDIA ARAÚJO QUINAN,deputado
D:65904,MAURÍLIO FIGUEIRA DE FERREIRA LIMA,deputado
D:1537,GANDI JAMIL GEORGES,deputado
D:73771,FLÁVIO JOSÉ ARNS,deputado
D:74190,JOÃO BATISTA DE JESUS RIBEIRO,deputado
D:1509,JUAREZ MARQUES BATISTA,deputado
D:74545,HAROLDO BORGES RODRIGUES LIMA,deputado
D:73787,RENATO ANTONIO JOHNSSON,deputado
D:74128,JOÃO FAUSTINO FERREIRA NETO,deputado
D:73648,GILNEY AMORIM VIANA,deputado
D:1513,LEOPOLDO DE ARAUJO SOUZA NETO,deputado
D:74674,RICARDO DE REZENDE FERRAÇO,deputado
D:73661,WIGBERTO FERREIRA TARTUCE,deputado
D:133839,JOSE MARIA EYMAEL,deputado
D:133914,JOSÉ LUIZ MARTINS MAIA,deputado
D:73756,JOSÉ VICENTE GOULART BRIZOLA,deputado
D:139290,LUIZ GONZAGA SOARES LEAL,deputado
D:139184,OSVALDO DORETO CAMPANARI,deputado
D:74828,ALDIR CABRAL DE ARAUJO,deputado
D:74450,ADOLFO DE MARINHO PONTES,deputado
D:139273,JOSÉ TAVARES DA SILVA NETO,deputado
D:74239,PAULO DE TARSO LUSTOSA DA COSTA,deputado
D:73881,NEUTO FAUSTO DE CONTO,deputado
D:73423,ANTONIO SERGIO DA SILVA AROUCA,deputado
D:73554,PAULO CÉSAR MARQUES DE VELASCO,deputado
D:74244,AÉCIO DE BORBA VASCONCELOS,deputado
D:74098,EMERSON SERPA PIRES,deputado
D:74807,EULER LAZARO DE MORAIS,deputado
D:73815,GILVAM PINHEIRO BORGES,deputado
D:74632,LUIZ MOREIRA DA SILVA,deputado
D:74420,HUMBERTO SÉRGIO COSTA LIMA,deputado
D:74231,DALILA EUGÊNIA MARANHÃO DIAS FIGUEIREDO,deputado
D:73760,MARISA JOAQUINA MONTEIRO SERRANO,deputado
D:139360,RUY GERMANO NEDEL,deputado
D:74203,JOSE CARLOS DE SABOIA MAGALHAES NETO,deputado
D:3093,PAULO MARTINS DE SOUZA RAMOS,deputado
D:73711,JOSÉ ABRÃO,deputado
D:74215,DÉRCIO AUGUSTO KNOP,deputado
D:74781,JOÃO HERRMANN NETO,deputado
D:139362,SAMIR ACHÔA,deputado
D:139147,ANTÔNIO SEVERIANO DA CÂMARA FILHO,deputado
D:74209,ROBERTO COELHO ROCHA,deputado
D:74437,VICENTE MANUEL LEITE ANDRÉ GOMES,deputado
D:133915,IRMA ROSSETTO PASSONI,deputado
D:139160,ELIZABETE MENDES DE OLIVEIRA,deputado
D:139257,JORGE HAGE SOBRINHO,deputado
D:74243,NELSON HARTER FILHO,deputado
D:139143,ANNA MARIA MARTINS SCORZELLI RATTES,deputado
D:139375,VICENTE JOAQUIM BOGO,deputado
D:73465,RAFAEL VALDOMIRO GRECA DE MACEDO,deputado
D:73601,MOACIR PIOVESAN,deputado
O:279,CPI DOS TÍTULOS PÚBLICOS,orgao
D:74335,EDSON MENEZES DA SILVA,deputado
D:133841,FERNANDO BEZERRA DE SOUZA COELHO,deputado
D:74183,MAURI SERGIO MOURA DE OLIVEIRA,deputado
D:73850,PEDRO PAVÃO,deputado
D:74135,LUIZ BENEDICTO MÁXIMO,deputado
D:133889,MARIO MORAES CHERMONT,deputado
D:73657,FRANCISCO DOMINGOS DOS SANTOS,deputado
D:73986,SALOMÃO AFONSO DE SOUZA CRUZ,deputado
D:74245,MARCOS VINICIUS DE CAMPOS,deputado
D:74192,PAULO SARDINHA MOURAO,deputado
D:73862,WANDA MENDES REIS,deputado
D:139238,ISMAEL WANDERLEY GOMES FILHO,deputado
D:73547,JORGE MALULY NETTO,deputado
D:74208,REMI ABREU TRINTA,deputado
D:74241,EMÍLIO ASSMAR SOBRINHO,deputado
D:139344,RALPH BIASI,deputado
O:284,CPI- BENEFÍCIOS PREVIDENCIÁRIOS,orgao
D:133982,LYSÂNEAS DIAS MACIEL,deputado
D:1522,ANTONIO MARANGON,deputado
D:73880,MILTON MENDES DE OLIVEIRA,deputado
D:74117,OSMAR LEITÃO ROSA,deputado
D:73797,MAURO MIRANDA SOARES,deputado
D:139313,FRANCISCO MOZARILDO DE MELO CAVALCANTI,deputado
D:133971,CÉLIO DE CASTRO,deputado
D:139240,IVO ANUNCIATO CERSÓSIMO,deputado
D:133852,AMAURY MULLER,deputado
D:68676,HAROLDO FREITAS PIRES DE SABÓIA,deputado
D:65519,NELTON MIGUEL FRIEDRICH,deputado
D:139306,JOAQUIM DE MELO FREIRE,deputado
D:74364,MARCOS AFONSO PONTES DE SOUZA,deputado
D:73798,NELSON AZEVEDO JOBIM,deputado
D:73675,RUBENS EDREIRA COSAC,deputado
D:73789,RICARDO CRACHINESKI GOMYDE,deputado
D:73990,WALDOMIRO BARANCELLI FIORAVANTE,deputado
D:73905,MIGUEL SOLDATELLI ROSSETTO,deputado
O:266,"COMISSÃO MISTA DE PLANOS, ORÇAMENTO PÚBLICO E FISCALIZAÇÃO",orgao
D:74561,AUGUSTO DO PRADO FRANCO NETO,deputado
D:72553,GESSIVALDO ISAIAS DE CARVALHO SILVA,deputado
D:139150,ANTONIO MARQUES DA SILVA MARIZ,deputado
D:73638,CARLOS ROBERTO LUPI,deputado
D:74794,JOSE ROBERTO BATOCHIO,deputado
D:74583,HÉLIO CALIXTO DA COSTA,deputado
D:74014,ALCIONE MARIA MELLO DE OLIVEIRA ATHAYDE,deputado
D:73687,TANIA SOARES DE SOUSA,deputado
D:74134,LAMARTINE POSELLA SOBRINHO,deputado
D:73487,ROBERTO ARGENTA,deputado
D:73602,MANOEL DO CARMO VITÓRIO,deputado
O:2016,COMISSÃO DE VIAÇÃO E TRANSPORTES,orgao
D:74751,NILMÁRIO DE MIRANDA,deputado
D:74576,FRANCISCO WALDIR PIRES DE SOUZA,deputado
D:73689,CLOVIS ILGENFRITZ DA SILVA,deputado
O:5495,"COMISSÃO ESPECIAL DESTINADA ""A ESTUDAR AS PROPOSTAS EXISTENTES E APRESENTAR PROJETOS LEGISLATIVOS QUE AMENIZEM OS EFEITOS DA TRIBUTAÇÃO CUMULATIVA SOBRE A ECONOMIA NACIONAL, USANDO COMO COMPENSAÇÃO A TRIBUTAÇÃO DE IMPORTAÇÃO.""",orgao
O:5364,"COMISSÃO ESPECIAL DESTINADA A EXAMINAR TODAS AS QUESTÕES RELACIONADAS À VIOLÊNCIA E À SEGURANÇA PÚBLICA NO PAÍS, QUE PODERÁ, MESMO EM MEIO AO ANDAMENTO DE SEUS TRABALHOS, OFERECER SUGESTÕES, INDICAÇÕES E ELABORAR PROPOSIÇÕES DESTINADAS A MINIMIZAR ESTE GRAVE PROBLEMA QUE AFLIGE A SOCIEDADE BRASILEIRA",orgao
D:74782,JOSÉ DIRCEU DE OLIVEIRA E SILVA,deputado
D:74562,JOSÉ IVAN DE CARVALHO PAIXÃO,deputado
D:74685,JOÃO CARLOS DE ALMEIDA SAMPAIO,deputado
O:2004,COMISSÃO DE DEFESA DO CONSUMIDOR,orgao
D:73912,ROBERTO JOHN GONÇALVES DA SILVA,deputado
O:5560,"COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A  ""INVESTIGAR O TRÁFICO ILEGAL DE ANIMAIS E PLANTAS SILVESTRES DA FAUNA E FLORA BRASILEIRAS"".",orgao
D:73686,ANA MARIA CORSO,deputado
D:74464,MÚCIO GURGEL DE SÁ,deputado
D:73445,ANTÔNIO DELFIM NETTO,deputado
D:74036,ÁLVARO COSTA DIAS,deputado
D:74358,AGNALDO MUNIZ,deputado
D:73652,APARECIDA MARIA BORGES BEZERRA,deputado
O:6115,COMISSÃO PARLAMENTAR DE INQUÉRITO COM A FINALIDADE DE INVESTIGAR A ATUAÇÃO DE ORGANIZAÇÕES CRIMINOSAS ATUANTES NO TRÁFICO DE ÓRGÃOS HUMANOS.,orgao
O:6174,COMISSÃO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL,orgao
D:74042,RONALDO JOSÉ DA CUNHA LIMA,deputado
O:6281,COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A INVESTIGAR AS ORGANIZAÇÕES CRIMINOSAS DO TRÁFICO DE ARMAS.,orgao
D:141494,MARCELO DE ARAÚJO MELO,deputado
D:141526,REINALDO NOGUEIRA LOPES CRUZ,deputado
D:141481,LEANDRO JOSÉ MENDES SAMPAIO FERNANDES,deputado
D:141382,ANTÔNIA MAGALHÃES DA CRUZ,deputado
D:141377,ANA LÚCIA ARRAES DE ALENCAR,deputado
D:141446,GLADSON DE LIMA CAMELI,deputado
D:73437,PAULO ROBERTO GOMES MANSUR,deputado
O:6462,"COMISSÃO PARLAMENTAR DE INQUÉRITO COM A FINALIDADE DE INVESTIGAR A REALIDADE DO SISTEMA CARCERÁRIO BRASILEIRO, COM DESTAQUE PARA A SUPERLOTAÇÃO DOS PRESÍDIOS, CUSTOS SOCIAIS E ECONÔMICOS DESSES ESTABELECIMENTOS, A PERMANÊNCIA DE ENCARCERADOS QUE JÁ CUMPRIRAM PENA, A VIOLÊNCIA DENTRO DAS INSTITUIÇÕES DO SISTEMA CARCERÁRIO, A CORRUPÇÃO, O CRIME ORGANIZADO E SUAS RAMIFICAÇÕES NOS PRESÍDIOS E BUSCAR SOLUÇÕES PARA O EFETIVO CUMPRIMENTO DA LEI DE EXECUÇÕES PENAIS.",orgao
D:141457,JOÃO BITTAR JÚNIOR,deputado
D:73875,JOSÉ CARLOS VIEIRA,deputado
D:78,SENADO FEDERAL,deputado
O:6697,"COMISSÃO PARLAMENTAR DE INQUÉRITO  DESTINADA A INVESTIGAR AS CAUSAS, CONSEQÜÊNCIAS E RESPONSÁVEIS PELOS DESAPARECIMENTOS DE CRIANÇAS E ADOLESCENTES NO BRASIL NO PERÍODO DE 2005 A 2007.",orgao
D:160529,ALUIZIO DOS SANTOS JUNIOR,deputado
D:160396,JOSÉ HUMBERTO SOARES,deputado
D:121759,MARLLOS ROSSANO RIBEIRO GONÇALVES DE SAMPAIO,deputado
D:160549,JOÃO PAULO LIMA E SILVA,deputado
D:165429,GEAN MARQUES LOUREIRO,deputado
D:160585,CARLAILE JESUS PEDROSA,deputado
D:168034,JULIANO DE SOUZA RABELO,deputado
D:160679,TAUMATURGO LIMA CORDEIRO,deputado
D:160615,REINALDO AZAMBUJA SILVA,deputado
D:160579,ALEXANDRE RUBIO ROSO,deputado
D:160623,JOSÉ RENAN VASCONCELOS CALHEIROS FILHO,deputado
D:160668,PAULO CESAR JUSTO QUARTIERO,deputado
D:160647,EDUARDO BRANDÃO DE AZEREDO,deputado
D:167617,VANDERLEI SIRAQUE,deputado
D:73716,LEOMAR DE MELO QUINTANILHA,deputado
D:118384,CARLOS ALBERTO LOPES,deputado
O:2007,"COMISSÃO DE DIREITOS HUMANOS, MINORIAS E IGUALDADE RACIAL",orgao
D:177118,LUIZ EDUARDO FRANCISCO DA SILVA,deputado
D:73786,REINHOLD STEPHANES,deputado
O:537127,COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A APURAR A EXPLORAÇÃO DO TRABALHO INFANTIL NO BRASIL E DÁ OUTRAS PROVIDÊNCIAS,orgao
D:178971,JONY MARCOS DE SOUZA ARAUJO,deputado
O:6303,COMISSÃO PARLAMENTAR MISTA DE INQUÉRITO DESTINADA A INVESTIGAR AS CAUSAS E CONSEQUÊNCIAS DE DENÚNCIAS DE ATOS DELITUOSOS PRATICADOS POR AGENTES PÚBLICOS NOS CORREIOS - EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS.,orgao
D:160574,JOÃO ANANIAS VASCONCÉLOS NETO,deputado
D:141505,MARINA TERRA MAGGESSI DE SOUZA,deputado
D:172711,FRANCISCO PLÍNIO VALÉRIO TOMAZ,deputado
D:160650,OZIEL ALVES DE OLIVEIRA,deputado
D:176120,GUSTAVO LEMOS PETTA,deputado
D:161906,LUIZ OTAVIO OLIVEIRA CAMPOS,deputado
D:141551,URZENI DA ROCHA FREITAS FILHO,deputado
D:74533,SÉRGIO BARRADAS CARNEIRO,deputado
D:73612,PAULO JOSÉ ALVES RATTES,deputado
D:141486,LUIZ CARLOS SETIM,deputado
D:4929,JOSEPH WALLACE FARIA BANDEIRA,deputado
D:141452,ILIOBALDO VIVAS DA SILVA,deputado
D:73462,JOSÉ CARLOS DE CASTRO MARTINEZ,deputado
D:141461,JOAQUIM BELTRÃO SIQUEIRA,deputado
D:74131,JOÃO CARLOS PAOLILO BACELAR,deputado
D:74174,ELANI CARVALHO COSTA,deputado
D:141414,DIÓGENES LUIZ BASEGIO,deputado
D:73704,DERVAL BATISTA DE PAIVA,deputado
D:146308,FRANCISCO GOMES DE ABREU,deputado
D:141406,CIRO FERREIRA GOMES,deputado
D:141399,CARLOS DAUDT BRIZOLA,deputado
D:141381,ANGELO CARLOS VANHONI,deputado
D:74342,HILDEMAR SOUZA DE AZEVEDO PICANÇO,deputado
D:74310,ALBERTO TAVARES SILVA,deputado
D:141373,ALBANO DO PRADO PIMENTEL FRANCO,deputado
D:74472,ARMANDO DE QUEIROZ MONTEIRO NETO,deputado
O:537389,"COMISSÃO ESPECIAL DESTINADA A ANALISAR E APRESENTAR PROPOSTAS COM RELAÇÃO À PARTILHA DE RECURSOS PÚBLICOS E RESPECTIVAS OBRIGAÇÕES DA UNIÃO, DOS ESTADOS, DOS MUNICÍPIOS E DO DISTRITO FEDERAL (PACTO FEDERATIVO)",orgao
D:178867,JOSE MARIA MACEDO JUNIOR,deputado
O:101798,INICIATIVA POPULAR,orgao
O:537939,"COMISSÃO ESPECIAL PARA ANÁLISE, ESTUDO E FORMULAÇÃO DE PROPOSIÇÕES RELACIONADAS À REFORMA POLÍTICA",orgao
D:81366,LUANA MARIA DA SILVA COSTA,deputado
D:220609,MAURICIO FONSECA RIBEIRO CARVALHO DE MORAES,deputado
D:220629,DANDARA TONANTZIN SILVA CASTRO,deputado
D:220668,MARIA LEAL ARRAES DE ALENCAR,deputado
D:220588,ROBERTO DUARTE JUNIOR,deputado
D:220552,LUCIANO LORENZINI ZUCCO,deputado
D:220700,FLORENTINO ALVES VERAS NETO,deputado
D:220600,JOSE EURIPEDES CLEMENTE,deputado
D:220580,MARIA GORETH DA SILVA E SOUSA,deputado
D:220548,CAMILA BAZACHI JARA MARZOCHI,deputado
D:220601,WASHINGTON LUIZ CARDOSO SIQUEIRA,deputado
D:1283,CELSO PANSERA,deputado
D:220553,DENISE DA SILVA PESSÔA,deputado
D:220537,MARIA HELENA TEIXEIRA LIMA,deputado
D:220656,FERNANDA ENEIDA PESSOA CARACAS DE SOUZA,deputado
D:220565,ADRIANA SAUTHIER ACCORSI,deputado
D:220704,ANA CAROLINA MOURA MELO DARTORA,deputado
D:220554,ALEXANDRE DUARTE LINDENMEYER,deputado
D:220632,ANA CRISTINA DE LIMA PIMENTEL,deputado
D:220556,ANA PAULA DE SOUZA LIMA,deputado
D:220707,AMANDA KELLY GENTIL GUIMARÃES ROSA,deputado
D:220669,LUIZ EDUARDO DE QUEIROZ CAMPOS DA FONTE ALBUQUERQUE,deputado
D:220560,JOSE THIAGO ALVES DE CARVALHO,deputado
D:220530,MANOEL MESSIAS DONATO BEZERRA,deputado
D:165470,RODRIGO SANTANA VALADARES,deputado
D:220695,ROGÉRIA DE ALMEIDA PEREIRA DOS SANTOS,deputado
D:220536,JOSÉ HAROLDO FIGUEIREDO CAMPOS,deputado
D:220613,ROBERTO LUIZ RODRIGUES DE OLIVEIRA,deputado
D:220543,RICARDO AYRES DE CARVALHO,deputado
D:220655,MARIO LUIS FRIAS,deputado
D:220578,JOSENILDO SANTOS ABRANTES,deputado
D:220640,JULIANA CARDOSO,deputado
D:220610,FERNANDO RODRIGUES MÁXIMO,deputado
D:220547,MARCOS SBOROWSKI POLLON,deputado
D:220654,PAULO FRANCISCO MUNIZ BILYNSKYJ,deputado
D:220621,EVANDRO GONÇALVES DA SILVA JÚNIOR,deputado
D:220664,GUILHERME A. UCHOA CAVALCANTI PESSOA DE MELO JUNIOR,deputado
D:220618,JOSÉ PORTUGAL NETO,deputado
D:80815,LEONARDO SILVA PRATES,deputado
D:220583,FABIO MICHEY COSTA DA SILVA,deputado
D:220534,DAVYS FREDERICO TEIXEIRA LINHARES,deputado
D:220559,JULIA PEDROSO ZANATTA,deputado
D:220673,LENILDO MENDES DOS SANTOS SERTÃO,deputado
D:220605,EDUARDO CARVALHO BANDEIRA DE MELLO,deputado
D:220598,TARCISIO MOTTA DE CARVALHO,deputado
D:220665,ERICA CLARISSA BORBA CORDEIRO DE MOURA,deputado
D:220579,SILVIA NOBRE LOPES,deputado
D:220647,MANOEL MAURICIO SILVA NEVES,deputado
D:220568,GUSTAVO GAYER MACHADO DE ARAUJO,deputado
D:220625,IONE MARIA MOREIRA DIAS BARBOSA,deputado
D:220712,FAUSTO VIEIRA DOS SANTOS JUNIOR,deputado
D:220607,MAX RODRIGUES LEMOS,deputado
D:220645,ERIKA SANTOS SILVA,deputado
D:220569,SILVYE ALVES DA SILVA,deputado
D:107970,ANA PAULA PROCOPIO JUNQUEIRA,deputado
D:220681,FÁBIO HENRIQUE DIAS DE  MACEDO,deputado
D:220617,MURILLO GOUVEA RODRIGUES,deputado
D:220564,YANDRA BARRETO FERREIRA,deputado
D:220555,DAIANA SILVA DOS SANTOS,deputado
D:220638,ANTONIO CARLOS RODRIGUES,deputado
D:221338,LUCIENE CAVALCANTE DA SILVA,deputado
D:220576,ALFREDO GASPAR DE MENDONÇA NETO,deputado
D:220594,JONILDO JOSÉ DE ASSIS,deputado
D:220561,KATARINA FEITOZA LIMA SANTANA,deputado
D:220595,RUBIA FERNANDA DINIZ ROBSON SANTOS DE SIQUEIRA,deputado
D:220550,MAURICIO BEDIN MARCON,deputado
D:209787,NIKOLAS FERREIRA DE OLIVEIRA,deputado
D:220603,DANIELLE DYTZ DA CUNHA,deputado
D:220714,ADAIL JOSÉ FIGUEIREDO PINHEIRO,deputado
D:220615,HENRIQUE DOS SANTOS VIEIRA LIMA,deputado
D:220703,ORLANDO SULZ DE ALMEIDA NETO,deputado
D:221339,BENJAMIM DE OLIVEIRA,deputado
D:220644,ROSANGELA MARIA WOLFF DE QUADROS MORO,deputado
D:220705,DELTAN MARTINAZZO DALLAGNOL,deputado
D:221328,ADILSON BARROSO OLIVEIRA,deputado
D:220577,JOSÉ AUGUSTO PUPPIO REIS JÚNIOR,deputado
D:220630,PEDRO DOSHIKAZU PIANCHAO AIHARA,deputado
D:220612,CARLOS ROBERTO RODRIGUES,deputado
D:220649,CARLOS ALBERTO DA CUNHA,deputado
D:220529,GILSON DANIEL BATISTA,deputado
D:220659,DAYANY BITTENCOURT SANTIL,deputado
D:220557,DANIELA CRISTINA REINEHR,deputado
D:220689,MARIA DEUSDETE LIMA CUNHA RODRIGUES,deputado
D:220532,RAFAEL CAVALCANTI PRUDENTE,deputado
D:220622,NELI PEREIRA DE AQUINO,deputado
D:222142,PAULO ADRIANO LOPES LUCINDA TELHADA,deputado
D:220586,RAFAEL DE GOES BRITO,deputado
D:220698,CARLOS ALBERTO GEBRIM PRETO,deputado
D:220573,DORINALDO BARBOSA MALAFAIA,deputado
D:220590,ULYSSES FREITAS PEREIRA DE ARAÚJO,deputado
D:220687,MARCIO JOSE HONAISER,deputado
D:220585,FRANCISCO EMERSON ASSIS DE LUCENA,deputado
D:220685,PAULO HENRIQUE COLETTI FERNANDES,deputado
D:220634,MARCELO DE LIMA FERNANDES,deputado
D:220531,GILVAM MAXIMO,deputado
D:220646,FELIPE BECARI COMENALE,deputado
D:220528,VICTOR GAROZI LINHALIS,deputado
D:220589,EDUARDO OVÍDIO BORGES DE VELLOSO VIANNA,deputado
D:220587,GEHLEN DINIZ ANDRADE,deputado
D:220660,YURY BRUNO ALENCAR ARAUJO,deputado
D:220584,CÁSSIO MURILO GALDINO DE ARAÚJO,deputado
D:220627,PAULO EDUARDO DA COSTA FREIRE,deputado
D:91228,WALDEMAR DE ANDRADA IGNÁCIO DE OLIVEIRA,deputado
D:220690,ALDEN JOSE LAZARO DA SILVA,deputado
D:220539,STÉLIO DENER DE SOUZA CRUZ,deputado
D:220624,ROBINSON MESQUITA DE FARIA,deputado
D:220666,LUIZ DE FRANÇA E SILVA MEIRA,deputado
D:220566,LÊDA BORGES DE MOURA,deputado
D:66385,JULIO FERRAZ ARCOVERDE,deputado
D:220558,MARCOS ANTONIO PEREIRA GOMES,deputado
D:220684,SEBASTIÃO HENRIQUE DE MEDEIROS,deputado
D:220533,REGINALDO VERAS COELHO,deputado
D:98615,ISMAEL DOS SANTOS,deputado
D:220693,ROBERTA DE ARAUJO COSTA ROMA,deputado
D:221378,REGINETE SOUZA BISPO,deputado
D:220574,GILBERTO GOMES DA SILVA,deputado
D:220623,DUDA SALABERT ROSA,deputado
D:220713,SAULLO VELAME VIANNA,deputado
D:220706,NELSON FERNANDO PADOVANI,deputado
D:220608,CRISTIANE LOPES DA LUZ,deputado
D:221329,RICARDO MARTINS DAVID,deputado
D:206018,CÉLIA NUNES CORREA,deputado
D:220599,MARCELO BEZERRA  CRIVELLA,deputado
D:220635,BRUNO AREVALO GANEM,deputado
D:220540,DUDA BRITO RAMOS,deputado
D:88256,CLODOALDO MAGALHÃES OLIVEIRA LYRA,deputado
D:89536,PAULO FERNANDO MELO DA COSTA,deputado
D:220682,ANTONIO TADEU VENERI,deputado
D:220628,MAURICIO LUIZ DE SOUZA,deputado
D:220544,ANTONIO POINCARE ANDRADE FILHO,deputado
D:103758,LUCIANO PALMA DE AZEVEDO,deputado
D:220670,IZA PAULA DE DEUS E MELLO ALBUQUERQUE ARRUDA,deputado
D:220592,JOSÉ ESTEPHAN AMORIM BARBARY FILHO,deputado
D:98148,VALDIR VITAL COBALCHINI,deputado
D:220604,MARCOS PAULO BARBOSA TAVARES,deputado
D:73806,ROSEANA SARNEY MURAD,deputado
D:220650,PAULO ALEXANDRE PEREIRA BARBOSA,deputado
D:220651,SIMONE APARECIDA CURRALADAS DOS SANTOS,deputado
D:220546,RODOLFO OLIVEIRA NOGUEIRA,deputado
D:220571,DANIEL VIEIRA RAMOS,deputado
D:220570,ISMAEL ALEXANDRINO JUNIOR,deputado
D:220614,DANIEL RICARDO SORANZ PINTO,deputado
D:220593,ABILIO JACQUES BRUNINI MOUMER,deputado
D:224117,GABRIEL MOTA E SILVA,deputado
D:220641,RODRIGO GAMBALE VIEIRA,deputado
D:220676,ANDREIA BRITO GONÇALVES SIQUEIRA,deputado
D:210989,BRUNO SOUZA FARIAS,deputado
D:220702,GERALDO GABRIEL MENDES,deputado
D:220591,ROZIMEIRE RIBEIRO ANDRADE,deputado
D:220657,ANDRÉ FERNANDES DE MOURA,deputado
D:220597,THIAGO LEITE FLORES PEREIRA,deputado
D:220639,GUILHERME CASTRO BOULOS,deputado
D:220596,AMÁLIA SCUDELER DE BARROS SANTOS,deputado
D:220526,GILVAN AGUIAR COSTA,deputado
D:220567,JEFERSON RODRIGUES LEMOS,deputado
