tag,label,type
D:73584,ANTONIO CARLOS DE MENDES THAME,deputado
D:141483,LINDOMAR BARBOSA ALVES,deputado
D:141527,RENATO DELMAR MOLLING,deputado
D:141375,ALINE LEMOS CORRÊA DE OLIVEIRA ANDRADE,deputado
D:141497,MÁRCIO LUIZ FRANÇA GOMES,deputado
D:141383,ANTONIO CARLOS MARTINS DE BULHÕES,deputado
D:141562,WELINGTON COIMBRA,deputado
D:73653,WELLINGTON ANTONIO FAGUNDES,deputado
D:141550,TALMIR RODRIGUES,deputado
D:74291,JOSÉ ARNON CRUZ BEZERRA DE MENEZES,deputado
D:4931,IZALCI LUCAS FERREIRA,deputado
D:141525,REBECCA MARTINS GARCIA,deputado
D:74423,JOSÉ SEVERIANO CHAVES,deputado
D:141384,ANTÔNIO CARLOS VALADARES FILHO,deputado
D:74172,WANDERLEY ALVES DE OLIVEIRA,deputado
D:74777,RITA DE CÁSSIA PASTE CAMATA,deputado
D:151208,LAERCIO JOSÉ DE OLIVEIRA,deputado
D:74075,ELCIONE THEREZINHA ZAHLUTH BARBALHO,deputado
D:74372,JOÃO SANDES JÚNIOR,deputado
D:73555,PAULO CÉSAR DE OLIVEIRA LIMA,deputado
D:74319,JOSÉ FRANCISCO PAES LANDIM,deputado
D:141507,MAURO MARIANI,deputado
D:74111,PEDRO HENRY NETO,deputado
D:74806,NELSON TADEU FILIPPELLI,deputado
D:141556,VITAL DO RÊGO FILHO,deputado
D:141559,WALDIR NEVES BARBOSA,deputado
D:74787,MILTON ANTONIO CASQUEL MONTI,deputado
D:141503,MARIA DO SOCORRO JÔ MORAES,deputado
D:74554,JOSÉ ALVES ROCHA,deputado
D:74813,RONALDO RAMOS CAIADO,deputado
D:74230,COLBERT MARTINS DA SILVA FILHO,deputado
D:154417,JAIRO PAES DE LIRA,deputado
D:141482,LEONARDO LEMOS BARROS QUINTÃO,deputado
O:6502,"COMISSÃO PARLAMENTAR DE INQUÉRITO COM A FINALIDADE DE INVESTIGAR ESCUTAS TELEFÔNICAS CLANDESTINAS/ILEGAIS, CONFORME DENÚNCIA PUBLICADA NA REVISTA ""VEJA"", EDIÇÃO 2022, Nº 33, DE 22 DE AGOSTO DE 2007.",orgao
D:152606,LUCÍNIO CASTELO DE ASSUMÇÃO,deputado
D:141508,MAURO NAZIF RASUL,deputado
D:141425,ERNANDES SANTOS AMORIM,deputado
D:141372,AELTON JOSÉ DE FREITAS,deputado
D:73507,ROSILDA DE FREITAS,deputado
O:6726,"COMISSÃO ESPECIAL DESTINADA AO EXAME E A AVALIAÇÃO DA CRISE ECONÔMICO-FINANCEIRA E, AO FINAL, FORMULAR PROPOSTAS AO PODER EXECUTIVO E AO PAÍS, ESPECIFICAMENTE NO QUE DIZ RESPEITO À REPERCUSSÃO NA AGRICULTURA.",orgao
D:3155,GERALDO TENUTA FILHO,deputado
D:74265,DIMAS EDUARDO RAMALHO,deputado
D:133373,MARCO AURÉLIO SPALL MAIA,deputado
D:141548,SUELI RANGEL SILVA VIDIGAL,deputado
D:73556,REGIS FERNANDES DE OLIVEIRA,deputado
D:74210,JOSÉ SARNEY FILHO,deputado
D:74665,JAIME MARTINS FILHO,deputado
D:74119,EMANUEL FERNANDES,deputado
D:73428,JOSÉ ALDO REBELO FIGUEIREDO,deputado
D:73930,WLADIMIR AFONSO DA COSTA RABELO,deputado
D:133374,ADEMIR CAMILO PRATES RODRIGUES,deputado
D:141413,DÉCIO NERY DE LIMA,deputado
D:74650,BONIFÁCIO JOSÉ TAMM DE ANDRADA,deputado
D:141473,JOSÉ ROBERTO SANTIAGO GOMES,deputado
D:146613,MARCELO BELTRÃO DE ALMEIDA,deputado
D:73535,JORGE TADEU MUDALEN,deputado
D:141529,ROBERTO PEREIRA DE BRITTO,deputado
D:141398,CARLOS ALBERTO ROLIM ZARATTINI,deputado
D:74693,RODRIGO FELINTO IBARRA EPITÁCIO MAIA,deputado
D:73676,SANDRO ANTONIO SCODRO,deputado
D:74177,MARINHA CÉLIA ROCHA RAUPP DE MATOS,deputado
D:73883,PAULO ROBERTO BARRETO BORNHAUSEN,deputado
D:139212,FRANCISCO ROSSI DE ALMEIDA,deputado
D:160518,WELITON FERNANDES PRADO,deputado
D:141385,ANTONIO DUARTE NOGUEIRA JÚNIOR,deputado
D:73466,RUBENS BUENO,deputado
D:74848,JANDIRA FEGHALI,deputado
D:141472,JOSÉ RICARDO ALVARENGA TRIPOLI,deputado
D:74124,MARÇAL GONÇALVES LEITE FILHO,deputado
D:88950,RODRIGO GARCIA,deputado
D:141492,MANUELA PINTO VIEIRA D'ÁVILA,deputado
D:160660,MARCELO THEODORO DE AGUIAR,deputado
D:160564,OZANILDA GONDIM VITAL DO REGO,deputado
D:160629,ROMERO RODRIGUES VEIGA,deputado
D:160534,LAURIETE RODRIGUES DE JESUS,deputado
D:141400,CARLOS EDUARDO VIEIRA DA CUNHA,deputado
D:160620,WASHINGTON REIS DE OLIVEIRA,deputado
D:160536,MARCO ANTONIO TEBALDI,deputado
D:74581,GILMAR ALVES MACHADO,deputado
D:162174,ROBERTO POLICARPO FAGUNDES,deputado
D:74566,GERALDO SIMÕES DE OLIVEIRA,deputado
D:160575,ÉRIKA JUCÁ KOKAY,deputado
D:160578,EDMAR DE SOUZA ARRUDA,deputado
D:160563,ONOFRE SANTO AGUSTINI,deputado
D:160637,RONALDO FONSECA DE SOUZA,deputado
D:141408,CLEBER VERDE CORDEIRO MENDES,deputado
D:89282,JOSÉ ANTÔNIO MACHADO REGUFFE,deputado
D:162175,ELIANE PONTES ROLIM,deputado
D:160664,CÉSAR ROBERTO COLNAGHI,deputado
D:160675,JÂNIO NATAL ANDRADE BORGES,deputado
D:73768,DILCEU JOÃO SPERAFICO,deputado
D:129037,GABRIEL GUIMARÃES DE ANDRADE,deputado
D:160601,MARCO ANTÔNIO FELICIANO,deputado
D:163321,RONALDO NOGUEIRA DE OLIVEIRA,deputado
D:160643,JORGE SILVA,deputado
D:160639,MARIA AUXILIADORA SEABRA REZENDE,deputado
D:160555,LOURIVAL MENDES DA FONSECA FILHO,deputado
D:160598,FLÁVIA CARREIRO ALBUQUERQUE MORAIS,deputado
D:141455,JANETE ROCHA PIETÁ,deputado
D:141500,MARCOS MONTES CORDEIRO,deputado
D:160625,JORGE DE OLIVEIRA,deputado
D:160541,ARTHUR CÉSAR PEREIRA DE LIRA,deputado
D:74833,AROLDE DE OLIVEIRA,deputado
D:141421,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,deputado
D:141480,LÁZARO BOTELHO MARTINS,deputado
D:74421,INOCÊNCIO GOMES DE OLIVEIRA,deputado
D:141450,HUGO LEAL MELO DA SILVA,deputado
D:160636,JOSÉ WILSON SANTIAGO FILHO,deputado
D:74163,CARLOS HUMBERTO MANNATO,deputado
D:80920,JOSÉ LUIZ DE FRANÇA PENNA,deputado
D:160676,FERNANDO DANTAS TORRES,deputado
D:146949,ROSEANE CAVALCANTE DE FREITAS ESTRELA,deputado
D:74537,CLÁUDIO CAJADO SAMPAIO,deputado
D:73701,BENEDITA SOUZA DA SILVA SAMPAIO,deputado
D:74793,RICARDO JOSÉ RIBEIRO BERZOINI,deputado
D:74428,JOSÉ MENDONÇA BEZERRA FILHO,deputado
D:160571,JOÃO RODRIGUES,deputado
D:160649,ESPERIDIÃO AMIN HELOU FILHO,deputado
D:160671,JESUS RODRIGUES ALVES,deputado
D:160680,AUDIFAX CHARLES PIMENTEL BARCELOS,deputado
D:160543,ANDRÉ LUIS DANTAS FERREIRA,deputado
D:160593,PAULO WAGNER LEITE DANTAS,deputado
D:160665,AUGUSTO RODRIGUES COUTINHO DE MELO,deputado
D:73805,ROBERTO JOÃO PEREIRA FREIRE,deputado
D:160655,RICARDO IZAR JUNIOR,deputado
D:160527,AGUINALDO VELLOSO BORGES RIBEIRO,deputado
D:74039,SANDRA MARIA DA ESCÓSSIA ROSADO,deputado
D:160573,JOÃO JOSÉ DE ARRUDA JÚNIOR,deputado
D:81232,IRAJÁ SILVESTRE FILHO,deputado
D:160545,ALEXANDRE LEITE DA SILVA,deputado
D:160633,LUIZ HENRIQUE MANDETTA,deputado
D:73447,EDSON EDINHO COELHO ARAÚJO,deputado
D:160621,SANDRO ALEX CRUZ DE OLIVEIRA,deputado
D:160607,JOSE LUIZ STÉDILE,deputado
D:67138,IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA,deputado
D:74140,JOSÉ CARLOS LEÃO DE ARAÚJO,deputado
D:74095,PAUDERNEY TOMAZ AVELINO,deputado
D:160602,ARNALDO JORDY FIGUEIREDO,deputado
D:166401,NILSON APARECIDO LEITÃO,deputado
D:141405,CELSO MALDANER,deputado
D:160556,JOÃO CARLOS SIQUEIRA,deputado
D:74047,PAULO RUBEM SANTIAGO FERREIRA,deputado
D:74655,EDUARDO LUIZ BARROS BARBOSA,deputado
D:160651,ROGÉRIO MENDONÇA,deputado
D:160535,DIONILSO MATEUS MARCON,deputado
D:160638,JOSELI ÂNGELO AGNOLIN,deputado
D:160677,FRANCISCO FLORIANO DE SOUSA SILVA,deputado
D:160653,ROBERTO ALVES DE LUCENA,deputado
D:94931,LÚCIO QUADROS VIEIRA LIMA,deputado
D:160610,VALMIR CARLOS DA ASSUNÇÃO,deputado
D:160515,RONALDO JOSÉ BENEDET,deputado
D:141558,WALDIR MARANHÃO CARDOSO,deputado
D:74395,JOSÉ OTÁVIO GERMANO,deputado
D:141518,PAULO PEREIRA DA SILVA,deputado
D:141431,FERNANDO BEZERRA DE SOUZA COELHO FILHO,deputado
D:160544,JUNJI ABE,deputado
D:141438,FRANCISCO EDNALDO PRACIANO,deputado
D:160613,SEBASTIÃO SIBÁ MACHADO OLIVEIRA,deputado
D:136811,JOSÉ ALFONSO EBERT HAMM,deputado
D:74400,PAULO ROBERTO SEVERO PIMENTA,deputado
D:62881,FRANCISCO DANILO BASTOS FORTE,deputado
D:160597,ROMARIO DE SOUZA FARIA,deputado
D:74696,ALBERTO PEREIRA MOURÃO,deputado
D:149327,FÁBIO RODRIGUES DE OLIVEIRA,deputado
D:160533,LILIAM SÁ DE PAULA,deputado
D:160519,JÚLIO JOSÉ DE CAMPOS,deputado
D:160514,RODRIGO MOREIRA LADEIRA GRILO,deputado
D:160580,MARIA APARECIDA BORGHETTI,deputado
D:141488,LUIZ PAULO TEIXEIRA FERREIRA,deputado
D:160617,THIAGO MELLO PEIXOTO DA SILVEIRA,deputado
D:160614,CLEUSA ROSANE RIBAS FERREIRA,deputado
D:163831,FERNANDO ANTÔNIO CECILIANO JORDÃO,deputado
D:160565,MARA CRISTINA GABRILLI,deputado
D:160582,JOSÉ ALBERTO OLIVEIRA VELOSO FILHO,deputado
D:160622,VICENTE CÂNDIDO DA SILVA,deputado
D:160560,JOSÉ DE FILIPPI JÚNIOR,deputado
O:2003,COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA E DE CIDADANIA,orgao
D:73924,DAVID SAMUEL ALCOLUMBRE TOBELEM,deputado
D:160673,GIOVANI CHERINI,deputado
D:159238,MARCUS VINÍCIUS CAETANO PESTANA DA SILVA,deputado
D:160654,RENZO DO AMARAL BRAZ,deputado
D:160666,FELIX DE ALMEIDA MENDONÇA JÚNIOR,deputado
D:73568,CELSO ALENCAR RAMOS JACOB,deputado
D:160568,ROGÉRIO CARVALHO SANTOS,deputado
D:160512,AUREO LIDIO MOREIRA RIBEIRO,deputado
D:164361,MARINA PIGNATARO SANT'ANNA,deputado
D:160551,ANDERSON FERREIRA RODRIGUES,deputado
D:73933,JOSÉ DA CRUZ MARINHO,deputado
D:73808,SÉRGIO LUÍS LACERDA BRITO,deputado
D:141470,JOSÉ NOBRE GUIMARÃES,deputado
D:73682,JOÃO EDUARDO DADO LEITE DE CARVALHO,deputado
D:160559,ALCEU MOREIRA DA SILVA,deputado
D:173802,GOIACIARA TAVARES CRUZ,deputado
D:160509,JORGINHO DOS SANTOS MELLO,deputado
D:160511,ALESSANDRO LUCCIOLA MOLON,deputado
D:160570,JERÔNIMO PIZZOLOTTO GOERGEN,deputado
D:73424,SIMÃO SESSIM,deputado
D:160646,FERNANDO DESTITO FRANCISCHINI,deputado
D:74382,EDUARDO FRANCISCO SCIARRA,deputado
D:74284,WALTER MEYER FELDMAN,deputado
D:160599,DIMAS FABIANO TOLEDO JÚNIOR,deputado
D:159237,FRANCISCO DE ASSIS CARVALHO GONÇALVES,deputado
D:160603,AMAURI SANTOS TEIXEIRA,deputado
D:160567,NELSON MARCHEZAN JÚNIOR,deputado
D:141542,SÉRGIO IVAN MORAES,deputado
D:74749,MAURO RIBEIRO LOPES,deputado
D:171621,EURICO PINHEIRO BERNARDES JUNIOR,deputado
D:171618,LUIZ BARBOSA DE DEUS,deputado
D:170673,SERGIO PAULO DE OLIVEIRA,deputado
D:74366,JOÃO CAMPOS DE ARAÚJO,deputado
D:160581,ASSIS FLÁVIO DA SILVA MELO,deputado
D:164360,CARMEN EMÍLIA BONFÁ ZANOTTO,deputado
D:167614,SEVERINO DE SOUZA SILVA,deputado
D:74398,MARIA DO ROSÁRIO NUNES,deputado
D:160587,FÁBIO RICARDO TRAD,deputado
D:160596,HEULER ABREU CRUVINEL,deputado
D:92355,VITOR PAULO ARAÚJO DOS SANTOS,deputado
D:141454,JACOB ALFREDO STOFFELS KAEFER,deputado
D:177282,LUIZ GONZAGA RIBEIRO,deputado
D:66179,NORMA AYUB ALVES,deputado
D:73926,JANETE MARIA GÓES CAPIBERIBE,deputado
O:81,SUPERIOR TRIBUNAL DE JUSTIÇA,orgao
D:92346,EDUARDO NANTES BOLSONARO,deputado
D:74378,ASSIS MIGUEL DO COUTO,deputado
D:178958,CARLOS AUGUSTO ANDRADE SILVA,deputado
D:178965,JOAO DERLY DE OLIVEIRA NUNES JUNIOR,deputado
D:178826,SERGIO OLIMPIO GOMES,deputado
D:178884,HILDO AUGUSTO DA ROCHA NETO,deputado
D:74471,ANDRÉ CARLOS ALVES DE PAULA FILHO,deputado
D:141536,RÔMULO JOSÉ DE GOUVEIA,deputado
D:160517,PAULO ROBERTO FOLLETTO,deputado
D:178917,JOAO FERNANDO PONTUAL COUTINHO,deputado
D:178918,KAIO CESAR DE MOURA MANICOBA NOVAES FERRAZ,deputado
D:178945,ROSANGELA DE SOUZA GOMES,deputado
D:178942,MARCO ANTONIO NEVES CABRAL,deputado
D:178969,FABIO CRUZ MITIDIERI,deputado
D:73483,LUIS CARLOS HEINZE,deputado
D:160672,JEAN WYLLYS DE MATOS SANTOS,deputado
D:141478,LAERTE RODRIGUES DE BESSA,deputado
D:178980,ANTONIO GOULART DOS REIS,deputado
D:178970,JOAO SOMARIVA DANIEL,deputado
D:178974,ANDRES NAVARRO SANCHEZ,deputado
D:178861,RONALDO CARLETTO,deputado
D:178962,ANTONIO CARLOS GOMES DA SILVA,deputado
D:141563,WILLIAM BOSS WOO,deputado
D:178924,FABIO ABREU COSTA,deputado
D:74277,ANTONIO ADOLPHO LOBBE NETO,deputado
D:178932,MARCELO BELINATI MARTINS,deputado
D:67312,JULIA MARIA GODINHO DA CRUZ MARINHO,deputado
D:178858,MARIO S. M. NEGROMONTE JR.,deputado
D:162332,LUIZ HILOSHI NISHIMORI,deputado
D:73579,JOÃO ALBERTO FRAGA SILVA,deputado
D:178848,MARIA DA CONCEICAO SAMPAIO MOURA,deputado
D:178846,ALFREDO PEREIRA DO NASCIMENTO,deputado
D:74270,GILBERTO NASCIMENTO SILVA,deputado
D:178930,EVANDRO ROGERIO ROMAN,deputado
D:178993,CARLOS HENRIQUE AMORIM,deputado
D:178999,BRUNIELE FERREIRA GOMES,deputado
D:178951,RAFAEL HUETE DA MOTTA,deputado
D:178849,HISSA NAGIB ABRAHAO FILHO,deputado
D:178909,HELIO LEITE DA SILVA,deputado
D:92776,STEFANO AGUIAR DOS SANTOS,deputado
D:178998,TANIA RAQUEL DE QUEIROZ MUNIZ,deputado
D:178913,VENEZIANO VITAL DO RÊGO SEGUNDO NETO,deputado
D:178953,EXPEDITO GONCALVES FERREIRA NETTO,deputado
D:178972,ALEX SPINELLI MANENTE,deputado
D:141439,FRANCISCO JOSÉ D'ANGELO PINTO,deputado
D:141428,FÁBIO SALUSTINO MESQUITA DE FARIA,deputado
D:160611,ANTÔNIO PINHEIRO JÚNIOR,deputado
D:118594,MARCELO SQUASSONI,deputado
D:178862,ERONILDES VASCONCELOS CARVALHO,deputado
D:144523,DANIEL ELIAS CARVALHO VILELA,deputado
D:160576,CESAR HANNA HALUM,deputado
D:178963,LUIS ANTONIO FRANCISCATTO COVATTI,deputado
D:178850,MARCOS SERGIO ROTTA,deputado
D:178955,LUIZ CLAUDIO PEREIRA ALVES,deputado
D:178987,ORLANDO SILVA DE JESUS JUNIOR,deputado
D:152605,GLAUBER DE MEDEIROS BRAGA,deputado
D:160426,ROGÉRIO SCHUMANN ROSSO,deputado
D:178876,CELIO ANTONIO DA SILVEIRA,deputado
D:160589,BRUNA DIAS FURLAN VICENTE,deputado
D:73655,AUGUSTO SILVEIRA DE CARVALHO,deputado
D:160569,WALDENOR ALVES PEREIRA FILHO,deputado
D:187008,SILAS FREIRE PEREIRA E SILVA,deputado
D:152610,BENEDITO ROBERTO ALVES FERREIRA,deputado
D:164359,WALDIR SOARES DE OLIVEIRA,deputado
D:178894,LAUDIVIO ALVARENGA CARVALHO,deputado
D:131943,JARBAS DE ANDRADE VASCONCELOS,deputado
D:178883,ELIZIANE PEREIRA GAMA MELO,deputado
D:141535,ROGÉRIO SIMONETTI MARINHO,deputado
D:178868,LUIZ ODORICO MONTEIRO DE ANDRADE,deputado
D:178938,BENEVENUTO DACIOLO FONSECA DOS SANTOS,deputado
D:178982,LUIZ LAURO FERREIRA FILHO,deputado
D:178841,JOSÉ CÍCERO SOARES DE ALMEIDA,deputado
D:178871,EVAIR VIEIRA DE MELO,deputado
D:178904,EZEQUIEL ANGELO FONSECA,deputado
D:141555,VINICIUS RAPOZO DE CARVALHO,deputado
D:178944,ROBERTO DA SILVA SALES,deputado
D:178888,CARLOS VICTOR GUTERRES MENDES,deputado
D:4930,SÍLVIO SERAFIM COSTA,deputado
D:97707,HERÁCLITO DE SOUSA FORTES,deputado
D:141531,RODRIGO BATISTA DE CASTRO,deputado
D:178843,MARX BELTRÃO LIMA SIQUEIRA,deputado
D:178936,ALEXANDRE VALLE CARDOSO,deputado
D:160572,JORGE WICKS CÔRTE REAL,deputado
D:178916,DANIEL PIRES COELHO,deputado
D:178874,ANTONIO SERGIO ALVES VIDIGAL,deputado
D:160641,MARCIVANIA DO SOCORRO DA ROCHA FLEXA,deputado
D:93472,CRISTIANE BRASIL FRANCISCO,deputado
D:141389,ANTONIO PEDRO INDIO DA COSTA,deputado
D:178863,ULDURICO ALENCAR PINTO,deputado
D:178875,ALEXANDRE BALDY DE SANT'ANNA BRAGA,deputado
D:178885,ANTONIO DA CRUZ FILGUEIRA JUNIOR,deputado
D:178964,HEITOR JOSE SCHUCH,deputado
D:178882,ANDRE LUIZ CARVALHO RIBEIRO,deputado
D:132504,ENIO JOSÉ VERRI,deputado
D:178869,VITOR PEREIRA VALIM,deputado
D:186775,FRANKLIN ROBERTO DE LIMA SOUZA,deputado
D:178948,CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,deputado
D:141560,WALTER SHINDI IIHOSHI,deputado
D:74651,CARLOS DO CARMO ANDRADE MELLES,deputado
D:178900,CARLOS EDUARDO XAVIER MARUN,deputado
D:178910,JOAQUIM PASSARINHO PINTO DE SOUZA PORTO,deputado
D:74752,ODELMO LEÃO CARNEIRO SOBRINHO,deputado
D:178829,JOSE AUGUSTO ROSA,deputado
D:178943,MARCOS BEZERRA RIBEIRO SOARES,deputado
D:73714,JOSÉ REINALDO CARNEIRO TAVARES,deputado
D:74765,SILAS BRASILEIRO,deputado
O:537485,COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A INVESTIGAR A REALIDADE DO SISTEMA CARCERÁRIO BRASILEIRO,orgao
D:178973,ANA LUCIA LIPPAUS PERUGINI,deputado
D:178836,ALAN RICK MIRANDA,deputado
D:178950,ANTONIO JACOME DE LIMA JUNIOR,deputado
D:178842,JOAO HENRIQUE HOLANDA  CALDAS,deputado
D:178941,EZEQUIEL CORTAZ TEIXEIRA,deputado
D:178984,MIGUEL MOUBADDA HADDAD,deputado
D:178840,WHERLES FERNANDES DA ROCHA,deputado
D:73720,CÉSAR ANTONIO DE SOUZA,deputado
D:74457,MORONI BING TORGAN,deputado
D:190149,FABRICIO JOSÉ SATIRO DE OLIVEIRA,deputado
D:178952,WALTER PEREIRA ALVES,deputado
D:74383,FERNANDO LÚCIO GIACOBO,deputado
D:178931,LUCIANO DUCCI,deputado
D:178912,PEDRO OLIVEIRA CUNHA LIMA,deputado
D:160631,WALNEY DA ROCHA CARVALHO,deputado
D:137070,VICENTE ALVES DE OLIVEIRA JUNIOR,deputado
D:178847,ARTHUR VIRGILIO DO CARMO RIBEIRO BISNETO,deputado
D:178926,RODRIGO RODRIGUES DE SOUZA MARTINS,deputado
D:178864,JOSE ADAIL CARNEIRO SILVA,deputado
D:181316,ELIZEU DIONIZIO SOUZA  DA SILVA,deputado
D:74399,ONYX DORNELLES LORENZONI,deputado
