proc_tag,auth_tag
P:1400421,S:945
P:1400474,S:5529
P:1400529,S:4981
P:1400746,S:5540
P:1400903,S:945
P:1401057,S:391
P:1401258,S:5529
P:1401360,S:4697
P:1401632,S:391
P:1401951,S:5529
P:1402002,S:945
P:1402055,S:4697
P:1402109,S:391
P:1402318,S:945
P:1402371,S:391
P:1402479,S:846
P:1402530,S:4981
P:1402579,S:5236
P:1402627,S:391
P:1402677,S:5236
P:1402725,S:5236
P:1402773,S:391
P:3036223,S:4988
P:3036415,S:4981
P:3036661,S:4981
P:3036731,S:391
P:3037218,S:5006
P:3037571,S:3
P:3037668,S:391
P:1392600,S:4697
P:1392652,S:715
P:1392807,S:4994
P:1393021,S:5164
P:1393076,S:4697
P:1393128,S:945
P:1393180,S:846
P:1393231,S:715
P:1393284,S:5164
P:1393339,S:4697
P:1393391,S:945
P:1393654,S:3
P:1393974,S:945
P:1394024,S:945
P:1394436,S:945
P:1394793,S:3361
P:1394893,S:945
P:1395124,S:945
P:1395174,S:825
P:1395224,S:5529
P:1395387,S:846
P:1395440,S:4697
P:1395491,S:5008
P:3035168,S:5199
P:3035333,S:945
P:4985566,S:5164
P:5051890,S:2331
P:5207672,S:5140
P:5298034,S:4990
P:5333775,S:5164
P:5333892,S:5197
P:5377266,S:1023
P:7103288,S:945
P:7215863,S:5236
P:7307137,S:3830
P:7307182,S:4988
P:7313645,S:5116
P:7326258,S:715
P:7345122,S:5140
P:7345334,S:5140
P:7345556,S:2331
P:7345622,S:5140
P:7351914,S:5000
P:7356754,S:4988
P:7356764,S:3398
P:7356878,S:945
P:7356880,S:5529
P:7391043,S:5012
P:7391048,S:4981
P:7391095,S:5527
P:7393457,S:715
P:7398469,S:5619
P:7404647,S:5140
P:7410555,S:4981
P:7687975,S:5012
P:7694276,S:4981
P:7695891,S:5030
P:7695900,S:4988
P:7695907,S:4981
P:7702400,S:5140
P:7705209,S:4994
P:7706891,S:3
P:7711690,S:945
P:7720966,S:945
P:7724509,S:945
P:1410299,S:3360
P:1410360,S:825
P:1409397,S:4869
P:1405342,S:635
P:1406222,S:1249
P:1407155,S:945
P:3038932,S:4994
P:3040642,S:4697
P:1403234,S:825
P:1403285,S:4869
P:1404936,S:945
P:1395771,S:5012
P:1396032,S:90
P:1396402,S:5529
P:1396455,S:5523
P:1396598,S:846
P:1396758,S:456
P:1396809,S:4981
P:1396985,S:3830
P:1397042,S:945
P:1397095,S:4988
P:1397149,S:4981
P:1397318,S:456
P:1397367,S:5637
P:1397472,S:604
P:1397683,S:5540
P:1397851,S:945
P:1397960,S:846
P:1398011,O:55447
P:1398060,S:5529
P:1398530,S:846
P:1398683,S:846
P:1398736,S:3823
P:1398840,S:4558
P:1399048,S:739
P:1399267,S:40
P:1399426,S:5178
P:1399477,S:4981
P:1399579,S:391
P:1399838,S:4988
P:1399941,S:456
P:1400144,S:3823
P:1400257,S:945
P:1400421,S:846
P:1400474,S:4988
P:1400529,S:5236
P:1401057,S:945
P:1401258,S:4697
P:1401360,S:4988
P:1401632,S:4981
P:1401951,S:677
P:1402002,S:846
P:1402055,S:945
P:1402109,S:2207
P:1402318,S:846
P:1402371,S:677
P:1402479,S:945
P:1402530,S:5236
P:1402627,S:4981
P:1402773,S:4981
P:3036223,S:945
P:3036415,S:3396
P:3036661,S:70
P:3037668,S:5236
P:1392600,S:945
P:1392652,S:4697
P:1392807,S:5199
P:1393021,S:715
P:1393076,S:945
P:1393128,S:391
P:1393180,S:2331
P:1393231,S:4697
P:1393284,S:715
P:1393339,S:4988
P:1393391,S:5535
P:1393654,S:945
P:1394024,S:846
P:1394893,S:5012
P:1395224,S:4988
P:1395387,S:391
P:1395440,S:3695
P:1395491,S:5100
P:3035168,S:5164
P:4985566,S:5529
P:5207672,S:825
P:5298034,S:5012
P:5333775,S:715
P:5333892,S:3823
P:7103288,S:4981
P:7215863,S:5540
P:7307137,S:5108
P:7307182,S:5140
P:7313645,S:3398
P:7326258,S:4697
P:7345122,S:2331
P:7345334,S:2331
P:7345622,S:2331
P:7351914,O:3947422
P:7356754,S:945
P:7356764,S:945
P:7356878,S:643
P:7356880,S:4988
P:7391048,S:950
P:7391095,S:5004
P:7393457,S:945
P:7404647,S:90
P:7410555,S:3398
P:7694276,S:73
P:7695900,S:4981
P:7695907,S:3398
P:7702400,S:5523
P:7705209,S:16
P:7706891,S:4988
P:7711690,S:4981
P:1410299,S:13
P:1409397,S:5008
P:1407155,S:846
P:3038932,S:4721
P:3040642,S:4988
P:1403285,S:4527
P:1396402,S:4988
P:1396598,S:391
P:1396809,S:456
P:1396985,S:5537
P:1397042,S:846
P:1397095,S:945
P:1397149,S:615
P:1397851,S:846
P:1398060,S:4988
P:1398530,S:391
P:1398683,S:391
P:1398736,S:4697
P:1399048,S:5164
P:1399477,S:5637
P:1399579,S:4981
P:1399838,S:5637
P:1400144,S:3
P:1400257,S:846
P:1400421,S:391
P:1400474,S:945
P:1401258,S:5637
P:1401360,S:846
P:1401632,S:631
P:1402002,S:4981
P:1402055,S:846
P:1402318,S:391
P:1402627,S:5236
P:1402773,S:5236
P:3036223,S:846
P:1392600,S:5236
P:1392652,S:5535
P:1392807,S:5537
P:1393021,S:5529
P:1393076,S:5537
P:1393128,S:2331
P:1393231,S:4988
P:1393284,S:4697
P:1393339,S:2331
P:1393654,S:391
P:1394024,S:391
P:1395224,S:945
P:1395387,S:4981
P:1395491,S:5006
P:3035168,S:715
P:4985566,S:846
P:5207672,S:5619
P:5298034,S:825
P:5333775,S:5529
P:5333892,S:3
P:7103288,S:374
P:7215863,S:825
P:7307137,S:3823
P:7307182,S:5012
P:7313645,S:5012
P:7326258,S:4988
P:7356754,S:5140
P:7356764,S:5140
P:7356878,S:5182
P:7356880,S:945
P:7391095,S:5112
P:7393457,S:4981
P:7695900,S:3398
P:7705209,S:3830
P:7706891,S:5140
P:7711690,S:2331
P:1410299,S:111
P:1407155,S:3634
P:3038932,S:4877
P:3040642,S:4981
P:1403285,S:825
P:1396402,S:5533
P:1396598,S:456
P:1396985,S:111
P:1397042,S:3830
P:1397095,S:846
P:1397851,S:5529
P:1398060,S:846
P:1398530,S:5529
P:1398683,S:5197
P:1398736,S:374
P:1399048,S:3
P:1399579,S:5529
P:1400144,S:4988
P:1400257,S:391
P:1400421,S:3396
P:1400474,S:846
P:1401360,S:391
P:1402002,S:5535
P:1402055,S:4981
P:1402318,S:5197
P:3036223,S:391
P:1392807,S:3823
P:1393021,S:945
P:1393231,S:2331
P:1393284,S:4988
P:1393654,S:5537
P:1394024,S:3396
P:1395224,S:4981
P:1395387,S:5236
P:1395491,S:87
P:3035168,S:5529
P:4985566,S:1176
P:5298034,S:5533
P:5333775,S:5140
P:5333892,S:5140
P:7215863,S:5182
P:7307137,S:715
P:7313645,S:5100
P:7326258,S:5140
P:7356754,S:2331
P:7356764,S:2331
P:7356878,S:5000
P:7356880,S:5140
P:7391095,S:715
P:7393457,S:3830
P:7705209,S:3398
P:7706891,S:5004
P:1410299,S:3823
P:3038932,S:4529
P:3040642,S:739
P:1396985,S:5529
P:1397095,S:3830
P:1398060,S:391
P:1399048,S:5529
P:1400144,S:945
P:1400257,S:5197
P:1400474,S:4981
P:1401360,S:5533
P:1402055,S:5535
P:3036223,S:5132
P:1392807,S:5164
P:1393021,S:391
P:1393284,S:846
P:1395224,S:5533
P:1395491,S:3634
P:3035168,O:55451
P:4985566,S:5527
P:5298034,S:5182
P:5333775,S:5197
P:5333892,S:4981
P:7215863,S:374
P:7307137,S:4988
P:7313645,S:90
P:7326258,S:5535
P:7356878,S:4969
P:7356880,S:5070
P:7391095,S:5533
P:7705209,S:5108
P:1410299,S:715
P:3038932,S:13
P:1396985,S:4988
P:1398060,S:5197
P:1399048,S:4988
P:1400144,S:846
P:1400474,S:2207
P:1392807,S:715
P:1393021,S:5537
P:1393284,S:2331
P:1395491,S:5540
P:3035168,S:391
P:4985566,S:70
P:5298034,S:4575
P:5333892,S:35
P:7215863,S:35
P:7307137,S:5140
P:7313645,S:5140
P:7356878,S:5529
P:7391095,S:4988
P:7705209,S:5164
P:1410299,S:4837
P:3038932,S:111
P:1396985,S:945
P:1399048,S:846
P:1400144,S:5000
P:1392807,S:4988
P:1395491,S:3713
P:4985566,S:3361
P:5298034,S:3713
P:7307137,S:3398
P:7313645,S:715
P:7356878,S:1023
P:7391095,S:5529
P:7705209,S:715
P:1410299,S:4697
P:3038932,S:3823
P:1396985,S:558
P:1399048,S:391
P:1392807,S:846
P:1395491,S:5531
P:4985566,S:5100
P:7313645,S:5052
P:7356878,S:5012
P:7705209,S:3
P:1410299,S:4869
P:3038932,S:715
P:1399048,S:4981
P:1392807,S:878
P:1395491,S:4721
P:4985566,S:87
P:7313645,S:5525
P:7356878,S:4990
P:7705209,S:4697
P:1410299,S:4988
P:3038932,S:4981
P:1399048,S:70
P:1395491,S:16
P:4985566,S:5531
P:7313645,S:558
P:7705209,S:4988
P:1410299,S:4981
P:3038932,S:4776
P:1395491,S:5178
P:4985566,S:16
P:7313645,S:5112
P:7705209,S:5140
P:1410299,S:5008
P:1395491,S:5637
P:4985566,S:612
P:7313645,S:1176
P:7705209,S:5639
P:1395491,S:3830
P:7313645,S:374
P:1395491,S:5537
P:7313645,S:5008
P:1395491,S:5132
P:7313645,S:3695
P:1395491,S:3398
P:7313645,S:3741
P:1395491,S:111
P:7313645,S:5164
P:1395491,S:3823
P:7313645,S:3634
P:1395491,S:3
P:7313645,S:3713
P:1395491,S:5529
P:7313645,S:72
P:1395491,S:4697
P:7313645,S:4767
P:1395491,S:4988
P:7313645,S:643
P:1395491,S:5527
P:7313645,S:5523
P:7313645,S:5529
P:7313645,S:4988
P:7313645,S:5527
P:7724761,S:5783
P:7725534,S:2331
P:7725719,S:945
P:7726393,S:4770
P:7726537,S:5953
P:7727553,S:5748
P:7727591,S:2331
P:7727611,S:2331
P:7727650,S:2331
P:7727667,S:2331
P:7727679,S:2331
P:7727684,S:5748
P:7727740,S:5748
P:7727742,S:2331
P:7727761,S:5748
P:7728127,S:5350
P:7728312,S:2331
P:7728345,S:5322
P:7728366,S:2331
P:7728628,S:581
P:7728634,S:3806
P:7728709,S:90
P:7729035,S:4531
P:7729954,S:945
P:7730250,S:5627
P:7730313,S:5557
P:7730412,S:475
P:7730691,S:5895
P:7730747,S:90
P:7731585,S:5783
P:7731743,S:5748
P:7731778,S:5748
P:7731918,S:5748
P:7732920,S:4770
P:7733254,S:5627
P:7733256,S:5926
P:7733574,S:5352
P:7733740,S:5783
P:7734199,S:345
P:7734340,O:2
P:7734530,S:5953
P:7734962,S:945
P:7734981,S:945
P:7735998,S:5942
P:7736119,S:5942
P:7736515,S:5540
P:7736543,S:2331
P:7736564,S:5352
P:7736665,S:5533
P:7737036,S:5748
P:7737109,S:5748
P:7737881,S:677
P:7738288,O:2
P:7738312,O:2
P:7738382,O:2
P:7738390,O:2
P:7738398,O:2
P:7738406,O:2
P:7738414,O:2
P:7738430,O:2
P:7738438,O:2
P:7738441,O:2
P:7738454,O:2
P:7738472,O:2
P:7738498,O:2
P:7738522,S:5411
P:7738749,S:945
P:7738826,S:3806
P:7739232,S:5627
P:7739326,O:2
P:7739597,O:2
P:7739613,O:2
P:7739647,O:2
P:7740440,S:5533
P:7740442,S:945
P:7740660,S:5979
P:7741404,S:5585
P:7741638,S:1173
P:7741721,S:5236
P:7742396,S:945
P:7743041,S:5666
P:7743913,S:5627
P:7743915,S:3806
P:7744938,S:5979
P:7744945,S:5905
P:7745012,S:5979
P:7745111,S:4981
P:7745127,S:4981
P:7745471,S:4531
P:7746806,S:4981
P:7748623,S:5982
P:7748647,S:1023
P:7748825,S:5894
P:7748874,S:5557
P:7748913,S:5557
P:7749504,S:345
P:7749627,S:5783
P:7749718,S:2331
P:7749744,S:2331
P:7749821,S:2331
P:7750205,S:5666
P:7750329,S:5783
P:7751112,O:2
P:7751804,S:5627
P:7751842,S:5967
P:7751881,S:5979
P:7751888,S:5627
P:7751915,S:3806
P:7752047,S:5411
P:7752137,S:739
P:7752587,S:5894
P:7752899,S:2331
P:7752939,S:5895
P:7753160,S:5899
P:7754765,S:945
P:7754902,S:1173
P:7755113,S:5385
P:7755153,S:2331
P:7755222,S:5531
P:7755385,S:3777
P:7755624,S:5533
P:7755648,S:345
P:7756290,S:5561
P:7756612,S:5894
P:7756678,S:5585
P:7756693,S:5585
P:7757010,S:5627
P:7757024,S:5959
P:7757120,O:2
P:7757600,S:5959
P:7757909,S:5942
P:7757964,S:1249
P:7757966,S:4981
P:7758027,S:4981
P:7758038,S:4981
P:7758091,S:5985
P:7758100,S:2331
P:7758232,S:5988
P:7758371,S:3806
P:7759004,S:5350
P:7759015,S:345
P:7759092,S:470
P:7759624,O:2
P:7759632,O:2
P:7759648,O:2
P:7760350,S:5533
P:7760352,S:825
P:7760470,S:739
P:7760477,S:5998
P:7760509,S:5998
P:7760649,S:5529
P:7762202,S:5585
P:7762529,S:5976
P:7762721,S:5531
P:7763339,S:374
P:7763413,S:374
P:7763419,S:5982
P:7763428,S:5540
P:7763432,S:677
P:7763475,S:5732
P:7763517,S:35
P:7763529,S:345
P:7763610,S:5979
P:7763796,S:5895
P:7764943,S:22
P:7765027,S:345
P:7765122,S:5979
P:7765218,S:5905
P:7765335,S:5905
P:7772586,S:825
P:7772592,S:5895
P:7772594,S:5529
P:7772606,S:5012
P:7773056,S:2331
P:7773556,S:5895
P:7773608,O:2
P:7773821,S:5236
P:7774361,O:2
P:7775218,S:5666
P:7775224,S:5998
P:7775234,S:5979
P:7775240,S:345
P:7775683,S:677
P:7775847,S:5527
P:7776232,O:2
P:7776248,O:2
P:7777659,S:5537
P:7777661,S:5537
P:7777684,S:5527
P:7777727,S:5959
P:7777740,S:90
P:7777780,S:5012
P:7777789,S:1249
P:7777849,S:5748
P:7777862,S:475
P:7777873,S:5531
P:7777993,S:4531
P:7778018,S:677
P:7778166,S:677
P:7778173,S:5561
P:7778195,S:5561
P:7778390,S:5385
P:7778426,S:5411
P:7778476,S:5627
P:7779035,O:2
P:7779459,S:945
P:7779469,S:5376
P:7780013,S:5967
P:7780236,S:5540
P:7780238,S:5929
P:7780650,S:5967
P:7780957,O:2
P:7781312,S:1173
P:7782019,S:5895
P:7782081,S:5895
P:7782137,S:5895
P:7782169,S:945
P:7782243,S:475
P:7782897,S:4981
P:7782998,S:2331
P:7783022,S:5535
P:7783029,S:2331
P:7783053,S:2331
P:7783083,S:742
P:7783106,S:5953
P:7783439,S:5783
P:7783495,S:5783
P:7783959,S:5533
P:7784193,S:5895
P:7784239,S:5895
P:7784277,S:5905
P:7784398,S:4531
P:7787382,O:3947422
P:7787411,S:825
P:7787446,S:6005
P:7787503,S:6005
P:7787620,S:345
P:7787703,S:3361
P:7787715,S:4981
P:7787717,S:6005
P:7787783,S:5990
P:7788383,O:2
P:7788787,S:470
P:7789085,S:6005
P:7790571,S:1173
P:7790640,S:5924
P:7790657,S:2331
P:7790678,S:2331
P:7790699,S:90
P:7790803,O:2
P:7790811,O:2
P:7790819,O:2
P:7790827,O:2
P:7791157,S:345
P:7791182,S:5322
P:7791456,O:2
P:7791472,O:2
P:7791480,O:2
P:7791512,O:2
P:7791574,O:2
P:7791582,O:2
P:7791590,O:2
P:7791598,O:2
P:7791624,S:1023
P:7793728,S:5979
P:7793730,S:739
P:7793788,S:5422
P:7794242,S:3830
P:7794800,O:2
P:7794808,O:2
P:7794816,O:2
P:7797185,S:5990
P:7797252,S:5959
P:7797281,S:5982
P:7797320,S:5982
P:7797510,S:5585
P:7797592,S:739
P:7797691,S:5783
P:7798639,S:470
P:7798748,O:55126
P:7798854,O:2
P:7799345,O:55126
P:7799351,O:55126
P:7799426,S:4770
P:7801027,S:5535
P:7801063,S:5926
P:7801100,S:5976
P:7801796,S:5895
P:7803243,O:2
P:7803251,O:2
P:7803288,O:2
P:7803296,O:2
P:7806592,S:5959
P:7807460,S:5422
P:7807685,S:5942
P:7807837,O:2
P:7808052,S:5322
P:7808086,S:4531
P:7811720,S:345
P:7812042,S:1249
P:7812106,S:3806
P:7813539,S:5422
P:7813582,S:3806
P:7813922,S:475
P:7814516,O:3947422
P:7814540,S:5627
P:7814843,O:2
P:7814867,O:2
P:7814888,O:2
P:7814896,O:2
P:7814918,S:3361
P:7814920,S:5385
P:7814926,O:2
P:7815112,S:5959
P:7815156,S:5953
P:7815867,S:22
P:7815872,S:22
P:7815915,S:5385
P:7815924,S:22
P:7817336,S:5385
P:7817356,S:5529
P:7817492,S:345
P:7817527,S:677
P:7817536,S:345
P:7818071,O:55126
P:7818532,S:3806
P:7818807,S:5894
P:7819468,O:2
P:7822224,S:90
P:7822244,S:5666
P:7822342,S:4560
P:7822346,S:5540
P:7822348,S:5540
P:7822390,S:5557
P:7822886,S:945
P:7822913,S:345
P:7823581,S:825
P:7824276,S:5732
P:7824400,S:2331
P:7824410,S:2331
P:7824412,S:2331
P:7824506,S:2331
P:7824543,S:2331
P:7824578,S:4981
P:7824970,S:5411
P:7825138,O:55126
P:7826042,S:345
P:7826311,O:55126
P:7826788,O:55126
P:7826910,O:55126
P:7826987,S:475
P:7827462,S:5998
P:7827473,O:2
P:7827481,O:2
P:7827537,O:2
P:7827558,S:4981
P:7827748,S:5540
P:7827757,S:5540
P:7827766,S:5540
P:7828480,S:345
P:7829657,O:2
P:7829948,S:475
P:7829994,S:5959
P:7830529,O:2
P:7830813,S:2331
P:7830845,S:5748
P:7831644,O:2
P:7831660,O:2
P:7832264,O:2
P:7833314,S:5012
P:7833384,S:5895
P:7833514,S:4994
P:7833781,S:3806
P:7833786,S:285
P:7833905,S:825
P:7833907,S:5585
P:7834037,O:55126
P:7834217,S:5748
P:7834236,S:5998
P:7834698,O:55126
P:7834849,S:5985
P:7834929,O:2
P:7834937,O:2
P:7835151,O:2
P:7835159,O:2
P:7835167,O:2
P:7835297,O:55126
P:7835306,O:55126
P:7835705,S:3361
P:7836200,S:677
P:7836347,S:5533
P:7837621,S:5979
P:7837763,S:5979
P:7837952,S:5535
P:7838114,S:5748
P:7838231,S:5748
P:7838263,S:5748
P:7838332,S:5748
P:7838350,S:5748
P:7838916,O:55126
P:7846031,O:55126
P:7846488,S:4981
P:7846498,S:5012
P:7846500,S:5585
P:7846510,S:345
P:7846518,S:751
P:7846520,S:5529
P:7846987,O:55126
P:7847222,O:2
P:7847244,O:2
P:7847252,O:2
P:7847269,O:2
P:7848800,S:5411
P:7848850,S:5322
P:7849428,O:2
P:7850047,O:2
P:7850360,S:5236
P:7850524,O:55126
P:7850995,O:2
P:7851292,O:55126
P:7851298,O:55126
P:7852102,S:1173
P:7852131,S:5531
P:7852165,S:5531
P:7852188,S:5531
P:7852195,S:5531
P:7852263,S:5905
P:7852386,S:5998
P:7852469,S:5540
P:7852471,S:677
P:7854586,O:2
P:7854835,S:5531
P:7855030,S:4981
P:7855082,S:470
P:7855852,S:3361
P:7855989,O:2
P:7855997,O:2
P:7856005,O:2
P:7856013,O:2
P:7856021,O:2
P:7856029,O:2
P:7856045,O:2
P:7856068,O:2
P:7856079,O:2
P:7856095,O:2
P:7856103,O:2
P:7856135,O:2
P:7856192,S:1249
P:7857901,O:3927825
P:7857906,S:6027
P:7858216,O:2
P:7858383,O:2
P:7858494,O:2
P:7858502,O:2
P:7858510,O:2
P:7858518,O:2
P:7858556,O:55126
P:7858669,O:55126
P:7859236,O:55126
P:7859351,O:55126
P:7859406,O:55126
P:7859412,O:55126
P:7876769,O:2
P:7898334,O:2
P:7933657,O:2
P:7982557,O:2
P:7982667,O:2
P:8006262,O:2
P:8009455,O:2
P:8011990,O:2
P:8021932,O:2
P:8050675,O:2
P:8061723,O:2
P:8066401,O:2
P:8070419,O:2
P:8070435,O:2
P:8072134,O:2
P:8072142,O:2
P:8072151,O:2
P:8074610,O:2
P:8085910,O:2
P:8086088,O:2
P:8088975,O:2
P:8090161,O:2
P:8090240,O:2
P:8093888,O:2
P:8100078,O:2
P:8106509,O:2
P:8128175,O:2
P:8130527,O:2
P:8130535,O:2
P:8132478,O:CC
P:8135478,O:2
P:8135497,O:2
P:8135506,O:2
P:8151206,O:2
P:8151269,O:2
P:8160622,O:2
P:8160630,O:2
P:8160657,O:2
P:8170927,O:2
P:8177225,O:2
P:8183581,O:2
P:8188462,O:2
P:8220529,O:2
P:8220982,O:2
P:8221074,O:2
P:8250685,O:2
P:8257479,O:2
P:8267383,O:2
P:8267417,O:2
P:8273917,O:2
P:8279708,O:2
P:8287214,O:2
P:8303699,O:2
P:8310857,O:2
P:8311169,O:2
P:8330427,O:2
P:8331579,O:2
P:8383626,O:2
P:8503515,O:2
P:8513971,O:2
P:8524240,O:2
P:8524407,O:2
P:8524448,O:2
P:8524464,O:2
P:8524480,O:2
P:8533500,O:2
P:8533508,O:2
P:8533516,O:2
P:8561170,O:2
P:8564563,O:2
P:8564592,O:2
P:8572707,O:2
P:8572968,O:2
P:8593087,O:2
P:8598110,O:2
P:8608948,O:2
P:8611377,O:2
P:8611385,O:2
P:8611393,O:2
P:8611401,O:2
P:8611458,O:2
P:8659017,O:2
P:8659115,O:2
P:8659165,O:2
P:8659196,O:2
P:8659249,O:2
P:8659357,O:2
P:8659935,O:2
P:8660025,O:2
P:8750734,O:2
P:7849420,O:2
P:7858375,O:2
P:7858409,O:2
P:7858417,O:2
P:7858454,O:2
P:7858486,O:2
P:7859496,O:55126
P:7859932,O:55126
P:7859939,O:55126
P:7860017,O:55126
P:7860648,S:5540
P:7860671,S:5540
P:7860693,S:5540
P:7860729,S:1249
P:7860768,S:5527
P:7860824,S:5540
P:7860899,S:3806
P:7860973,S:5976
P:7860993,O:2
P:7861635,S:475
P:7861749,S:5979
P:7861784,S:5895
P:7861796,S:151
P:7861832,S:5895
P:7863253,O:55126
P:7864380,S:677
P:7864571,S:677
P:7864659,S:5748
P:7864669,S:5376
P:7864739,S:5894
P:7867661,S:5535
P:7868039,S:5537
P:7868052,S:5322
P:7868227,S:5537
P:7868404,S:3806
P:7869897,O:2
P:7869925,S:5895
P:7870158,O:55126
P:7870551,O:55126
P:7870908,O:55126
P:7870938,O:55126
P:7870943,O:55126
P:7871815,S:5529
P:7871923,S:3806
P:7871982,S:345
P:7871990,S:5537
P:7872006,S:5718
P:7873160,S:5376
P:7873346,S:945
P:7873367,S:4770
P:7876151,S:5942
P:7876209,S:5979
P:7876225,S:5905
P:7876237,S:3806
P:7876260,S:90
P:7876481,O:55126
P:7876777,O:2
P:7876822,O:55126
P:7877073,S:5012
P:7877075,S:5012
P:7877081,S:5350
P:7877091,S:5352
P:7877093,S:5953
P:7877134,S:90
P:7877139,S:5905
P:7877144,S:5533
P:7877146,S:581
P:7877148,S:4525
P:7877250,S:5352
P:7877263,S:5953
P:7877266,S:5012
P:7877279,S:5967
P:7877306,O:55126
P:7877319,O:55126
P:7877544,O:55126
P:7877579,S:5411
P:7877597,S:5411
P:7877603,S:5352
P:7877618,S:5352
P:7877637,S:581
P:7877849,S:5411
P:7877852,S:825
P:7877925,S:90
P:7877935,S:5012
P:7877951,S:5533
P:7877966,S:5008
P:7877982,S:5627
P:7877984,S:581
P:7877994,S:5236
P:7877996,S:5627
P:7878008,S:5236
P:7878027,S:5012
P:7878052,S:5529
P:7878092,S:5411
P:7878227,S:5012
P:7878232,S:5012
P:7878309,S:5352
P:7878411,S:4994
P:7878500,S:5783
P:7878514,S:5385
P:7878532,S:5718
P:7878546,S:5535
P:7878701,S:4994
P:7878715,O:55126
P:7878722,S:5967
P:7878785,S:5411
P:7878788,S:5411
P:7878791,S:5411
P:7879034,S:90
P:7879079,S:1249
P:7879099,O:55126
P:7879114,O:55126
P:7879363,S:5718
P:7879417,S:5718
P:7879576,S:5523
P:7879642,O:2
P:7879650,O:2
P:7879878,O:2
P:7879906,S:5535
P:7879922,S:22
P:7880080,S:677
P:7880086,S:3361
P:7880130,S:5967
P:7880148,S:5525
P:7880155,S:5982
P:7880163,S:5982
P:7880171,S:5385
P:7880211,S:5008
P:7880284,S:5012
P:7880321,O:2
P:7880552,O:2
P:7880647,S:5350
P:7880712,S:5942
P:7880729,S:5376
P:7880762,S:5533
P:7880765,S:5748
P:7880871,S:739
P:7880889,S:3396
P:7880900,S:5525
P:7881469,S:1249
P:7881493,S:5352
P:7881568,S:5352
P:7881590,S:945
P:7881611,S:945
P:7881633,S:945
P:7881668,S:945
P:7881766,S:581
P:7881782,S:581
P:7881795,S:4525
P:7881837,S:5350
P:7883024,S:5529
P:7883107,S:5982
P:7883283,O:55126
P:7883289,O:55126
P:7883522,S:2331
P:7883548,S:2331
P:7883564,S:5748
P:7883667,S:825
P:7883684,S:825
P:7883706,S:825
P:7883818,S:677
P:7883830,S:4525
P:7883845,S:825
P:7883855,S:5012
P:7883873,S:825
P:7883882,S:677
P:7883895,S:945
P:7883910,S:945
P:7883917,S:5905
P:7883920,S:5352
P:7883927,S:2331
P:7883933,S:945
P:7883937,S:374
P:7884120,S:2331
P:7884131,S:2331
P:7884197,S:825
P:7884204,S:2331
P:7884224,O:55126
P:7884230,O:55126
P:7884386,S:1173
P:7884424,O:55126
P:7884601,S:5998
P:7884687,S:2331
P:7884747,S:5350
P:7884900,S:2331
P:7884927,S:2331
P:7884943,S:5523
P:7885002,S:945
P:7885017,O:2
P:7885032,O:2
P:7885058,S:5982
P:7885108,O:55126
P:7885117,O:55126
P:7885189,S:5748
P:7885235,S:945
P:7885302,S:825
P:7885709,S:2331
P:7885765,S:5535
P:7886016,S:2331
P:7886180,O:55126
P:7886252,O:55126
P:7886267,O:55126
P:7886317,O:55126
P:7886326,O:55126
P:7886335,O:55126
P:7886793,S:5982
P:7886801,S:945
P:7886809,S:825
P:7886875,S:677
P:7887017,O:2
P:7887080,S:581
P:7887172,S:90
P:7888818,O:55126
P:7890422,O:55126
P:7890428,O:55126
P:7890481,O:55126
P:7890600,S:4770
P:7890603,S:4981
P:7890640,S:2331
P:7890643,S:5783
P:7890650,S:945
P:7890714,S:4981
P:7890828,O:2
P:7890885,S:2331
P:7890888,S:5535
P:7890928,S:5008
P:7891000,S:4994
P:7891117,S:6027
P:7891129,S:6027
P:7891174,S:5748
P:7891190,S:5783
P:7891833,S:5422
P:7891857,S:739
P:7891873,S:475
P:7891925,S:5942
P:7891952,S:5942
P:7892167,S:2331
P:7892273,S:5988
P:7892538,S:5748
P:7892541,S:5748
P:7892645,S:5718
P:7892797,S:5748
P:7892991,S:5988
P:7893574,O:55126
P:7726537,S:5783
P:7728634,S:5535
P:7731585,S:5535
P:7733740,S:5411
P:7738826,S:5899
P:7740660,S:5973
P:7748825,S:5748
P:7749627,S:5748
P:7751915,S:5411
P:7756290,S:5783
P:7758371,S:5783
P:7763339,S:5627
P:7778426,S:5748
P:7778476,S:5967
P:7782169,S:6005
P:7783439,S:5411
P:7783495,S:3396
P:7784398,S:5537
P:7790571,S:5350
P:7813539,S:3806
P:7813582,S:5899
P:7818807,S:5982
P:7824970,S:5535
P:7830845,S:5535
P:7833781,S:1173
P:7833786,S:5585
P:7834217,S:5535
P:7848800,S:3396
P:7852263,S:3806
P:8132478,O:2
P:7864739,S:5783
P:7876237,S:5783
P:7891190,S:825
P:7726537,S:5748
P:7728634,S:5959
P:7731585,S:5929
P:7733740,S:5929
P:7738826,S:3396
P:7740660,S:5527
P:7748825,S:5959
P:7749627,S:3396
P:7751915,S:5748
P:7756290,S:3396
P:7758371,S:5411
P:7778426,S:5899
P:7778476,S:3806
P:7783439,S:5748
P:7783495,S:5988
P:7784398,S:5985
P:7813539,S:5899
P:7813582,S:5959
P:7818807,S:5905
P:7824970,S:5959
P:7830845,S:5959
P:7833781,S:5899
P:7833786,S:3806
P:7834217,S:3396
P:7848800,S:5905
P:7852263,S:1249
P:7864739,S:5959
