proc_tag,auth_tag
P:7695907,S:374
P:7702400,S:5236
P:7705209,S:456
P:7706891,S:73
P:7711690,S:5732
P:7720966,S:5236
P:7724509,S:5012
P:1410299,S:5072
P:1410360,S:952
P:1409397,S:5012
P:3041518,O:55145
P:1405342,S:1210
P:1406222,S:4539
P:1407155,S:5012
P:3038932,S:5627
P:3039078,S:4539
P:3039992,S:1023
P:3040642,S:5012
P:1403234,S:5020
P:1403285,S:64
P:1404464,S:4539
P:1404936,S:4539
P:1405040,S:952
P:1395771,S:2207
P:1396032,S:5000
P:1396402,S:825
P:1396455,S:643
P:1396598,S:825
P:1396758,S:2207
P:1396809,S:5012
P:1396861,S:5182
P:1396985,S:2207
P:1397042,S:374
P:1397095,S:374
P:1397149,S:5525
P:1397318,S:825
P:1397367,S:825
P:1397472,S:3366
P:1397683,S:5525
P:1397851,S:5533
P:1397960,S:3741
P:1398011,O:1
P:1398060,S:5523
P:1398430,S:1023
P:1398480,S:1023
P:1398530,S:2207
P:1398633,S:5012
P:1398683,S:3741
P:1398736,S:5012
P:1398840,S:825
P:1399048,S:5182
P:1399217,S:5533
P:1399267,S:2207
P:1399426,S:1023
P:1399477,S:2207
P:1399579,S:5525
P:1399838,S:5012
P:1399941,S:3741
P:1400144,S:5523
P:1400257,S:825
P:1400421,S:3741
P:1400474,S:825
P:1400529,S:5012
P:1400746,S:5000
P:1400903,S:2207
P:1401057,S:825
P:1401258,S:374
P:1401360,S:825
P:1401632,S:825
P:1401951,S:825
P:1402002,S:5523
P:1402055,S:825
P:1402109,S:3741
P:1402318,S:825
P:1402371,S:643
P:1402479,S:5523
P:1402530,S:1023
P:1402579,S:5523
P:1402627,S:5523
P:1402677,S:5002
P:1402725,S:5002
P:1402773,S:5523
P:3036223,S:2207
P:3036415,S:615
P:3036661,S:825
P:3036731,S:635
P:3037218,S:374
P:3037571,S:4575
P:3037621,S:5002
P:3037668,S:1023
P:1392600,S:5617
P:1392652,S:5617
P:1392807,S:5012
P:1393021,S:5182
P:1393076,S:5012
P:1393128,S:3741
P:1393180,S:374
P:1393231,S:374
P:1393284,S:374
P:1393339,S:5533
P:1393391,S:5000
P:1393654,S:5000
P:1393974,S:5533
P:1394024,S:3741
P:1394436,S:643
P:1394793,S:5182
P:1394893,S:5236
P:1395124,S:3741
P:1395174,S:5012
P:1395224,S:2207
P:1395387,S:2207
P:1395440,S:825
P:1395491,S:72
P:2914836,S:5006
P:3035168,S:70
P:3035333,S:5525
P:4985566,S:374
P:5051890,S:643
P:5207672,S:4575
P:5298034,S:631
P:5333775,S:825
P:5333892,S:374
P:5377266,S:945
P:7103288,S:72
P:7215863,S:5008
P:7307137,S:677
P:7307182,S:374
P:7313645,S:3372
P:7326258,S:825
P:7345122,S:5182
P:7345334,S:5116
P:7345556,S:5116
P:7345622,S:631
P:7351914,S:1173
P:7356754,S:5116
P:7356764,S:5182
P:7356878,S:70
P:7356880,S:1023
P:7391043,S:5182
P:7391048,S:3741
P:7391095,S:5144
P:7393457,S:374
P:7398469,S:5537
P:7404647,S:5116
P:7410555,S:5236
P:7687975,S:374
P:7694276,S:5523
P:7695891,S:374
P:7695900,S:825
P:7695907,S:825
P:7702400,S:5012
P:7705209,S:73
P:7706891,S:635
P:7711690,S:5523
P:7720966,S:5502
P:7724509,S:5502
P:1410299,S:5010
P:1410360,S:1023
P:1409397,S:5010
P:3041518,O:55148
P:1405342,S:952
P:1406222,S:5002
P:1407155,S:5010
P:3038932,S:5070
P:3039078,S:1023
P:3039992,S:631
P:3040642,S:4539
P:1403234,S:952
P:1403285,S:1023
P:1404464,S:1023
P:1404936,S:1023
P:1405040,S:4539
P:1395771,S:374
P:1396032,S:643
P:1396402,S:3741
P:1396455,S:3361
P:1396598,S:5523
P:1396758,S:825
P:1396809,S:2207
P:1396861,S:374
P:1396985,S:374
P:1397042,S:825
P:1397095,S:825
P:1397149,S:3695
P:1397318,S:1023
P:1397367,S:3741
P:1397472,S:5533
P:1397683,S:1023
P:1397851,S:90
P:1397960,S:5525
P:1398011,O:1
P:1398060,S:5525
P:1398430,S:3695
P:1398480,S:3695
P:1398530,S:5525
P:1398633,S:2207
P:1398683,S:5533
P:1398736,S:825
P:1398840,S:5525
P:1399048,S:2207
P:1399217,S:615
P:1399267,S:3741
P:1399426,S:4575
P:1399477,S:825
P:1399579,S:1023
P:1399838,S:2207
P:1399941,S:1023
P:1400144,S:5525
P:1400257,S:3741
P:1400421,S:5523
P:1400474,S:5525
P:1400529,S:2207
P:1400746,S:3695
P:1400903,S:1023
P:1401057,S:5000
P:1401258,S:825
P:1401360,S:1023
P:1401632,S:5002
P:1401951,S:5523
P:1402002,S:5525
P:1402055,S:5523
P:1402109,S:3695
P:1402318,S:3741
P:1402371,S:5112
P:1402479,S:631
P:1402530,S:631
P:1402579,S:1023
P:1402627,S:1023
P:1402677,S:5533
P:1402725,S:3695
P:1402773,S:1023
P:3036223,S:825
P:3036415,S:40
P:3036661,S:5523
P:3036731,S:5236
P:3037218,S:825
P:3037571,S:615
P:3037621,S:5533
P:3037668,S:631
P:1392600,S:631
P:1392652,S:5525
P:1392807,S:2207
P:1393021,S:5012
P:1393076,S:3741
P:1393128,S:5617
P:1393180,S:3741
P:1393231,S:825
P:1393284,S:3741
P:1393339,S:5112
P:1393391,S:5533
P:1393654,S:631
P:1393974,S:615
P:1394024,S:5525
P:1394436,S:5533
P:1394793,S:374
P:1394893,S:5182
P:1395124,S:3366
P:1395174,S:2207
P:1395224,S:3741
P:1395387,S:374
P:1395440,S:3366
P:1395491,S:5635
P:2914836,S:87
P:3035168,S:5182
P:3035333,S:643
P:4985566,S:825
P:5051890,S:615
P:5207672,S:5533
P:5298034,S:2331
P:5333775,S:5523
P:5333892,S:825
P:5377266,S:4721
P:7103288,S:5052
P:7215863,S:5012
P:7307137,S:5052
P:7307182,S:825
P:7313645,S:4981
P:7326258,S:5523
P:7345122,S:374
P:7345334,S:374
P:7345556,S:374
P:7345622,S:5533
P:7351914,S:5108
P:7356754,S:825
P:7356764,S:5116
P:7356878,S:5236
P:7356880,S:5533
P:7391043,S:374
P:7391048,S:631
P:7391095,S:3823
P:7393457,S:5525
P:7398469,S:87
P:7404647,S:558
P:7410555,S:5012
P:7687975,S:825
P:7694276,S:5525
P:7695891,S:825
P:7695900,S:3695
P:7695907,S:3695
P:7702400,S:825
P:7705209,S:72
P:7706891,S:374
P:7711690,S:5985
P:7720966,S:374
P:7724509,S:374
P:1410299,S:68
P:1410360,S:3695
P:1409397,S:68
P:3041518,O:55147
P:1405342,S:4539
P:1406222,S:40
P:1407155,S:5002
P:3038932,S:5016
P:3039078,S:643
P:3039992,S:5002
P:3040642,S:3579
P:1403234,S:5000
P:1403285,S:643
P:1404464,S:4575
P:1404936,S:5002
P:1405040,S:1023
P:1395771,S:3695
P:1396032,S:5533
P:1396402,S:3695
P:1396455,S:40
P:1396598,S:643
P:1396758,S:1023
P:1396809,S:825
P:1396861,S:825
P:1396985,S:825
P:1397042,S:3741
P:1397095,S:3741
P:1397149,S:3361
P:1397318,S:643
P:1397367,S:1023
P:1397472,S:615
P:1397683,S:4575
P:1397851,S:615
P:1397960,S:90
P:1398011,O:1
P:1398060,S:3695
P:1398430,S:615
P:1398480,S:615
P:1398530,S:1023
P:1398633,S:374
P:1398683,S:3361
P:1398736,S:5523
P:1398840,S:1023
P:1399048,S:374
P:1399217,S:5112
P:1399267,S:5525
P:1399426,S:5533
P:1399477,S:5525
P:1399579,S:631
P:1399838,S:374
P:1399941,S:631
P:1400144,S:1023
P:1400257,S:1023
P:1400421,S:5525
P:1400474,S:3366
P:1400529,S:825
P:1400746,S:4575
P:1400903,S:631
P:1401057,S:631
P:1401258,S:5525
P:1401360,S:5002
P:1401632,S:5533
P:1401951,S:5525
P:1402002,S:5002
P:1402055,S:5525
P:1402109,S:4575
P:1402318,S:5523
P:1402371,S:3394
P:1402479,S:5002
P:1402530,S:5533
P:1402579,S:631
P:1402627,S:631
P:1402677,S:5112
P:1402725,S:4575
P:1402773,S:631
P:3036223,S:5523
P:3036415,S:3634
P:3036661,S:5525
P:3036731,S:5012
P:3037218,S:5000
P:3037571,S:5112
P:3037621,S:5112
P:3037668,S:5002
P:1392600,S:3695
P:1392652,S:3366
P:1392807,S:4606
P:1393021,S:3741
P:1393076,S:631
P:1393128,S:5523
P:1393180,S:5617
P:1393231,S:3741
P:1393284,S:5617
P:1393339,S:40
P:1393391,S:615
P:1393654,S:643
P:1393974,S:5112
P:1394024,S:5533
P:1394436,S:3361
P:1394793,S:825
P:1394893,S:3695
P:1395124,S:5112
P:1395174,S:5523
P:1395224,S:5000
P:1395387,S:825
P:1395440,S:631
P:1395491,S:5236
P:2914836,S:3713
P:3035168,S:5116
P:3035333,S:615
P:4985566,S:3695
P:5051890,S:5112
P:5207672,S:615
P:5298034,S:87
P:5333775,S:5533
P:5333892,S:5000
P:5377266,S:3
P:7103288,S:5182
P:7215863,S:5537
P:7307137,S:5236
P:7307182,S:631
P:7313645,S:5531
P:7326258,S:631
P:7345122,S:631
P:7345334,S:631
P:7345556,S:825
P:7345622,S:5112
P:7351914,S:5535
P:7356754,S:5000
P:7356764,S:825
P:7356878,S:374
P:7356880,S:5112
P:7391043,S:825
P:7391048,S:4575
P:7391095,S:3372
P:7393457,S:1023
P:7398469,S:5531
P:7404647,S:5164
P:7410555,S:5116
P:7687975,S:5523
P:7694276,S:5000
P:7695891,S:4575
P:7695900,S:4575
P:7695907,S:4575
P:7702400,S:5525
P:7705209,S:5236
P:7706891,S:3741
P:7711690,S:1023
P:7720966,S:825
P:7724509,S:825
P:1410299,S:5020
P:1410360,S:4531
P:1409397,S:825
P:3041518,O:5309583
P:1405342,S:1023
P:1406222,S:4541
P:1407155,S:40
P:3038932,S:4763
P:3039078,S:4575
P:3039992,S:40
P:3040642,S:4541
P:1403234,S:1023
P:1403285,S:4575
P:1404464,S:4541
P:1404936,S:1249
P:1405040,S:4776
P:1395771,S:3361
P:1396032,S:3394
P:1396402,S:615
P:1396455,S:4990
P:1396598,S:4575
P:1396758,S:5533
P:1396809,S:1023
P:1396861,S:5523
P:1396985,S:5525
P:1397042,S:3366
P:1397095,S:1023
P:1397149,S:950
P:1397318,S:5533
P:1397367,S:643
P:1397472,S:5112
P:1397683,S:5112
P:1397851,S:35
P:1397960,S:615
P:1398011,O:1
P:1398060,S:5533
P:1398430,S:5112
P:1398480,S:5112
P:1398530,S:4575
P:1398633,S:825
P:1398683,S:35
P:1398736,S:3695
P:1398840,S:5533
P:1399048,S:5000
P:1399217,S:35
P:1399267,S:5533
P:1399426,S:615
P:1399477,S:3695
P:1399579,S:643
P:1399838,S:825
P:1399941,S:5533
P:1400144,S:643
P:1400257,S:5533
P:1400421,S:643
P:1400474,S:3695
P:1400529,S:1023
P:1400746,S:5533
P:1400903,S:643
P:1401057,S:4575
P:1401258,S:1023
P:1401360,S:90
P:1401632,S:40
P:1401951,S:1023
P:1402002,S:4575
P:1402055,S:631
P:1402109,S:615
P:1402318,S:5525
P:1402371,S:5004
P:1402479,S:643
P:1402530,S:5112
P:1402579,S:3695
P:1402627,S:5533
P:1402677,S:5004
P:1402725,S:5533
P:1402773,S:5002
P:3036223,S:1023
P:3036415,S:5540
P:3036661,S:643
P:3036731,S:825
P:3037218,S:3695
P:3037571,S:40
P:3037621,S:3394
P:3037668,S:5533
P:1392600,S:4575
P:1392652,S:631
P:1392807,S:5116
P:1393021,S:631
P:1393076,S:643
P:1393128,S:3366
P:1393180,S:631
P:1393231,S:5617
P:1393284,S:631
P:1393339,S:5004
P:1393391,S:5112
P:1393654,S:5533
P:1393974,S:40
P:1394024,S:3361
P:1394436,S:40
P:1394793,S:4575
P:1394893,S:4575
P:1395124,S:40
P:1395174,S:3366
P:1395224,S:643
P:1395387,S:3741
P:1395440,S:5533
P:1395491,S:5182
P:2914836,S:5531
P:3035168,S:825
P:3035333,S:5112
P:4985566,S:615
P:5051890,S:3361
P:5207672,S:5112
P:5298034,S:4981
P:5333775,S:90
P:5333892,S:643
P:5377266,S:40
P:7103288,S:5523
P:7215863,S:5112
P:7307137,S:5182
P:7307182,S:3695
P:7313645,S:4721
P:7326258,S:643
P:7345122,S:643
P:7345334,S:643
P:7345556,S:1023
P:7345622,S:3361
P:7351914,S:631
P:7356754,S:1023
P:7356764,S:631
P:7356878,S:825
P:7356880,S:40
P:7391043,S:631
P:7391048,S:5533
P:7391095,S:5012
P:7393457,S:4575
P:7398469,S:5182
P:7404647,S:5537
P:7410555,S:3741
P:7687975,S:631
P:7694276,S:631
P:7695891,S:5112
P:7695900,S:615
P:7695907,S:615
P:7702400,S:1023
P:7705209,S:5182
P:7706891,S:5523
P:7711690,S:5942
P:7720966,S:5924
P:7724509,S:5924
P:1410299,S:5000
P:1410360,S:4545
P:1409397,S:5020
P:3041518,O:7349839
P:1405342,S:5002
P:1406222,S:4545
P:1407155,S:4776
P:3038932,S:558
P:3039078,S:4537
P:3039992,S:4541
P:3040642,S:4537
P:1403234,S:4575
P:1403285,S:5158
P:1404464,S:4537
P:1404936,S:40
P:1405040,S:4545
P:1395771,S:40
P:1396032,S:5004
P:1396402,S:40
P:1396455,S:950
P:1396598,S:5533
P:1396758,S:90
P:1396809,S:5533
P:1396861,S:3366
P:1396985,S:1023
P:1397042,S:631
P:1397095,S:3366
P:1397149,S:5008
P:1397318,S:90
P:1397367,S:5533
P:1397472,S:5008
P:1397683,S:5008
P:1397851,S:5006
P:1397960,S:5112
P:1398011,O:1
P:1398060,S:40
P:1398430,S:3361
P:1398480,S:3361
P:1398530,S:5533
P:1398633,S:1023
P:1398683,S:5004
P:1398736,S:5533
P:1398840,S:40
P:1399048,S:643
P:1399217,S:5004
P:1399267,S:90
P:1399426,S:5112
P:1399477,S:5533
P:1399579,S:5112
P:1399838,S:1023
P:1399941,S:90
P:1400144,S:4575
P:1400257,S:90
P:1400421,S:5533
P:1400474,S:4575
P:1400529,S:3366
P:1400746,S:615
P:1400903,S:4575
P:1401057,S:5112
P:1401258,S:3695
P:1401360,S:5112
P:1401632,S:4558
P:1401951,S:643
P:1402002,S:5533
P:1402055,S:5002
P:1402109,S:40
P:1402318,S:1023
P:1402371,S:5008
P:1402479,S:90
P:1402530,S:3394
P:1402579,S:5533
P:1402627,S:5112
P:1402677,S:5008
P:1402725,S:5112
P:1402773,S:5533
P:3036223,S:5533
P:3036415,S:5531
P:3036661,S:90
P:3036731,S:90
P:3037218,S:615
P:3037571,S:3394
P:3037621,S:5004
P:3037668,S:5112
P:1392600,S:5533
P:1392652,S:3695
P:1392807,S:374
P:1393021,S:643
P:1393076,S:4575
P:1393128,S:5112
P:1393180,S:643
P:1393231,S:3695
P:1393284,S:643
P:1393339,S:5100
P:1393391,S:4990
P:1393654,S:3361
P:1393974,S:5004
P:1394024,S:40
P:1394436,S:3394
P:1394793,S:5533
P:1394893,S:5533
P:1395124,S:87
P:1395174,S:3695
P:1395224,S:5112
P:1395387,S:643
P:1395440,S:615
P:1395491,S:5012
P:2914836,S:5178
P:3035168,S:643
P:3035333,S:3361
P:4985566,S:5008
P:5051890,S:5004
P:5207672,S:3361
P:5298034,S:5531
P:5333775,S:5112
P:5333892,S:5533
P:5377266,S:87
P:7103288,S:1023
P:7215863,S:5108
P:7307137,S:5012
P:7307182,S:4575
P:7313645,S:5132
P:7326258,S:4575
P:7345122,S:5112
P:7345334,S:5533
P:7345556,S:631
P:7345622,S:4990
P:7351914,S:5012
P:7356754,S:631
P:7356764,S:5533
P:7356878,S:5525
P:7356880,S:4990
P:7391043,S:3695
P:7391048,S:90
P:7391095,S:2331
P:7393457,S:5533
P:7398469,S:3361
P:7404647,S:635
P:7410555,S:5523
P:7687975,S:3695
P:7694276,S:5112
P:7695891,S:3361
P:7695900,S:3361
P:7695907,S:3361
P:7702400,S:3695
P:7705209,S:5012
P:7706891,S:5525
P:7711690,S:5557
P:7720966,S:5525
P:7724509,S:5985
P:1410299,S:1023
P:1410360,S:613
P:1409397,S:952
P:3041518,O:5309582
P:1405342,S:3579
P:1406222,S:5004
P:1407155,S:765
P:3038932,S:5048
P:3039078,S:3394
P:3039992,S:4537
P:3040642,S:950
P:1403234,S:4776
P:1403285,S:4541
P:1404464,S:4545
P:1404936,S:4541
P:1405040,S:5008
P:1395771,S:4990
P:1396032,S:5100
P:1396402,S:5004
P:1396455,S:5008
P:1396598,S:90
P:1396758,S:5112
P:1396809,S:90
P:1396861,S:3695
P:1396985,S:3695
P:1397042,S:5112
P:1397095,S:4575
P:1397149,S:5100
P:1397318,S:5112
P:1397367,S:5112
P:1397472,S:5100
P:1397683,S:4558
P:1397851,S:4558
P:1397960,S:40
P:1398011,O:1
P:1398060,S:5008
P:1398430,S:5004
P:1398480,S:5004
P:1398530,S:90
P:1398633,S:3366
P:1398683,S:87
P:1398736,S:615
P:1398840,S:5004
P:1399048,S:90
P:1399217,S:5008
P:1399267,S:5112
P:1399426,S:40
P:1399477,S:615
P:1399579,S:5004
P:1399838,S:643
P:1399941,S:40
P:1400144,S:5533
P:1400257,S:5112
P:1400421,S:90
P:1400474,S:5533
P:1400529,S:5533
P:1400746,S:3394
P:1400903,S:5533
P:1401057,S:40
P:1401258,S:5533
P:1401360,S:40
P:1401632,S:87
P:1401951,S:4575
P:1402002,S:40
P:1402055,S:4575
P:1402109,S:3394
P:1402318,S:90
P:1402371,S:5100
P:1402479,S:40
P:1402530,S:5004
P:1402579,S:5112
P:1402627,S:5004
P:1402677,S:5100
P:1402725,S:5004
P:1402773,S:5112
P:3036223,S:90
P:3036415,S:16
P:3036661,S:615
P:3036731,S:40
P:3037218,S:35
P:3037571,S:5004
P:3037621,S:5100
P:3037668,S:5004
P:1392600,S:615
P:1392652,S:4575
P:1392807,S:3741
P:1393021,S:4575
P:1393076,S:5533
P:1393128,S:878
P:1393180,S:5112
P:1393231,S:5533
P:1393284,S:5533
P:1393339,S:4558
P:1393391,S:3394
P:1393654,S:878
P:1393974,S:5100
P:1394024,S:87
P:1394436,S:87
P:1394793,S:3394
P:1394893,S:5112
P:1395124,S:3634
P:1395174,S:5112
P:1395224,S:3361
P:1395387,S:5533
P:1395440,S:3394
P:1395491,S:2207
P:2914836,S:5637
P:3035168,S:5533
P:3035333,S:5004
P:4985566,S:5006
P:5051890,S:5100
P:5207672,S:4990
P:5298034,S:615
P:5333775,S:3361
P:5333892,S:1249
P:5377266,S:635
P:7103288,S:643
P:7215863,S:1023
P:7307137,S:5116
P:7307182,S:615
P:7313645,S:4558
P:7326258,S:5112
P:7345122,S:3361
P:7345334,S:3361
P:7345556,S:5533
P:7345622,S:5100
P:7351914,S:5322
P:7356754,S:5533
P:7356764,S:615
P:7356878,S:5533
P:7356880,S:3394
P:7391043,S:4575
P:7391048,S:615
P:7391095,S:4990
P:7393457,S:3394
P:7398469,S:615
P:7404647,S:5531
P:7410555,S:631
P:7687975,S:4575
P:7694276,S:5849
P:7695891,S:5004
P:7695900,S:4990
P:7695907,S:4990
P:7702400,S:4575
P:7705209,S:2207
P:7706891,S:4575
P:7711690,S:5979
P:7720966,S:6027
P:7724509,S:1186
P:1410299,S:5002
P:1410360,S:5008
P:1409397,S:4539
P:3041518,O:5309580
P:1405342,S:4575
P:1406222,S:765
P:1407155,S:17
P:3038932,S:4893
P:3039078,S:35
P:3039992,S:4531
P:3040642,S:4531
P:1403234,S:4541
P:1403285,S:4537
P:1404464,S:17
P:1404936,S:4531
P:1405040,S:5006
P:1395771,S:5004
P:1396032,S:87
P:1396402,S:5100
P:1396455,S:5100
P:1396598,S:5112
P:1396758,S:40
P:1396809,S:5112
P:1396861,S:5533
P:1396985,S:5533
P:1397042,S:40
P:1397095,S:5112
P:1397149,S:5006
P:1397318,S:40
P:1397367,S:3394
P:1397472,S:5540
P:1397683,S:87
P:1397851,S:87
P:1397960,S:4990
P:1398011,O:1
P:1398060,S:5006
P:1398430,S:5008
P:1398480,S:5008
P:1398530,S:4990
P:1398633,S:3361
P:1398683,S:3634
P:1398736,S:5112
P:1398840,S:5100
P:1399048,S:40
P:1399217,S:5100
P:1399267,S:3394
P:1399426,S:3634
P:1399477,S:5112
P:1399579,S:4558
P:1399838,S:5112
P:1399941,S:3394
P:1400144,S:615
P:1400257,S:40
P:1400421,S:40
P:1400474,S:615
P:1400529,S:3394
P:1400746,S:5008
P:1400903,S:90
P:1401057,S:3394
P:1401258,S:615
P:1401360,S:5004
P:1401632,S:3634
P:1401951,S:5112
P:1402002,S:3394
P:1402055,S:5533
P:1402109,S:950
P:1402318,S:5112
P:1402371,S:4558
P:1402479,S:3394
P:1402530,S:5100
P:1402579,S:5004
P:1402627,S:5008
P:1402677,S:87
P:1402725,S:5100
P:1402773,S:5004
P:3036223,S:5112
P:3036415,S:3830
P:3036661,S:5112
P:3036731,S:3394
P:3037218,S:5008
P:3037571,S:5008
P:3037621,S:87
P:3037668,S:5008
P:1392600,S:4990
P:1392652,S:5533
P:1392807,S:5617
P:1393021,S:5533
P:1393076,S:5112
P:1393128,S:40
P:1393180,S:4990
P:1393231,S:5112
P:1393284,S:5112
P:1393339,S:87
P:1393391,S:5008
P:1393654,S:40
P:1393974,S:3634
P:1394024,S:3634
P:1394436,S:3634
P:1394793,S:5004
P:1394893,S:5004
P:1395124,S:5540
P:1395174,S:3394
P:1395224,S:40
P:1395387,S:90
P:1395440,S:5008
P:1395491,S:825
P:2914836,S:4697
P:3035168,S:5112
P:3035333,S:87
P:4985566,S:5070
P:5051890,S:87
P:5207672,S:5008
P:5298034,S:3372
P:5333775,S:950
P:5333892,S:90
P:5377266,S:631
P:7103288,S:4575
P:7215863,S:5140
P:7307137,S:374
P:7307182,S:5112
P:7313645,S:5108
P:7326258,S:5004
P:7345122,S:5100
P:7345334,S:87
P:7345556,S:615
P:7345622,S:87
P:7351914,S:4560
P:7356754,S:1249
P:7356764,S:3361
P:7356878,S:615
P:7356880,S:950
P:7391043,S:5112
P:7391048,S:5112
P:7391095,S:87
P:7393457,S:5004
P:7398469,S:825
P:7404647,S:677
P:7410555,S:643
P:7687975,S:5533
P:7694276,S:40
P:7695891,S:5100
P:7695900,S:3394
P:7695907,S:3394
P:7702400,S:5533
P:7705209,S:5116
P:7706891,S:40
P:7711690,S:5533
P:7720966,S:1023
P:7724509,S:5979
P:1410299,S:643
P:1410360,S:4522
P:1409397,S:3695
P:1405342,S:40
P:1406222,S:3634
P:1407155,S:4994
P:3038932,S:5010
P:3039078,S:5008
P:3039992,S:4545
P:3040642,S:35
P:1403234,S:3394
P:1403285,S:3394
P:1404464,S:4994
P:1404936,S:4545
P:1405040,S:17
P:1395771,S:5100
P:1396032,S:3634
P:1396402,S:5006
P:1396455,S:87
P:1396598,S:87
P:1396758,S:87
P:1396809,S:40
P:1396861,S:615
P:1396985,S:615
P:1397042,S:3394
P:1397095,S:40
P:1397149,S:87
P:1397318,S:3394
P:1397367,S:950
P:1397472,S:5531
P:1397683,S:3713
P:1397851,S:3634
P:1397960,S:35
P:1398011,O:1
P:1398060,S:87
P:1398430,S:4558
P:1398480,S:4558
P:1398530,S:35
P:1398633,S:40
P:1398683,S:5540
P:1398736,S:4990
P:1398840,S:87
P:1399048,S:35
P:1399217,S:5006
P:1399267,S:35
P:1399426,S:3713
P:1399477,S:3394
P:1399579,S:87
P:1399838,S:3394
P:1399941,S:87
P:1400144,S:5112
P:1400257,S:87
P:1400421,S:35
P:1400474,S:5112
P:1400529,S:35
P:1400746,S:5531
P:1400903,S:3394
P:1401057,S:5004
P:1401258,S:5100
P:1401360,S:5100
P:1401632,S:2632
P:1401951,S:3394
P:1402002,S:5008
P:1402055,S:40
P:1402109,S:87
P:1402318,S:40
P:1402371,S:87
P:1402479,S:5100
P:1402530,S:4558
P:1402579,S:5100
P:1402627,S:5100
P:1402677,S:5540
P:1402725,S:87
P:1402773,S:5008
P:3036223,S:3361
P:3036415,S:5537
P:3036661,S:4990
P:3036731,S:87
P:3037218,S:87
P:3037571,S:87
P:3037621,S:5540
P:3037668,S:5100
P:1392600,S:3394
P:1392652,S:615
P:1392807,S:643
P:1393021,S:5112
P:1393076,S:40
P:1393128,S:3394
P:1393180,S:3394
P:1393231,S:5004
P:1393284,S:4990
P:1393339,S:3634
P:1393391,S:5100
P:1393654,S:5100
P:1393974,S:5540
P:1394024,S:5531
P:1394436,S:3830
P:1394793,S:5008
P:1394893,S:5100
P:1395124,S:5531
P:1395174,S:5004
P:1395224,S:3394
P:1395387,S:5112
P:1395440,S:5100
P:1395491,S:5525
P:2914836,S:3695
P:3035168,S:40
P:3035333,S:3634
P:4985566,S:4560
P:5051890,S:3634
P:5207672,S:5100
P:5298034,S:5236
P:5333775,S:5004
P:5333892,S:5112
P:5377266,S:5197
P:7103288,S:615
P:7215863,S:4575
P:7307137,S:3741
P:7307182,S:5008
P:7313645,S:615
P:7326258,S:5008
P:7345122,S:87
P:7345334,S:5540
P:7345556,S:5008
P:7345622,S:3634
P:7351914,S:5112
P:7356754,S:615
P:7356764,S:4990
P:7356878,S:40
P:7356880,S:5100
P:7391043,S:3394
P:7391048,S:3394
P:7391095,S:5132
P:7393457,S:4558
P:7398469,S:1173
P:7404647,S:4988
P:7410555,S:4575
P:7687975,S:615
P:7694276,S:5100
P:7695891,S:5639
P:7695900,S:5008
P:7695907,S:5008
P:7702400,S:615
P:7705209,S:374
P:7706891,S:4990
P:7711690,S:3361
P:7720966,S:5942
P:7724509,S:5533
P:1410299,S:3695
P:1410360,S:17
P:1409397,S:1249
P:1405342,S:4537
P:1406222,S:612
P:1407155,S:3360
P:3038932,S:5020
P:3039078,S:3634
P:3039992,S:3634
P:3040642,S:613
P:1403234,S:950
P:1403285,S:950
P:1404464,S:4877
P:1404936,S:765
P:1405040,S:4877
P:1395771,S:3634
P:1396032,S:5531
P:1396402,S:4558
P:1396455,S:5540
P:1396598,S:3634
P:1396758,S:3634
P:1396809,S:87
P:1396861,S:3394
P:1396985,S:3394
P:1397042,S:5100
P:1397095,S:3394
P:1397149,S:3713
P:1397318,S:5100
P:1397367,S:35
P:1397472,S:5178
P:1397683,S:5637
P:1397851,S:5540
P:1397960,S:5004
P:1398011,O:1
P:1398060,S:3634
P:1398430,S:87
P:1398480,S:87
P:1398530,S:5100
P:1398633,S:3394
P:1398683,S:5531
P:1398736,S:5008
P:1398840,S:5531
P:1399048,S:5004
P:1399217,S:4558
P:1399267,S:87
P:1399426,S:5531
P:1399477,S:5100
P:1399579,S:3830
P:1399838,S:5006
P:1399941,S:3634
P:1400144,S:40
P:1400257,S:3634
P:1400421,S:87
P:1400474,S:5006
P:1400529,S:4558
P:1400746,S:4721
P:1400903,S:5540
P:1401057,S:5100
P:1401258,S:87
P:1401360,S:87
P:1401632,S:612
P:1401951,S:5100
P:1402002,S:5100
P:1402055,S:3394
P:1402109,S:3634
P:1402318,S:87
P:1402371,S:3634
P:1402479,S:87
P:1402530,S:87
P:1402579,S:87
P:1402627,S:87
P:1402677,S:3360
P:1402725,S:5540
P:1402773,S:5100
P:3036223,S:40
P:3036415,S:3398
P:3036661,S:5100
P:3036731,S:3634
P:3037218,S:5540
P:3037571,S:5540
P:3037621,S:16
P:3037668,S:87
P:1392600,S:5004
P:1392652,S:5112
P:1392807,S:5533
P:1393021,S:40
P:1393076,S:5006
P:1393128,S:5100
P:1393180,S:5004
P:1393231,S:5100
P:1393284,S:3394
P:1393339,S:5531
P:1393391,S:5006
P:1393654,S:87
P:1393974,S:5531
P:1394024,S:4721
P:1394436,S:5132
P:1394793,S:5100
P:1394893,S:5531
P:1395124,S:4721
P:1395174,S:5008
P:1395224,S:5004
P:1395387,S:40
P:1395440,S:4558
P:1395491,S:5000
P:3035168,S:950
P:3035333,S:5531
P:4985566,S:5523
P:5051890,S:5531
