prop_tag,auth_tag
P:323818,D:74212
P:349704,D:141371
P:351184,D:74026
P:352690,D:74459
P:145695,D:74380
P:250992,D:74058
P:257418,D:74471
P:263327,D:74312
P:276180,D:73817
P:304008,D:74451
P:320708,D:74181
P:323818,D:133439
P:349704,D:74264
P:351184,D:141408
P:352690,D:74378
P:145695,D:74578
P:250992,D:73492
P:257418,D:74260
P:263327,D:74459
P:276180,D:74452
P:304008,D:136226
P:320708,D:74799
P:323818,D:133377
P:349704,D:74172
P:351184,D:141057
P:352690,D:74222
P:145695,D:74171
P:250992,D:74373
P:257418,D:73430
P:263327,D:74378
P:276180,D:73928
P:304008,D:73579
P:320708,D:74148
P:323818,D:134115
P:349704,D:141413
P:351184,D:141407
P:352690,D:141392
P:145695,D:74149
P:250992,D:74452
P:257418,D:74341
P:263327,D:73434
P:276180,D:74212
P:304008,D:136811
P:320708,D:74835
P:323818,D:74675
P:349704,D:141412
P:351184,D:141501
P:352690,D:74405
P:145695,D:74835
P:250992,D:73928
P:257418,D:74675
P:263327,D:74103
P:276180,D:74168
P:304008,D:73765
P:320708,D:73825
P:323818,D:73458
P:349704,D:73924
P:351184,D:141440
P:352690,D:74103
P:145695,D:74262
P:250992,D:74072
P:257418,D:73458
P:263327,D:73431
P:276180,D:74471
P:304008,D:133374
P:320708,D:74484
P:323818,D:73979
P:349704,D:73891
P:351184,D:74171
P:352690,D:141388
P:145695,D:73825
P:250992,D:74699
P:257418,D:73477
P:263327,D:73584
P:276180,D:74260
P:304008,D:74386
P:320708,D:74473
P:323818,D:73579
P:349704,D:74060
P:351184,D:73480
P:352690,D:73817
P:145695,D:74484
P:250992,D:74260
P:257418,D:73979
P:263327,D:74058
P:276180,D:74341
P:304008,D:73764
P:320708,D:74577
P:323818,D:74386
P:349704,D:74467
P:351184,D:74148
P:352690,D:141387
P:145695,D:74285
P:250992,D:73430
P:257418,D:73579
P:263327,D:73492
P:276180,D:74675
P:320708,D:74052
P:349704,D:74026
P:351184,D:73934
P:352690,D:74212
P:145695,D:73469
P:250992,D:74675
P:257418,D:73765
P:263327,D:74373
P:276180,D:73458
P:320708,D:74650
P:349704,D:141408
P:351184,D:74835
P:352690,D:141378
P:145695,D:74650
P:250992,D:74057
P:263327,D:73937
P:276180,D:73979
P:320708,D:74040
P:349704,D:141407
P:351184,D:74474
P:352690,D:74471
P:145695,D:73478
P:250992,D:74829
P:263327,D:129617
P:276180,D:73765
P:320708,D:74517
P:349704,D:141440
P:351184,D:141402
P:352690,D:74057
P:145695,D:74040
P:250992,D:73477
P:263327,D:73430
P:276180,D:73764
P:320708,D:74090
P:349704,D:74000
P:351184,D:141396
P:352690,D:73458
P:145695,D:74517
P:250992,D:73427
P:263327,D:74675
P:320708,D:73435
P:349704,D:73480
P:351184,D:141394
P:352690,D:73886
P:145695,D:73663
P:250992,D:73579
P:263327,D:74057
P:320708,D:74291
P:349704,D:141405
P:351184,D:74650
P:145695,D:74349
P:250992,D:73886
P:263327,D:74830
P:320708,D:74405
P:349704,D:74148
P:351184,D:73478
P:145695,D:74312
P:250992,D:73764
P:263327,D:74829
P:320708,D:74103
P:349704,D:73934
P:351184,D:74024
P:145695,D:74459
P:263327,D:73979
P:320708,D:73817
P:349704,D:74835
P:351184,D:74441
P:145695,D:74378
P:263327,D:73427
P:320708,D:74373
P:349704,D:74290
P:351184,D:73655
P:145695,D:73683
P:263327,D:73579
P:320708,D:74452
P:349704,D:141393
P:351184,D:74459
P:145695,D:73433
P:263327,D:74386
P:320708,D:73937
P:349704,D:74650
P:351184,D:74090
P:145695,D:74103
P:263327,D:73886
P:320708,D:133439
P:349704,D:73478
P:351184,D:74378
P:145695,D:73927
P:320708,D:74260
P:349704,D:74517
P:351184,D:74291
P:145695,D:73492
P:320708,D:74675
P:349704,D:141376
P:351184,D:73993
P:145695,D:74373
P:320708,D:74451
P:349704,D:74024
P:351184,D:74103
P:145695,D:73937
P:320708,D:74830
P:349704,D:74441
P:351184,D:73817
P:145695,D:74699
P:320708,D:73579
P:349704,D:74459
P:351184,D:74058
P:145695,D:74377
P:320708,D:133374
P:349704,D:74090
P:351184,D:74373
P:145695,D:74168
P:320708,D:74386
P:349704,D:74378
P:351184,D:141387
P:145695,D:74675
P:349704,D:74222
P:351184,D:73937
P:145695,D:73458
P:349704,D:74291
P:351184,D:141380
P:145695,D:73477
P:349704,D:73993
P:351184,D:74471
P:145695,D:73886
P:349704,D:74103
P:351184,D:141375
P:349704,D:74373
P:351184,D:74057
P:349704,D:141383
P:351184,D:139133
P:349704,D:141375
P:351184,D:133374
P:349704,D:74057
P:351184,D:73886
P:349704,D:141454
P:351184,D:73764
P:349704,D:73458
P:351184,D:141463
P:349704,D:139133
P:349704,D:73457
P:349704,D:73765
P:349704,D:143254
P:349704,D:73764
P:349704,D:141463
P:961506,D:74057
P:961546,D:178857
P:961657,D:73466
P:961780,D:73891
P:964481,D:74752
P:976410,D:73579
P:988675,D:144523
P:994619,D:160426
P:994650,D:141431
P:996271,D:162332
P:996276,D:162332
P:996609,D:160602
P:996613,D:178968
P:996724,D:178948
P:996740,D:178826
P:996782,D:141536
P:996835,D:178836
P:996907,D:73486
P:996938,D:88950
P:996948,D:73486
P:996988,D:178975
P:1006386,D:164360
P:1006408,D:178925
P:1028972,D:178916
P:1028980,D:178915
P:1029018,D:178882
P:1029052,D:178993
P:1029060,D:178861
P:1030398,D:74040
P:1035147,D:141411
P:1035158,D:141472
P:1036774,D:178993
P:1049049,D:162332
P:1049110,D:73579
P:1049131,D:74057
P:1049147,D:160572
P:1049219,D:178826
P:1049255,D:178853
P:1049308,D:178944
P:1049319,D:178884
P:1049405,D:74254
P:1050543,O:253
P:1050548,D:178829
P:1050637,D:178970
P:1050687,D:178883
P:1050752,D:67138
P:1050864,D:152610
P:1050877,D:178965
P:1050889,D:160672
P:1050901,D:74158
P:1116134,D:141470
P:1116159,D:141401
P:1188041,D:141536
P:1188061,D:137853
P:1194325,D:160556
P:1194363,O:275
P:1194648,D:178901
P:1194680,D:74585
P:1194685,D:164359
P:1195489,D:137853
P:1195593,D:73568
P:1197728,D:160575
P:1197773,D:178930
P:1197929,D:178970
P:1197935,D:178874
P:1198193,D:178836
P:1198542,D:66828
P:1198733,D:141450
P:1198738,D:137070
P:1198806,D:178947
P:1198915,D:73466
P:1198945,D:160556
P:1199051,D:178850
P:1199088,D:141536
P:1199095,D:141536
P:1199181,D:152610
P:1199182,D:152610
P:1199916,D:73579
P:1199917,D:178864
P:1202922,D:178989
P:1202989,D:178993
P:1203264,D:178870
P:1203358,D:74057
P:1203379,D:178881
P:1203442,D:178884
P:1212570,D:141536
P:1212575,D:74366
P:1212639,D:143632
P:1212713,D:178913
P:1214882,D:141401
P:1214883,D:141401
P:1215050,D:67138
P:1215089,D:137070
P:1215277,D:160572
P:1215543,D:141401
P:1215574,D:178825
P:1215675,D:160600
P:1215684,D:178861
P:1215795,D:74398
P:1215797,D:178947
P:1215860,D:178993
P:1215970,D:73486
P:1227815,D:167493
P:1228082,D:141531
P:1228097,D:164360
P:1228482,D:137070
P:1228485,D:178993
P:1228486,D:178993
P:1228495,D:141401
P:1228497,D:73579
P:1228727,D:73434
P:1228863,D:74419
P:1228884,D:178847
P:1229520,D:74213
P:1229692,D:74010
P:1229705,O:275
P:1229707,D:178953
P:1229709,O:275
P:1229724,D:178910
P:1229751,D:160601
P:1229861,D:160619
P:1229862,D:160655
P:1229873,D:73466
P:1230050,D:74262
P:1230052,D:74262
P:1230139,D:188097
P:1230142,D:160588
P:1230251,D:152605
P:1230271,D:74351
P:1230299,D:160559
P:1230375,D:160598
P:1230386,O:78
P:1247411,D:178963
P:1247434,D:141552
P:1266575,D:178863
P:1266578,D:178863
P:1266611,D:178959
P:1266749,D:160532
P:1278750,D:141439
P:1278807,D:160640
P:1278949,D:160515
P:1279002,D:73486
P:1279062,D:141563
P:1279065,D:141563
P:1279086,D:74398
P:1279137,D:146829
P:1279226,D:141401
P:1279230,D:160639
P:1279356,D:133439
P:1279379,D:150418
P:1279496,D:74585
P:1279573,D:178861
P:1279590,D:178909
P:1279634,O:5438
P:1280106,D:160556
P:1280152,D:178910
P:1280773,D:178902
P:1295753,D:74398
P:1295791,D:178884
P:1295898,D:141372
P:1295955,D:178861
P:1295994,D:178909
P:1297622,D:178898
P:1299575,D:178871
P:1299577,D:178871
P:1299731,D:74057
P:1299732,D:74848
P:1299742,D:178888
P:1301024,D:178931
P:1301025,D:178931
P:1301041,D:178856
P:1301044,D:178894
P:1301046,D:178894
P:1301094,D:178999
P:1301102,D:160673
P:1301141,D:178977
P:1301150,D:73441
P:1301178,D:160510
P:1301180,D:74048
P:1301183,D:144523
P:1301207,D:160666
P:1301241,O:277
P:1301299,D:178976
P:1301335,D:178992
P:1301338,D:178913
P:1301443,D:141536
P:1301450,D:152610
P:1301482,D:160558
P:1301726,D:73579
P:1301855,D:160518
P:1302214,D:160426
P:1302368,D:178931
P:1302371,D:178931
P:1302486,D:160604
P:1302562,D:178933
P:1302880,D:178861
P:1306673,O:78
P:1306963,D:74784
P:1307062,D:141408
P:1307066,D:141408
P:1307102,D:73486
P:1307132,D:178992
P:1307320,D:178837
P:1307496,D:160510
P:1307536,D:141555
P:1307538,D:160512
P:1378687,O:78
P:1384147,O:78
P:1384559,O:78
P:1384571,D:178888
P:1386429,D:160512
P:1414084,D:186775
P:1414099,D:141430
P:1504398,D:178918
P:1504927,D:178972
P:1513933,D:74574
P:1513953,D:178931
P:1513954,D:178931
P:1513957,D:178931
P:1513959,D:74158
P:1514151,D:160672
P:1514192,D:74057
P:1514259,D:141516
P:1514272,O:78
P:1514585,D:73466
P:1515753,D:178879
P:1515779,D:178909
P:1526868,D:160570
P:1526869,D:160570
P:1526898,D:160545
P:1526913,D:178989
P:1526935,D:160665
P:1527034,D:178966
P:1527039,D:178829
P:1531491,D:178997
P:1531540,D:178889
P:1537563,D:97707
P:1539960,D:160575
P:1548554,D:178861
P:1548571,D:178842
P:1548573,D:178842
P:1548579,D:74665
P:1548581,D:160565
P:1548586,D:74216
P:1548605,D:178954
P:1548811,D:178932
P:1548860,D:178972
P:1548929,D:178841
P:1548994,D:178994
P:1549106,D:178884
P:1549114,D:178855
P:1549354,D:160621
P:1549361,D:73466
P:1549398,D:178985
P:1554084,D:178927
P:1554086,D:178963
P:1554241,D:141401
P:1554259,D:141515
P:1555271,D:178938
P:1555282,D:178956
P:1555321,O:78
P:1555324,O:78
P:1555364,D:178980
P:1555369,D:133439
P:1555416,D:151208
P:1555497,D:92346
P:1567800,D:178977
P:1570416,D:178927
P:1570644,D:133439
P:1570646,D:160655
P:1570703,D:178838
P:1570706,D:181316
P:1579135,D:141536
P:1579138,O:78
P:1579192,D:178846
P:1579318,D:141411
P:1579350,D:143632
P:1585007,D:160512
P:1585020,D:137070
P:1585037,D:160575
P:1585102,D:133439
P:1594090,D:74273
P:1594124,D:160655
P:1594134,D:178884
P:1594137,D:141478
P:1594139,D:178879
P:1594140,D:178910
P:1594145,D:66179
P:1594241,D:178866
P:1594242,D:178932
P:1594306,O:537484
P:1594343,O:537487
P:1594473,O:253
P:1594474,O:253
P:1594691,D:178933
P:1594697,D:141401
P:1594768,D:178914
P:1594810,D:178913
P:1594827,D:73486
P:1594840,D:160512
P:1594881,D:74163
P:1594908,O:78
P:1594909,O:78
P:1594917,O:78
P:1598493,D:178954
P:1598524,O:78
P:1598594,D:67138
P:1598613,D:73655
P:1598618,D:178987
P:1598853,D:74366
P:1598861,D:141553
P:1599111,D:141555
P:1599116,D:190149
P:1611555,D:178861
P:1618422,D:160510
P:1633179,D:73579
P:1671708,D:73466
P:1671709,D:73466
P:1671860,O:78
P:1671884,D:137853
P:1671886,D:141401
P:1672171,O:537485
P:1672289,D:178908
P:1672491,D:160565
P:1673126,D:133439
P:1681131,D:97707
P:1692937,O:78
P:1692939,O:78
P:1692970,D:189593
P:1699212,D:74784
P:1699252,D:141555
P:1700544,D:160598
P:1700628,D:101309
P:1700631,D:160559
P:1700664,D:160575
P:1700687,D:74262
P:1700688,D:74262
P:1701001,D:178913
P:1701050,O:78
P:1701134,D:160575
P:1701454,D:141536
P:1701673,D:178992
P:1701702,D:141401
P:1701755,D:178910
P:1701811,D:177282
P:1701841,D:178984
P:1703883,D:178842
P:1712329,D:178987
P:1712333,D:178972
P:1712413,D:74765
P:1712420,D:178843
P:1712610,O:5438
P:1712774,D:74356
P:1712780,D:141401
P:1713431,D:141516
P:1715716,D:178997
P:1715740,D:160572
P:1715845,D:137070
P:1724515,D:141536
P:1724601,D:178832
P:1724712,O:78
P:1724742,O:78
P:1724768,D:178861
P:1724776,O:78
P:1724782,D:152610
P:1732943,D:4931
P:1732982,D:74079
P:1733140,D:151208
P:1734401,D:74163
P:1734466,D:74158
P:1734804,O:78
P:1734929,D:69871
P:1736083,D:178829
P:1736084,D:178982
P:1738563,D:148134
P:1738618,O:253
P:1738720,O:78
P:1738725,O:78
P:1738778,D:178829
P:1738800,D:178871
P:1738814,D:66828
P:1741119,D:143632
P:1741184,D:160510
P:1783467,D:160673
P:1783575,O:253
P:1786192,D:160667
P:1805128,D:178939
P:1805517,D:152605
P:1805877,D:160512
P:1805884,D:141408
P:1806090,D:178956
P:1806110,D:141555
P:1806144,D:160571
P:1806152,D:74399
P:1806194,D:178956
P:1806195,D:178956
P:1806410,D:73579
P:1806600,D:133439
P:1999440,D:178836
P:1999467,D:160535
P:1999535,O:78
P:1999580,O:78
P:2003931,D:74161
P:2016875,D:160601
P:2016894,D:141555
P:2017042,D:178912
P:2017184,D:74283
P:2017250,D:150418
P:2017315,O:78
P:2017317,O:78
P:2017526,D:141383
P:2017582,D:137070
P:2017583,D:178956
P:2017606,D:69871
P:2017887,D:160601
P:2017902,D:141555
P:2017937,D:178857
P:2018147,D:73466
P:2018265,D:137070
P:2018291,O:78
P:2018418,D:178901
P:2023409,D:178966
P:2023749,D:178966
P:2023887,D:141401
P:2024195,D:178987
P:2024222,D:69871
P:2024241,D:160640
P:2024318,O:78
P:2024320,O:78
P:2024362,D:178850
P:2024502,D:178918
P:2024535,D:178972
P:2024617,D:74010
P:2024816,O:78
P:2024824,D:178993
P:2024886,D:178871
P:2024910,D:160673
P:2024911,D:160673
P:2025075,O:78
P:2025474,D:122466
P:2025511,D:178949
P:2025514,D:178842
P:2025589,D:178829
P:2025983,D:178873
P:2026058,D:178997
P:2026111,D:74856
P:2026157,D:160633
P:2028544,D:178944
P:2028569,D:178836
P:2028591,D:141555
P:2028605,D:160531
P:2052493,D:73486
P:2052701,D:178956
P:2052833,D:160628
P:2052971,D:178954
P:2052975,D:136811
P:2052992,D:74856
P:2053121,D:69871
P:2053185,D:74010
P:2053378,D:137853
P:2053495,D:74585
P:2053520,D:141401
P:2054465,O:78
P:2054515,D:181316
P:2054521,D:74158
P:2054590,D:160639
P:2055351,O:78
P:2055405,D:189593
P:2055421,D:141470
P:2055539,D:141401
P:2055635,D:92699
P:2055733,D:178969
P:2055807,D:73793
P:2055840,D:178861
P:2055932,D:114941
P:2055933,D:178938
P:2055979,D:73805
P:2056145,D:178962
P:2056368,D:178912
P:2056379,D:178856
P:2056401,O:5438
P:2056403,D:160667
P:2056527,O:78
P:2056622,D:178832
P:2056684,D:74161
P:2056780,D:160631
P:2056951,D:74010
P:2057294,D:178861
P:2057302,D:178941
P:2057303,D:178941
P:2057323,D:189593
P:2057325,D:189593
P:2057341,D:178980
P:2057615,D:73692
P:2057637,D:141536
P:2057820,O:78
P:2057873,D:122466
P:2057911,D:160570
P:2058239,O:2002
P:2058263,D:160510
P:2058271,D:141516
P:2058299,D:160545
P:2058449,D:134812
P:2058492,D:74283
P:2058545,D:160667
P:2074400,D:136811
P:2074433,D:141389
P:2074447,D:141389
P:2074579,D:74299
P:2074612,D:178932
P:2074620,D:160674
P:2074629,D:178966
P:2074630,D:141408
P:2074867,D:178843
P:2074938,D:178980
P:2074952,D:178966
P:2074974,D:141536
P:2074979,D:178861
P:2074986,D:178861
P:2075025,D:178932
P:2075073,D:160622
P:2075290,D:178829
P:2075455,O:78
P:2075458,O:78
P:2075509,O:537337
P:2075514,O:537337
P:2075517,O:537337
P:2075533,D:178952
P:2075537,D:160572
P:2075569,D:179000
P:2075570,D:179000
P:2075575,D:144523
P:2075594,D:178932
P:2075700,D:178932
P:2075760,D:141536
P:2075770,D:178861
P:2075778,D:178931
P:2075781,D:178931
P:2075838,D:160655
P:2075839,D:160655
P:2075913,D:178989
P:2076022,D:178993
P:2076073,D:178932
P:2076076,D:178932
P:2076094,D:178932
P:2076620,D:178965
P:2076623,D:178991
P:2076632,D:73466
P:2076682,D:141401
P:2076683,D:141401
P:2076739,D:129618
P:2076754,D:141555
P:2076762,D:163321
P:2076808,D:160512
P:2076830,D:178931
P:2076900,D:178939
P:2076932,D:193165
P:2076942,D:193165
P:2077035,D:178884
P:2077152,D:141480
P:2077187,D:73486
P:2077330,D:178993
P:2077356,D:178873
P:2077366,D:178876
P:2077387,D:160598
P:2077389,D:160598
P:2077409,D:76287
P:2077448,D:178956
P:2077494,D:160636
P:2077530,D:193165
P:2077556,O:78
P:2077557,O:78
P:2077560,D:160610
P:2077664,D:178894
P:2077719,D:141401
P:2077720,D:141401
P:2077743,D:178901
P:2078005,D:178840
P:2078024,D:178847
P:2078030,D:74040
P:2078080,D:178939
P:2078132,D:178963
P:2078134,D:160588
P:2078184,D:178847
P:2078274,D:74277
P:2078309,D:178884
P:2078400,D:160598
P:2078552,O:78
P:2078836,D:141536
P:2078840,D:178963
P:2078861,D:141401
P:2078898,D:178978
P:2078962,D:141408
P:2078965,D:141408
P:2078979,D:178984
P:2079059,D:141529
P:2079093,D:160666
P:2079141,D:74574
P:2079523,D:178871
P:2079541,D:160559
P:2079700,D:178869
P:2079749,D:160512
P:2079783,O:78
P:2080108,D:141536
P:2080168,D:141536
P:2080207,D:141513
P:2080241,D:178999
P:2080250,D:178926
P:2080269,D:178829
P:2080286,D:178951
P:2080355,D:178956
P:2080374,O:78
P:2080556,D:178952
P:2080558,D:73579
P:2080580,D:178876
P:2080629,O:78
P:2080632,O:78
P:2080678,D:141401
P:2080778,D:160588
P:2080902,D:74856
P:2081009,D:74299
P:2081040,D:69871
P:2081331,D:178901
P:2081397,D:178993
P:2081432,D:178832
P:2081541,D:178993
P:2081645,D:164359
P:2081649,D:164359
P:2081670,D:160512
P:2081681,D:177282
P:2081827,D:74585
P:2081843,D:73579
P:2081852,D:178972
P:2081868,D:141401
P:2081887,D:73486
P:2081915,O:78
P:2081970,D:178992
P:2082048,D:178832
P:2082077,D:160531
P:2082097,D:178871
P:2082230,D:73655
P:2082285,O:277
P:2082289,O:78
P:2082291,O:78
P:2082469,D:178827
P:2082478,O:78
P:2082482,O:78
P:2082484,D:160666
P:2082486,O:78
P:2082488,O:78
P:2082503,D:178836
P:2082504,D:178836
P:2082550,D:178887
P:2082553,D:74399
P:2082673,D:178993
P:2082749,D:178997
P:2082750,D:178891
P:2082751,D:178891
P:2083016,D:160573
P:2083066,D:67138
P:2083357,D:178994
P:2083358,D:178994
P:2083380,D:74585
P:2083390,D:178860
P:2083392,D:178860
P:2083422,D:74655
P:2083426,D:160677
P:2083494,D:141439
P:2083544,O:78
P:2083558,D:114941
P:2083607,D:178884
P:2083629,D:160426
P:2083671,O:537731
P:2083673,O:537731
P:2083686,O:253
P:2083710,D:159237
P:2083795,D:141536
P:2083927,D:160598
P:2084012,D:160559
P:2084221,D:160545
P:2084284,D:178997
P:2084611,D:74163
P:2084625,D:144523
P:2084626,D:144523
P:2084627,D:144523
P:2084629,D:178931
P:2084632,D:69871
P:2084687,D:160622
P:2084698,D:178947
P:2084723,D:150418
P:2084932,D:160655
P:2084957,D:178993
P:2085201,D:141398
P:2085411,D:92346
P:2085436,D:178898
P:2085452,D:178989
P:2085540,D:141401
P:2085620,D:74655
P:2085642,D:160426
P:2085970,D:178897
P:2086016,D:122466
P:2086175,D:160666
P:2086181,D:178987
P:2086204,D:74163
P:2086451,D:74856
P:2086452,D:74856
P:2086453,D:74856
P:2086454,D:141417
P:2086476,O:78
P:2086629,D:74856
P:2086777,D:178910
P:2086839,D:129618
P:2087048,D:160552
P:2087194,D:141401
P:2087221,D:178985
P:2087261,D:160553
P:2087289,D:178891
P:2087307,D:178985
P:2087331,D:160655
P:2087332,D:141553
P:2087475,O:253
P:2087915,D:160613
P:2087927,D:73486
P:2087978,D:141445
P:2088028,D:141430
P:2088106,D:179000
P:2088205,D:141500
P:2088248,D:160575
P:2088274,D:178865
P:2088283,D:178961
P:2088378,D:178873
P:2088401,D:141430
P:2088407,D:141478
P:2088560,D:73486
P:2088652,D:160601
P:2088775,D:137070
P:2088841,D:160553
P:2089026,D:178901
P:2089084,O:78
P:2089097,O:78
P:2089363,D:160636
P:2089430,D:164360
P:2089509,D:178874
P:2089580,D:141408
P:2089584,D:141408
P:2089686,D:74158
P:2089842,D:178884
P:2090166,D:141536
P:2090267,D:141401
P:2090461,D:178992
P:2090598,D:178912
P:2090689,D:141536
P:2090755,D:74419
P:2091476,D:178951
P:2091498,D:178997
P:2091499,D:178997
P:2091502,D:178997
P:2091627,D:178832
P:2091722,D:73655
P:2091725,D:73655
P:2091764,D:178980
P:2091835,D:137070
P:2091969,D:178956
P:2091996,D:178954
P:2092057,D:160621
P:2092228,D:160653
P:2092549,D:72912
P:2092626,D:178832
P:2092783,D:178951
P:2092935,D:160610
P:2092956,D:73466
P:2092961,D:73531
P:2093326,D:74856
P:2093328,D:74856
P:2093330,D:74856
P:2093510,D:178948
P:2093566,D:73424
P:2093567,D:73424
P:2093586,D:74270
P:2093591,D:160639
P:2093638,D:178938
P:2093746,D:141430
P:2093915,D:178956
P:2094701,D:141401
P:2094846,O:101347
P:2094994,D:74856
P:2094996,D:178954
P:2095004,D:73666
P:2095029,D:178989
P:2095041,D:141401
P:2095125,D:160651
P:2095508,D:160666
P:2095531,D:160600
P:2095569,O:78
P:2095829,O:78
P:2109967,D:160575
P:2110038,D:160570
P:2110223,D:141401
P:2110341,D:160666
P:2110576,D:74158
P:2110687,D:72912
P:2111119,D:178884
P:2111165,D:178928
P:2111199,D:178965
P:2111442,D:178966
P:2111454,D:160601
P:2111588,O:382
P:2111619,D:178912
P:2111631,D:73655
P:2111684,D:160677
P:2111927,D:178906
P:2111932,D:160598
P:2112102,D:160630
P:2112139,D:141555
P:2112231,D:141398
P:2112509,D:160575
P:2112520,D:178865
P:2112547,D:74158
P:2112611,D:141515
P:2112624,D:178907
P:2112634,D:160598
P:2112640,D:178909
P:2112734,D:160666
P:2112795,D:141401
P:2112806,D:66828
P:2112846,D:160666
P:2113091,D:141536
P:2113458,O:5438
P:2113535,D:160660
P:2113552,D:74010
P:2113596,D:178884
P:2113697,D:178946
P:2113793,D:160651
P:2113825,D:178836
P:2113829,D:160672
P:2114217,D:160575
P:2114265,D:141401
P:2114406,D:178973
P:2114408,D:74419
P:2114519,D:74749
P:2114592,D:160604
P:2114655,D:141401
P:2114682,D:178943
P:2114700,D:74856
P:2114759,D:194260
P:2115047,D:186775
P:2115079,D:152605
P:2115220,D:160570
P:2115226,D:178928
P:2115253,D:133439
P:2115374,D:178978
P:2115379,D:160604
P:2115459,O:537870
P:2115506,D:178896
P:2115521,D:137070
P:2115740,D:141536
P:2116055,O:253
P:2116187,D:178956
P:2116465,D:141411
P:2116650,D:178954
P:2116980,D:73778
P:2117170,D:141401
P:2117171,D:141401
P:2117210,D:160600
P:2117356,D:74467
P:2117612,D:141401
P:2117613,D:141401
P:2117767,D:178876
P:2117775,D:178873
P:2117806,D:74158
P:2117853,D:73586
P:2118157,D:74749
P:2118202,D:178986
P:2118247,D:151208
P:2118317,D:178964
P:2118343,D:160666
P:2118347,D:160666
P:2118371,D:74655
P:2118618,D:74161
P:2118725,D:74419
P:2118745,D:178951
P:2119741,D:160677
P:2119742,D:160677
P:2119764,D:66828
P:2119767,D:66828
P:2119978,D:178912
P:2120037,D:160640
P:2120255,D:178956
P:2120269,D:160545
P:2120272,D:160545
P:2120371,D:178956
P:2120520,D:141430
P:2120718,O:5438
P:2121019,D:178887
P:2121112,D:74847
P:2121368,D:160676
P:2121416,D:136811
P:2121423,D:178995
P:2121427,D:141483
P:2121460,D:74419
P:2121556,D:141430
P:2121852,D:178989
P:2121942,D:178956
P:2121944,D:178956
P:2122005,D:141401
P:2122034,D:160511
P:2122035,D:160511
P:2122124,O:253
P:2122658,D:72442
P:2122659,D:72442
P:2122661,D:72442
P:2122766,O:78
P:2122784,D:178884
P:2122785,D:178884
P:2122921,D:178981
P:2122954,D:74075
P:2122956,D:178975
P:2123059,D:74270
P:2123073,D:160632
P:2123106,D:141536
P:2123107,D:141536
P:2123178,D:179000
P:2123209,D:74665
P:2123440,D:178993
P:2123639,O:78
P:2123640,O:78
P:2123642,O:78
P:2123645,O:78
P:2123648,O:78
P:2123738,D:141401
P:2123739,D:141401
P:2123766,D:160512
P:2123791,D:146949
P:2123804,D:178898
P:2123807,D:167614
P:2123847,D:178851
P:2123896,D:74467
P:2123928,D:178927
P:2124014,D:141411
P:2124028,D:141536
P:2124030,D:141408
P:2124070,D:178983
P:2124180,D:141401
P:2124254,D:160559
P:2124296,D:160653
P:2124369,D:160598
P:2124384,D:92699
P:2124394,D:178884
P:2124415,D:160518
P:2124420,D:114941
P:2124576,D:178865
P:2124639,D:178972
P:2124647,D:189593
P:2124678,D:74399
P:2124768,D:148134
P:2124811,D:178969
P:2124848,D:74856
P:2124852,D:74467
P:2124853,D:74467
P:2124942,D:93472
P:2125400,D:178978
P:2125467,D:178884
P:2125580,D:74856
P:2125604,D:74057
P:2125614,D:178931
P:2125616,D:141483
P:2125623,D:160512
P:2125630,D:73441
P:2125734,D:178915
P:2125880,D:160677
P:2126313,O:78
P:2126314,O:78
P:2126315,O:78
P:2126317,O:78
P:2126558,D:73466
P:2126818,D:74856
P:2126883,D:141401
P:2126901,D:178836
P:2126908,D:160512
P:2126930,D:160545
P:2127318,D:160570
P:2127368,D:160651
P:2127373,D:178992
P:2127461,D:178857
P:2127480,D:141401
P:2127578,D:160510
P:2127627,D:160632
P:2127681,D:178937
P:2127701,D:178913
P:2127846,D:160677
P:2127881,D:178884
P:2128098,D:160632
P:2128107,D:178938
P:2128134,D:178866
P:2128135,D:178866
P:2128216,D:160575
P:2128302,D:160604
P:2128303,D:160604
P:2128346,D:141401
P:2128373,D:178829
P:2128641,D:74299
P:2128799,D:160654
P:2128808,D:160510
P:2128821,D:178992
P:2128824,D:178992
P:2128827,D:178992
P:2128842,O:78
P:2128955,D:73655
P:2129012,D:178913
P:2129036,D:160512
P:2129041,D:160578
P:2129121,D:141401
P:2129174,D:178829
P:2129192,D:178895
P:2129201,D:178966
P:2129241,D:178972
P:2129296,D:178987
P:2129337,D:160565
P:2129360,D:178913
P:2129801,D:160617
P:2129818,O:78
P:2130049,D:178930
P:2130411,D:178972
P:2130649,D:178882
P:2130722,D:178947
P:2131014,D:160512
P:2131020,D:74856
P:2131073,D:141439
P:2131075,D:141439
P:2131088,D:92346
P:2132417,D:178877
P:2132495,O:78
P:2132677,D:74471
P:2132678,D:74471
P:2132782,D:178962
P:2132847,D:74574
P:2132888,D:137070
P:2132907,D:178832
P:2133009,D:74856
P:2134214,D:66179
P:2135160,D:141553
P:2136332,D:160632
P:2136431,D:167614
P:2136456,D:73441
P:2136530,D:141516
P:2136623,D:178842
P:2136631,D:178877
P:2136636,D:141421
P:2136667,O:78
P:2136674,O:78
P:2136675,O:78
P:2136677,O:78
P:2136679,D:178876
P:2136704,D:141450
P:2137201,D:74787
P:2137230,D:178989
P:2137407,D:159237
P:2137467,D:196359
P:2137635,D:178844
P:2137923,D:160677
P:2137945,D:160512
