from,to,weight
CD:204400,CP:2263524,0.25
CD:204480,CP:2263627,0.25
CD:204528,CP:2263670,0.5
CD:74371,CP:2264373,0.0
CD:160575,CP:2264493,0.25
CD:178925,CP:2264573,0.25
CD:76874,CP:2264623,0.25
CD:160665,CP:2264712,1.0
CD:204428,CP:2265028,1.0
CD:160604,CP:2265457,0.25
CD:178986,CP:2265605,0.25
CD:178986,CP:2265607,0.25
CD:204480,CP:2266069,1.0
CD:204492,CP:2262414,0.25
CD:178925,CP:2262966,0.25
CD:74161,CP:2263032,0.25
CD:204473,CP:2263058,0.25
CD:164360,CP:2263185,0.25
CD:178925,CP:2263223,0.25
CD:160575,CP:2263244,0.0
CD:204467,CP:2263627,0.25
CD:204480,CP:2264373,0.0
CD:164360,CP:2264493,0.25
CD:204467,CP:2264573,0.25
CD:204370,CP:2264623,0.25
CD:74398,CP:2265028,1.0
CD:141488,CP:2265457,0.25
CD:76874,CP:2265605,0.25
CD:76874,CP:2265607,0.25
CD:178925,CP:2266069,1.0
CD:171617,CP:2262414,0.25
CD:74161,CP:2262966,0.25
CD:204467,CP:2263032,0.25
CD:204500,CP:2263058,0.25
CD:204361,CP:2263185,0.25
CD:204467,CP:2263223,0.25
CD:132504,CP:2263244,0.0
CD:160604,CP:2263627,0.25
CD:178925,CP:2264373,0.0
CD:160604,CP:2264573,0.25
CD:204352,CP:2264623,0.25
CD:204558,CP:2265028,1.0
CD:74400,CP:2265457,0.25
CD:73531,CP:2265605,0.25
CD:73531,CP:2265607,0.25
CD:74161,CP:2266069,1.0
CD:74160,CP:2262414,0.25
CD:204467,CP:2262966,0.25
CD:160604,CP:2263032,0.25
CD:81297,CP:2263058,0.25
CD:160604,CP:2263223,0.25
CD:204509,CP:2263244,0.0
CD:141488,CP:2263627,0.25
CD:74161,CP:2264373,0.0
CD:74400,CP:2264573,0.25
CD:204503,CP:2264623,0.25
CD:204471,CP:2265028,1.0
CD:171617,CP:2265457,0.25
CD:205548,CP:2265605,0.25
CD:205548,CP:2265607,0.25
CD:204467,CP:2266069,1.0
CD:160556,CP:2262414,0.25
CD:160604,CP:2262966,0.25
CD:141488,CP:2263032,0.25
CD:204376,CP:2263058,0.25
CD:141488,CP:2263223,0.25
CD:74057,CP:2263244,0.0
CD:171617,CP:2263627,0.25
CD:204467,CP:2264373,0.0
CD:204492,CP:2264573,0.25
CD:204501,CP:2264623,0.25
CD:74784,CP:2265028,1.0
CD:74160,CP:2265457,0.25
CD:204488,CP:2265605,0.25
CD:204488,CP:2265607,0.25
CD:160604,CP:2266069,1.0
CD:178986,CP:2262414,0.25
CD:141488,CP:2262966,0.25
CD:74400,CP:2263032,0.25
CD:164360,CP:2263058,0.25
CD:74400,CP:2263223,0.25
CD:74160,CP:2263627,0.25
CD:160604,CP:2264373,0.0
CD:171617,CP:2264573,0.25
CD:139285,CP:2265028,1.0
CD:160556,CP:2265457,0.25
CD:204370,CP:2265605,0.25
CD:204370,CP:2265607,0.25
CD:141488,CP:2266069,1.0
CD:74398,CP:2262414,0.25
CD:74400,CP:2262966,0.25
CD:204492,CP:2263032,0.25
CD:204361,CP:2263058,0.25
CD:204492,CP:2263223,0.25
CD:178987,CP:2263627,0.25
CD:141488,CP:2264373,0.0
CD:74160,CP:2264573,0.25
CD:204546,CP:2265028,1.0
CD:178986,CP:2265457,0.25
CD:204352,CP:2265605,0.25
CD:204352,CP:2265607,0.25
CD:74400,CP:2266069,1.0
CD:171619,CP:2262414,0.25
CD:204492,CP:2262966,0.25
CD:171617,CP:2263032,0.25
CD:171617,CP:2263223,0.25
CD:178986,CP:2263627,0.25
CD:74400,CP:2264373,0.0
CD:160556,CP:2264573,0.25
CD:204468,CP:2265028,1.0
CD:188097,CP:2265457,0.25
CD:204503,CP:2265605,0.25
CD:204501,CP:2265607,0.25
CD:204492,CP:2266069,1.0
CD:160535,CP:2262414,0.25
CD:171617,CP:2262966,0.25
CD:74160,CP:2263032,0.25
CD:74160,CP:2263223,0.25
CD:74398,CP:2263627,0.25
CD:204492,CP:2264373,0.0
CD:74159,CP:2264573,0.25
CD:204429,CP:2265028,1.0
CD:171619,CP:2265457,0.25
CD:204501,CP:2265605,0.25
CD:171617,CP:2266069,1.0
CD:178866,CP:2262414,0.25
CD:74160,CP:2262966,0.25
CD:160556,CP:2263032,0.25
CD:160556,CP:2263223,0.25
CD:171619,CP:2263627,0.25
CD:171617,CP:2264373,0.0
CD:178986,CP:2264573,0.25
CD:74848,CP:2265028,1.0
CD:160535,CP:2265457,0.25
CD:74160,CP:2266069,1.0
CD:74156,CP:2262414,0.25
CD:160556,CP:2262966,0.25
CD:178986,CP:2263032,0.25
CD:178986,CP:2263223,0.25
CD:160535,CP:2263627,0.25
CD:74160,CP:2264373,0.0
CD:204453,CP:2264573,0.25
CD:67138,CP:2265028,1.0
CD:74156,CP:2265457,0.25
CD:160556,CP:2266069,1.0
CD:209189,CP:2262414,0.25
CD:74159,CP:2262966,0.25
CD:74398,CP:2263032,0.25
CD:188097,CP:2263223,0.25
CD:178866,CP:2263627,0.25
CD:160556,CP:2264373,0.0
CD:74398,CP:2264573,0.25
CD:204407,CP:2265028,1.0
CD:204555,CP:2265457,0.25
CD:178987,CP:2266069,1.0
CD:204555,CP:2262414,0.25
CD:178986,CP:2262966,0.25
CD:160535,CP:2263032,0.25
CD:204428,CP:2263223,0.25
CD:209189,CP:2263627,0.25
CD:178986,CP:2264373,0.0
CD:171619,CP:2264573,0.25
CD:160575,CP:2265028,1.0
CD:141470,CP:2265457,0.25
CD:74159,CP:2266069,1.0
CD:141470,CP:2262414,0.25
CD:204453,CP:2262966,0.25
CD:178866,CP:2263032,0.25
CD:74398,CP:2263223,0.25
CD:204555,CP:2263627,0.25
CD:204453,CP:2264373,0.0
CD:160535,CP:2264573,0.25
CD:178994,CP:2265028,1.0
CD:178857,CP:2265457,0.25
CD:178986,CP:2266069,1.0
CD:141464,CP:2262414,0.25
CD:188097,CP:2262966,0.25
CD:74156,CP:2263032,0.25
CD:160535,CP:2263223,0.25
CD:141470,CP:2263627,0.25
CD:188097,CP:2264373,0.0
CD:178866,CP:2264573,0.25
CD:204459,CP:2265028,1.0
CD:178970,CP:2265457,0.25
CD:204453,CP:2266069,1.0
CD:178857,CP:2262414,0.25
CD:204428,CP:2262966,0.25
CD:209189,CP:2263032,0.25
CD:74156,CP:2263223,0.25
CD:178970,CP:2263627,0.25
CD:204428,CP:2264373,0.0
CD:74156,CP:2264573,0.25
CD:204509,CP:2265028,1.0
CD:178873,CP:2265457,0.25
CD:188097,CP:2266069,1.0
CD:178970,CP:2262414,0.25
CD:74398,CP:2262966,0.25
CD:204555,CP:2263032,0.25
CD:178825,CP:2263223,0.25
CD:73482,CP:2263627,0.25
CD:74398,CP:2264373,0.0
CD:204555,CP:2264573,0.25
CD:73696,CP:2265028,1.0
CD:107283,CP:2265457,0.25
CD:74398,CP:2266069,1.0
CD:178873,CP:2262414,0.25
CD:171619,CP:2262966,0.25
CD:141470,CP:2263032,0.25
CD:209189,CP:2263223,0.25
CD:107283,CP:2263627,0.25
CD:171619,CP:2264373,0.0
CD:141470,CP:2264573,0.25
CD:204353,CP:2265028,1.0
CD:204393,CP:2265457,0.25
CD:160535,CP:2266069,1.0
CD:107283,CP:2262414,0.25
CD:160535,CP:2262966,0.25
CD:141464,CP:2263032,0.25
CD:204555,CP:2263223,0.25
CD:204393,CP:2263627,0.25
CD:160535,CP:2264373,0.0
CD:141464,CP:2264573,0.25
CD:160575,CP:2265457,0.25
CD:160542,CP:2266069,1.0
CD:204393,CP:2262414,0.25
CD:178866,CP:2262966,0.25
CD:178857,CP:2263032,0.25
CD:141470,CP:2263223,0.25
CD:132504,CP:2263627,0.25
CD:178866,CP:2264373,0.0
CD:178857,CP:2264573,0.25
CD:132504,CP:2265457,0.25
CD:178866,CP:2266069,1.0
CD:160575,CP:2262414,0.25
CD:74156,CP:2262966,0.25
CD:178970,CP:2263032,0.25
CD:141464,CP:2263223,0.25
CD:204370,CP:2263627,0.25
CD:74156,CP:2264373,0.0
CD:178970,CP:2264573,0.25
CD:204370,CP:2265457,0.25
CD:74156,CP:2266069,1.0
CD:132504,CP:2262414,0.25
CD:204555,CP:2262966,0.25
CD:178873,CP:2263032,0.25
CD:178857,CP:2263223,0.25
CD:204426,CP:2263627,0.25
CD:209189,CP:2264373,0.0
CD:73482,CP:2264573,0.25
CD:204501,CP:2265457,0.25
CD:178825,CP:2266069,1.0
CD:204370,CP:2262414,0.25
CD:141470,CP:2262966,0.25
CD:107283,CP:2263032,0.25
CD:178970,CP:2263223,0.25
CD:204561,CP:2263627,0.25
CD:204555,CP:2264373,0.0
CD:178873,CP:2264573,0.25
CD:204495,CP:2265457,0.25
CD:204555,CP:2266069,1.0
CD:141398,CP:2262414,0.25
CD:141464,CP:2262966,0.25
CD:204393,CP:2263032,0.25
CD:73482,CP:2263223,0.25
CD:141335,CP:2263627,0.25
CD:141470,CP:2264373,0.0
CD:107283,CP:2264573,0.25
CD:141470,CP:2266069,1.0
CD:160538,CP:2262414,0.25
CD:178857,CP:2262966,0.25
CD:160575,CP:2263032,0.25
CD:178873,CP:2263223,0.25
CD:73701,CP:2263627,0.25
CD:141464,CP:2264373,0.0
CD:204393,CP:2264573,0.25
CD:141464,CP:2266069,1.0
CD:141335,CP:2262414,0.25
CD:178970,CP:2262966,0.25
CD:132504,CP:2263032,0.25
CD:107283,CP:2263223,0.25
CD:204503,CP:2263627,0.25
CD:178857,CP:2264373,0.0
CD:160575,CP:2264573,0.25
CD:178857,CP:2266069,1.0
CD:73433,CP:2262414,0.25
CD:73482,CP:2262966,0.25
CD:204370,CP:2263032,0.25
CD:204393,CP:2263223,0.25
CD:204495,CP:2263627,0.25
CD:178970,CP:2264373,0.0
CD:132504,CP:2264573,0.25
CD:178970,CP:2266069,1.0
CD:204501,CP:2262414,0.25
CD:178873,CP:2262966,0.25
CD:204426,CP:2263032,0.25
CD:160575,CP:2263223,0.25
CD:160508,CP:2263627,0.25
CD:73482,CP:2264373,0.0
CD:204370,CP:2264573,0.25
CD:73482,CP:2266069,1.0
CD:204495,CP:2262414,0.25
CD:107283,CP:2262966,0.25
CD:141335,CP:2263032,0.25
CD:132504,CP:2263223,0.25
CD:178873,CP:2264373,0.0
CD:204426,CP:2264573,0.25
CD:178873,CP:2266069,1.0
CD:160508,CP:2262414,0.25
CD:204393,CP:2262966,0.25
CD:73701,CP:2263032,0.25
CD:204370,CP:2263223,0.25
CD:107283,CP:2264373,0.0
CD:160538,CP:2264573,0.25
CD:107283,CP:2266069,1.0
CD:160575,CP:2262966,0.25
CD:204503,CP:2263032,0.25
CD:204426,CP:2263223,0.25
CD:204393,CP:2264373,0.0
CD:141335,CP:2264573,0.25
CD:204393,CP:2266069,1.0
CD:132504,CP:2262966,0.25
CD:204501,CP:2263032,0.25
CD:160538,CP:2263223,0.25
CD:160575,CP:2264373,0.0
CD:73701,CP:2264573,0.25
CD:191923,CP:2266069,1.0
CD:204370,CP:2262966,0.25
CD:204495,CP:2263032,0.25
CD:141335,CP:2263223,0.25
CD:132504,CP:2264373,0.0
CD:204501,CP:2264573,0.25
CD:204407,CP:2266069,1.0
CD:204426,CP:2262966,0.25
CD:160508,CP:2263032,0.25
CD:73701,CP:2263223,0.25
CD:204370,CP:2264373,0.0
CD:204495,CP:2264573,0.25
CD:160575,CP:2266069,1.0
CD:160538,CP:2262966,0.25
CD:204503,CP:2263223,0.25
CD:141398,CP:2264373,0.0
CD:160508,CP:2264573,0.25
CD:132504,CP:2266069,1.0
CD:141335,CP:2262966,0.25
CD:204501,CP:2263223,0.25
CD:204426,CP:2264373,0.0
CD:74467,CP:2266069,1.0
CD:73701,CP:2262966,0.25
CD:204495,CP:2263223,0.25
CD:160538,CP:2264373,0.0
CD:204370,CP:2266069,1.0
CD:73433,CP:2262966,0.25
CD:160508,CP:2263223,0.25
CD:141335,CP:2264373,0.0
CD:141398,CP:2266069,1.0
CD:204435,CP:2266591,0.0
CD:178889,CP:2266592,0.25
CD:141408,CP:2266593,0.25
CD:198783,CP:2266599,0.25
CD:141408,CP:2266603,0.25
CD:141408,CP:2266604,0.25
CD:141408,CP:2266605,0.25
CD:204488,CP:2266609,0.25
CD:67138,CP:2266631,0.25
CD:67138,CP:2266632,0.25
CD:150418,CP:2266643,0.0
CO:253,CP:2266664,0.25
CD:207309,CP:2266669,0.25
CD:213274,CP:2266680,0.25
CD:213274,CP:2266681,0.0
CD:213274,CP:2266683,0.25
CD:213274,CP:2266684,0.25
CD:213274,CP:2266685,0.0
CD:204538,CP:2266686,0.0
CD:213274,CP:2266687,0.25
CD:204468,CP:2266692,0.25
CD:160610,CP:2266701,0.25
CD:74044,CP:2266708,0.0
CD:204359,CP:2266746,0.25
CD:204485,CP:2266751,0.25
CD:204494,CP:2266762,0.25
CD:204488,CP:2266786,0.25
CD:204544,CP:2266819,0.25
CD:204572,CP:2266830,1.0
CD:141411,CP:2266834,0.25
CD:204442,CP:2266843,0.25
CD:204442,CP:2266844,0.25
CD:204467,CP:2266845,0.25
CD:136811,CP:2266848,0.0
CD:204544,CP:2266868,0.25
CD:178946,CP:2266880,0.25
CD:204372,CP:2266883,0.0
CD:160570,CP:2266894,0.25
CD:204572,CP:2266905,0.25
CD:204391,CP:2266915,0.0
CD:204477,CP:2266928,0.25
CD:178912,CP:2266940,0.25
CD:74262,CP:2266967,0.25
CD:204416,CP:2266987,0.0
CD:204416,CP:2266988,0.25
CD:204359,CP:2266993,0.0
CD:178916,CP:2267016,0.25
CD:204536,CP:2267019,0.25
CD:73486,CP:2267020,0.25
CD:73486,CP:2267021,0.25
CD:73486,CP:2267023,0.25
CD:68720,CP:2267042,0.25
CD:74283,CP:2267048,0.25
CD:81297,CP:2267065,1.0
CD:204427,CP:2267066,0.0
CD:204517,CP:2267073,0.25
CD:160534,CP:2267074,0.25
CD:178825,CP:2267078,0.25
CD:160619,CP:2267093,0.25
CD:160619,CP:2267095,0.25
CD:160635,CP:2267097,0.25
CD:204464,CP:2267102,0.0
CD:204358,CP:2267105,0.25
CD:204528,CP:2267118,0.25
CD:204534,CP:2267119,0.25
CD:204534,CP:2267120,0.25
CD:204357,CP:2267154,0.25
CD:74158,CP:2267171,0.25
CD:73460,CP:2267176,0.25
CD:204488,CP:2267181,0.25
CD:204515,CP:2267184,0.25
CD:74158,CP:2267192,0.25
CD:141411,CP:2267195,0.25
CD:204371,CP:2267198,0.25
CD:204371,CP:2267199,0.25
CD:204378,CP:2267241,0.25
CD:62881,CP:2267275,0.25
CD:160512,CP:2267318,0.25
CD:204518,CP:2267323,1.0
CD:214445,CP:2267350,0.25
CD:160976,CP:2267363,0.25
CD:204488,CP:2267391,0.25
CD:178925,CP:2267417,0.25
CD:178925,CP:2267418,0.0
CD:178925,CP:2267419,0.25
CD:178925,CP:2267421,0.25
CD:204479,CP:2267423,0.0
CD:204479,CP:2267425,0.0
CD:204479,CP:2267426,0.25
CD:160538,CP:2267445,0.25
CD:178924,CP:2267454,0.25
CD:204359,CP:2267455,0.0
CD:204366,CP:2267490,0.25
CD:204499,CP:2267537,0.0
CD:204499,CP:2267538,0.25
CD:74371,CP:2267540,0.25
CD:74371,CP:2267542,0.25
CD:74371,CP:2267543,0.0
CD:74371,CP:2267544,0.0
CD:74371,CP:2267546,0.25
CD:74371,CP:2267547,0.25
CD:204366,CP:2267553,0.25
CO:253,CP:2267557,0.25
CD:213274,CP:2267559,0.25
CD:204529,CP:2267570,0.0
CD:191923,CP:2267583,0.25
CD:204488,CP:2267585,0.25
CD:204502,CP:2267587,0.25
CD:204502,CP:2267588,0.25
CD:204502,CP:2267589,0.25
CD:204530,CP:2267606,0.25
CO:78,CP:2267621,1.0
CD:178933,CP:2267622,0.25
CD:178933,CP:2267623,0.25
CD:204464,CP:2267624,0.25
CD:74400,CP:2267671,0.25
CO:253,CP:2267685,0.75
CO:253,CP:2267686,1.0
CD:178961,CP:2267687,0.25
CD:178961,CP:2267688,0.25
CD:133439,CP:2267712,0.0
CD:204542,CP:2267718,0.25
CD:204542,CP:2267719,0.25
CD:204377,CP:2267727,0.25
CD:204377,CP:2267745,0.5
CD:204442,CP:2267750,0.0
CD:204426,CP:2267772,0.25
CD:191923,CP:2267773,0.0
CD:204411,CP:2267779,0.25
CD:76874,CP:2267780,0.25
CD:178876,CP:2267781,0.25
CD:204411,CP:2267782,0.25
CD:204527,CP:2267790,0.0
CD:204538,CP:2267793,0.25
CD:141422,CP:2267798,0.0
CD:204538,CP:2267803,0.25
CD:204538,CP:2267804,0.0
CD:204538,CP:2267805,0.0
CD:204538,CP:2267806,0.0
CO:253,CP:2267811,0.75
CD:178829,CP:2267814,0.25
CD:204544,CP:2267821,0.0
CD:204544,CP:2267822,0.25
CD:204366,CP:2267829,0.25
CO:78,CP:2267837,0.75
CO:78,CP:2267839,0.75
CO:78,CP:2267840,0.75
CD:160639,CP:2267848,0.0
CD:74439,CP:2267861,0.25
CD:204446,CP:2267862,0.25
CD:204367,CP:2267864,0.25
CD:204367,CP:2267865,0.25
CD:204426,CP:2267866,0.25
CO:78,CP:2267871,0.75
CO:78,CP:2267872,0.75
CO:78,CP:2267873,0.75
CD:205548,CP:2267876,0.0
CD:204435,CP:2267886,0.0
CD:204399,CP:2267887,0.25
CD:66828,CP:2267896,0.25
CD:204516,CP:2267900,0.25
CD:178887,CP:2267906,0.25
CD:178887,CP:2267907,0.25
CD:178887,CP:2267908,0.25
CD:178887,CP:2267909,0.25
CD:204464,CP:2267934,0.25
CD:74057,CP:2267962,0.25
CD:141464,CP:2267965,0.25
CD:141464,CP:2267966,0.25
CD:141464,CP:2267967,0.25
CD:74371,CP:2267973,0.25
CD:204556,CP:2267976,0.25
CD:178929,CP:2268001,0.0
CD:204541,CP:2268008,1.0
CD:204525,CP:2268029,1.0
CD:204491,CP:2268034,0.25
CD:204556,CP:2268038,0.25
CD:178825,CP:2268042,0.25
CD:160512,CP:2268043,0.25
CD:141464,CP:2268051,0.0
CD:204452,CP:2268056,0.25
CD:141464,CP:2268059,0.25
CD:141464,CP:2268060,0.25
CD:178839,CP:2268066,0.0
CD:178839,CP:2268067,0.25
CD:178839,CP:2268068,0.0
CO:78,CP:2268069,0.75
CO:78,CP:2268070,0.75
CD:66828,CP:2268074,0.0
CD:204476,CP:2268075,0.25
CD:160569,CP:2268076,0.25
CD:204548,CP:2268086,0.25
CD:204561,CP:2268099,0.25
CD:204379,CP:2268148,0.0
CD:204546,CP:2268171,0.25
CO:253,CP:2268407,0.25
CO:253,CP:2268408,0.25
CO:253,CP:2268414,0.75
CO:253,CP:2268415,0.25
CO:253,CP:2268416,1.0
CO:253,CP:2268417,1.0
CO:253,CP:2268418,0.75
CO:253,CP:2268424,1.0
CD:204557,CP:2268948,0.25
CD:74145,CP:257161,1.0
CD:141401,CP:427339,0.25
CD:74124,CP:459323,0.25
CD:160649,CP:498347,1.0
CD:141472,CP:501638,0.25
CD:160575,CP:512431,0.25
CD:160666,CP:539990,0.25
CD:160666,CP:540979,0.25
CD:178931,CP:946514,1.0
CD:74376,CP:2266592,0.25
CD:157130,CP:2266701,0.25
CD:204536,CP:2266845,0.25
CD:204540,CP:2266880,0.25
CD:160511,CP:2266967,0.25
CD:204515,CP:2267019,0.25
CD:204464,CP:2267048,0.25
CD:204374,CP:2267065,1.0
CD:160632,CP:2267073,0.25
CD:160575,CP:2267078,0.25
CD:204535,CP:2267102,0.0
CD:204360,CP:2267119,0.25
CD:204530,CP:2267120,0.25
CD:204471,CP:2267154,0.25
CD:204535,CP:2267624,0.25
CD:204400,CP:2267727,0.25
CD:204484,CP:2267745,0.5
CD:204427,CP:2267829,0.25
CD:204377,CP:2267848,0.0
CD:204535,CP:2267934,0.25
CD:213274,CP:2268029,1.0
CD:204370,CP:2268042,0.25
CD:74376,CP:2268076,0.25
CD:74218,CP:257161,1.0
CD:160610,CP:2266592,0.25
CD:204464,CP:2266701,0.25
CD:204488,CP:2266845,0.25
CD:178832,CP:2266880,0.25
CD:178987,CP:2267048,0.25
CD:204557,CP:2267073,0.25
CD:76874,CP:2267102,0.0
CD:204530,CP:2267119,0.25
CD:204529,CP:2267120,0.25
CD:204453,CP:2267624,0.25
CD:204528,CP:2267727,0.25
CD:204400,CP:2267745,0.5
CD:204528,CP:2267829,0.25
CD:74784,CP:2267934,0.25
CD:204566,CP:2268029,1.0
CD:160610,CP:2268076,0.25
CD:74391,CP:257161,1.0
CD:204467,CP:2266592,0.25
CD:141488,CP:2266701,0.25
CD:204352,CP:2266845,0.25
CD:164360,CP:2266880,0.25
CD:204407,CP:2267048,0.25
CD:204530,CP:2267073,0.25
CD:74784,CP:2267102,0.0
CD:204529,CP:2267119,0.25
CD:204461,CP:2267120,0.25
CD:76874,CP:2267624,0.25
CD:204528,CP:2267745,0.5
CD:73531,CP:2267934,0.25
CD:73586,CP:2268029,1.0
CD:73604,CP:2268076,0.25
CD:74491,CP:257161,1.0
CD:160604,CP:2266592,0.25
CD:74398,CP:2266701,0.25
CD:160511,CP:2266845,0.25
CD:73696,CP:2266880,0.25
CD:205548,CP:2267048,0.25
CD:178910,CP:2267073,0.25
CD:73531,CP:2267102,0.0
CD:204461,CP:2267119,0.25
CD:204540,CP:2267120,0.25
CD:74784,CP:2267624,0.25
CD:152605,CP:2267934,0.25
CD:204494,CP:2268029,1.0
CD:204480,CP:2268076,0.25
CD:74389,CP:257161,1.0
CD:141488,CP:2266592,0.25
CD:76874,CP:2266701,0.25
CD:204561,CP:2267048,0.25
CD:204537,CP:2267073,0.25
CD:152605,CP:2267102,0.0
CD:204377,CP:2267119,0.25
CD:156190,CP:2267120,0.25
CD:73531,CP:2267624,0.25
CD:204407,CP:2267934,0.25
CD:72442,CP:2268029,1.0
CD:204467,CP:2268076,0.25
CD:74137,CP:257161,1.0
CD:171617,CP:2266592,0.25
CD:178873,CP:2266701,0.25
CD:73701,CP:2267048,0.25
CD:204551,CP:2267073,0.25
CD:204407,CP:2267102,0.0
CD:66179,CP:2267119,0.25
CD:204523,CP:2267120,0.25
CD:204407,CP:2267624,0.25
CD:134812,CP:2267934,0.25
CD:204380,CP:2268029,1.0
CD:160604,CP:2268076,0.25
CD:74133,CP:257161,1.0
CD:74160,CP:2266592,0.25
CD:160575,CP:2266701,0.25
CD:204509,CP:2267048,0.25
CD:74090,CP:2267073,0.25
CD:134812,CP:2267102,0.0
CD:204540,CP:2267119,0.25
CD:204513,CP:2267120,0.25
CD:134812,CP:2267624,0.25
CD:205548,CP:2267934,0.25
CD:204388,CP:2268029,1.0
CD:141488,CP:2268076,0.25
CD:73545,CP:257161,1.0
CD:160556,CP:2266592,0.25
CD:204352,CP:2266701,0.25
CD:204353,CP:2267073,0.25
CD:205548,CP:2267102,0.0
CD:156190,CP:2267119,0.25
CD:204484,CP:2267120,0.25
CD:205548,CP:2267624,0.25
CD:204509,CP:2267934,0.25
CD:74471,CP:2268029,1.0
CD:74400,CP:2268076,0.25
CD:73474,CP:257161,1.0
CD:178986,CP:2266592,0.25
CD:73701,CP:2266701,0.25
CD:204509,CP:2267102,0.0
CD:204523,CP:2267119,0.25
CD:81297,CP:2267120,0.25
CD:204509,CP:2267624,0.25
CD:171617,CP:2268076,0.25
CD:73454,CP:257161,1.0
CD:74398,CP:2266592,0.25
CD:204375,CP:2267119,0.25
CD:178916,CP:2267120,0.25
CD:74160,CP:2268076,0.25
CD:74031,CP:257161,1.0
CD:171619,CP:2266592,0.25
CD:204513,CP:2267119,0.25
CD:204572,CP:2267120,0.25
CD:178986,CP:2268076,0.25
CD:74153,CP:257161,1.0
CD:160535,CP:2266592,0.25
CD:204484,CP:2267119,0.25
CD:74471,CP:2267120,0.25
CD:74398,CP:2268076,0.25
CD:73531,CP:257161,1.0
CD:178866,CP:2266592,0.25
CD:81297,CP:2267119,0.25
CD:204516,CP:2267120,0.25
CD:160535,CP:2268076,0.25
CD:74162,CP:257161,1.0
CD:74156,CP:2266592,0.25
CD:178916,CP:2267119,0.25
CD:204528,CP:2267120,0.25
CD:74156,CP:2268076,0.25
CD:74780,CP:257161,1.0
CD:204555,CP:2266592,0.25
CD:204572,CP:2267119,0.25
CD:204555,CP:2268076,0.25
CD:141470,CP:2266592,0.25
CD:74471,CP:2267119,0.25
CD:178970,CP:2268076,0.25
CD:178857,CP:2266592,0.25
CD:204516,CP:2267119,0.25
CD:178873,CP:2268076,0.25
CD:178970,CP:2266592,0.25
CD:204528,CP:2267119,0.25
CD:204393,CP:2268076,0.25
CD:178873,CP:2266592,0.25
CD:160575,CP:2268076,0.25
CD:107283,CP:2266592,0.25
CD:204370,CP:2268076,0.25
CD:204393,CP:2266592,0.25
CD:141335,CP:2268076,0.25
CD:160575,CP:2266592,0.25
CD:73701,CP:2268076,0.25
CD:132504,CP:2266592,0.25
CD:204501,CP:2268076,0.25
CD:204370,CP:2266592,0.25
CD:204495,CP:2268076,0.25
CD:141335,CP:2266592,0.25
CD:73701,CP:2266592,0.25
CD:204503,CP:2266592,0.25
CD:204501,CP:2266592,0.25
CD:178930,CP:1197773,1.0
CD:178871,CP:1299577,0.25
CD:74665,CP:1548579,1.0
CO:382,CP:2111588,1.0
CD:133439,CP:2115253,1.0
CD:74856,CP:2139046,1.0
CD:160512,CP:2139808,0.25
CD:195143,CP:2140342,1.0
CD:178830,CP:2144995,1.0
CD:178989,CP:2158510,1.0
CD:204553,CP:2190407,0.25
CD:204507,CP:2190413,0.25
CD:204546,CP:2190418,0.25
CD:160518,CP:2190455,0.25
CD:160518,CP:2190456,0.25
CD:160518,CP:2190458,0.25
CD:204494,CP:2190483,0.25
CD:204494,CP:2190496,0.25
CD:204494,CP:2190498,0.25
CD:160518,CP:2190500,0.25
CD:204530,CP:2190511,0.25
CD:204530,CP:2190514,0.25
CD:204530,CP:2190515,0.25
CD:204530,CP:2190518,0.25
CD:204530,CP:2190524,0.25
CD:204530,CP:2190527,0.25
CD:204530,CP:2190528,0.25
CD:204530,CP:2190533,0.25
CD:204391,CP:2190536,0.25
CD:204530,CP:2190539,0.25
CD:204530,CP:2190546,0.25
CD:204530,CP:2190558,0.25
CD:204530,CP:2190563,0.25
CD:178989,CP:2190573,0.25
CD:178989,CP:2190574,0.25
CD:178989,CP:2190576,0.25
CD:178989,CP:2190581,0.25
CD:178989,CP:2190586,0.25
CD:178989,CP:2190591,0.25
CD:178989,CP:2190599,0.25
CD:178989,CP:2190604,0.25
CD:178989,CP:2190608,0.25
CD:178989,CP:2190616,0.25
CD:178989,CP:2190617,0.25
CD:178929,CP:2190620,0.25
CD:178964,CP:2190621,0.25
CD:204391,CP:2190626,0.25
CD:204391,CP:2190633,0.25
CD:204391,CP:2190636,0.25
CD:204391,CP:2190642,0.25
CD:204391,CP:2190644,0.25
CD:204391,CP:2190645,0.25
CD:204391,CP:2190646,0.25
CD:204391,CP:2190652,0.25
CD:204391,CP:2190655,0.25
CD:204391,CP:2190657,0.25
CD:204391,CP:2190658,0.25
CD:204508,CP:2190666,0.25
CD:204508,CP:2190668,0.25
CD:204508,CP:2190671,0.25
CD:204494,CP:2190681,0.25
CD:204508,CP:2190686,0.25
CD:204508,CP:2190689,0.25
CD:160653,CP:2190699,0.25
CD:160653,CP:2190700,0.25
CD:160653,CP:2190703,0.25
CD:160653,CP:2190706,0.25
CD:160653,CP:2190707,0.25
CD:160653,CP:2190709,0.25
CD:160653,CP:2190715,0.25
CD:160653,CP:2190716,0.25
CD:160653,CP:2190719,0.25
CD:160653,CP:2190721,0.25
CD:160653,CP:2190722,0.25
CD:160653,CP:2190724,0.25
CD:160653,CP:2190725,0.25
CD:160653,CP:2190730,0.5
CD:160653,CP:2190731,0.25
CD:160653,CP:2190734,0.25
