from,to,weight
CD:133439,CP:2405758,0.25
CD:204535,CP:2405761,0.25
CD:220589,CP:2405763,0.25
CD:220574,CP:2405774,0.25
CD:204459,CP:2405853,0.25
CD:220547,CP:2405946,0.25
CD:220598,CP:2405975,0.25
CD:178881,CP:2406014,0.25
CD:220604,CP:2406044,0.25
CD:204457,CP:2406047,0.25
CD:204457,CP:2406049,0.25
CD:204511,CP:2406054,0.25
CD:74253,CP:2406059,0.25
CD:204572,CP:2406060,0.25
CD:220635,CP:2406061,0.25
CD:206018,CP:2406070,0.0
CD:160621,CP:2406076,0.25
CD:178927,CP:2406082,0.25
CO:253,CP:2406096,0.0
CD:220665,CP:2406103,0.25
CD:220672,CP:2406113,0.0
CD:74161,CP:2406117,0.25
CD:74856,CP:2406131,0.25
CO:253,CP:2406146,0.75
CD:220576,CP:2406187,0.25
CD:220665,CP:2406225,0.25
CD:220538,CP:2406228,0.25
CD:220598,CP:2406231,0.25
CD:220576,CP:2406242,0.25
CD:104552,CP:2406248,0.5
CD:220574,CP:2406249,0.25
CD:220632,CP:2406250,0.25
CD:220668,CP:2406273,0.25
CD:220606,CP:2406277,0.0
CD:220540,CP:2406280,0.25
CD:220540,CP:2406281,0.25
CD:73579,CP:2406297,0.25
CD:178946,CP:2406306,0.25
CD:141408,CP:2406316,0.0
CD:204412,CP:2406339,0.25
CD:220546,CP:2406340,0.25
CD:160559,CP:2406341,0.25
CD:178954,CP:2406347,0.0
CD:220598,CP:2406361,0.25
CD:220623,CP:2406374,0.25
CD:204550,CP:2406399,0.25
CD:160518,CP:2406422,0.5
CD:220695,CP:2406477,0.25
CD:220595,CP:2406478,0.25
CD:204365,CP:2406480,0.25
CD:220615,CP:2406481,0.0
CD:220534,CP:2406508,0.25
CD:220534,CP:2406516,0.25
CD:204534,CP:2406521,0.5
CD:220695,CP:2406534,0.25
CD:156190,CP:2406636,0.25
CD:204553,CP:2406637,0.25
CD:220549,CP:2406639,0.25
CD:220569,CP:2406642,0.5
CD:220543,CP:2406644,0.25
CD:220657,CP:2406645,0.25
CD:220701,CP:2406706,0.0
CD:204559,CP:2406708,0.25
CD:204559,CP:2406709,0.0
CD:165470,CP:2406730,0.25
CO:101582,CP:2406760,0.75
CD:220715,CP:2406786,0.25
CD:220646,CP:2406792,0.25
CD:204488,CP:2406807,0.25
CD:204488,CP:2406809,0.25
CD:220657,CP:2406812,0.25
CD:178989,CP:2406819,0.0
CD:220660,CP:2406828,0.25
CO:253,CP:2406845,0.0
CD:162332,CP:2406876,0.25
CD:220543,CP:2406887,0.25
CD:220600,CP:2406888,0.25
CD:220598,CP:2406899,0.25
CD:220656,CP:2406903,0.25
CD:220646,CP:2406904,0.25
CD:220537,CP:2406905,0.0
CD:220644,CP:2406906,0.25
CD:220644,CP:2406907,0.25
CD:220537,CP:2406914,0.25
CD:74079,CP:2406915,0.0
CD:74079,CP:2406918,0.25
CD:204479,CP:2406925,0.25
CD:220553,CP:2406979,0.25
CD:220530,CP:2407047,0.25
CD:220599,CP:2407144,0.25
CD:220599,CP:2407148,0.25
CO:253,CP:2407288,0.75
CD:160632,CP:2407304,0.0
CO:5438,CP:2407337,0.25
CO:5438,CP:2407341,0.25
CD:73531,CP:2407353,0.0
CD:220657,CP:2407379,0.25
CD:220707,CP:2407413,0.25
CD:178843,CP:2407432,0.0
CD:178871,CP:2407453,0.25
CD:89536,CP:2407457,0.25
CO:539419,CP:2407468,0.25
CD:220604,CP:2407481,0.25
CD:220604,CP:2407483,0.25
CD:218086,CP:2407484,0.25
CD:220653,CP:2407501,0.25
CD:220686,CP:2407502,0.25
CD:178871,CP:2407556,0.25
CO:78,CP:2407560,0.75
CD:220606,CP:2407561,0.5
CO:78,CP:2407562,0.75
CD:74270,CP:2407563,0.25
CD:220715,CP:2407583,0.25
CD:74270,CP:2407585,0.25
CD:220684,CP:2407665,0.25
CD:160548,CP:2407844,0.0
CD:204536,CP:2407967,0.25
CD:204536,CP:2407969,0.25
CD:204378,CP:2407974,0.25
CD:204572,CP:2407978,0.25
CD:73579,CP:2408098,0.25
CD:74270,CP:2408101,0.25
CD:220528,CP:2408128,0.0
CO:78,CP:2408148,0.75
CD:74283,CP:2408153,0.25
CO:78,CP:2408158,0.75
CD:220657,CP:2408179,0.0
CD:73701,CP:2408181,0.25
CD:137070,CP:2408188,0.25
CD:66385,CP:2408189,0.25
CD:220531,CP:2408192,0.25
CD:220531,CP:2408193,0.0
CD:160527,CP:2408230,0.5
CD:153423,CP:2408247,0.25
CD:220547,CP:2408265,0.25
CD:204388,CP:2408293,0.25
CD:156190,CP:2408304,0.25
CO:253,CP:2408306,0.0
CO:253,CP:2408311,0.0
CD:220630,CP:2408363,0.25
CO:253,CP:2408364,0.0
CD:215043,CP:2408374,0.25
CD:74398,CP:2408576,0.0
CD:220621,CP:2408580,0.25
CD:109429,CP:2408581,0.0
CD:109429,CP:2408588,0.0
CD:220614,CP:2408590,0.25
CD:220614,CP:2408610,0.0
CD:220614,CP:2408611,0.25
CD:220614,CP:2408612,0.25
CD:220614,CP:2408615,0.25
CD:220644,CP:2408619,0.25
CD:89536,CP:2408623,0.25
CD:98148,CP:2408625,0.0
CD:220614,CP:2408627,0.25
CD:220614,CP:2408628,0.25
CD:221148,CP:2408629,0.25
CD:221148,CP:2408630,0.0
CD:160598,CP:2408655,0.25
CD:220630,CP:2408689,0.25
CD:226179,CP:2408696,0.25
CD:204407,CP:2408699,0.25
CD:204407,CP:2408700,0.25
CD:220670,CP:2408709,1.0
CD:74428,CP:2408771,0.25
CD:160600,CP:2408774,0.25
CD:139285,CP:2408798,0.25
CD:220606,CP:2408802,0.25
CD:74856,CP:2408806,0.25
CD:220548,CP:2408813,0.25
CD:74041,CP:2408816,0.25
CD:220623,CP:2408834,0.0
CD:220575,CP:2408846,0.25
CD:220575,CP:2408847,0.25
CD:89536,CP:2408848,0.25
CD:162067,CP:2408889,0.25
CD:66828,CP:2408892,0.25
CD:220701,CP:2408909,0.25
CD:220630,CP:2408910,0.25
CD:220558,CP:2408923,0.25
CD:220671,CP:2408933,0.25
CD:220671,CP:2408934,0.25
CO:253,CP:2408968,0.25
CD:107283,CP:2408979,0.25
CD:220586,CP:2408994,0.25
CD:220569,CP:2408998,0.25
CD:220569,CP:2409008,0.25
CD:220657,CP:2409022,0.25
CO:78,CP:2409046,0.75
CD:157130,CP:2409048,0.25
CD:220534,CP:2409060,0.25
CO:78,CP:2409076,0.75
CO:78,CP:2409085,0.75
CO:78,CP:2409088,0.75
CO:78,CP:2409089,0.75
CO:78,CP:2409090,0.75
CD:204472,CP:2409100,0.25
CD:204472,CP:2409112,0.25
CD:204472,CP:2409113,0.25
CD:204472,CP:2409116,0.0
CD:220526,CP:2409117,0.0
CD:204472,CP:2409118,0.25
CD:204472,CP:2409145,0.25
CD:204488,CP:2409230,0.0
CD:220712,CP:2409231,0.25
CD:89536,CP:2409233,0.25
CD:89536,CP:2409236,0.25
CD:220531,CP:2409245,0.25
CD:204398,CP:2409286,0.25
CD:73579,CP:2409319,0.25
CD:178954,CP:2409369,0.25
CD:204479,CP:2409519,0.25
CD:178970,CP:2409524,0.25
CD:74156,CP:2409559,0.25
CD:160629,CP:2409560,0.0
CD:160629,CP:2409562,0.25
CD:204379,CP:2409564,0.25
CD:220701,CP:2409609,0.0
CD:178931,CP:2409610,1.0
CD:178857,CP:2409619,0.25
CD:220564,CP:2409628,0.25
CD:160635,CP:2409631,0.25
CD:220564,CP:2409632,0.25
CD:226708,CP:2409645,0.0
CD:160665,CP:2409679,0.25
CD:220606,CP:2409690,0.25
CD:220584,CP:2409744,0.0
CD:160161,CP:2409752,0.25
CD:220540,CP:2409753,0.25
CD:220540,CP:2409754,0.25
CD:220540,CP:2409756,0.25
CD:220540,CP:2409757,0.25
CD:178970,CP:2409906,0.0
CD:204491,CP:2410023,0.25
CD:204365,CP:2410200,0.25
CD:220550,CP:2410202,0.25
CD:221338,CP:2410209,0.25
CD:221338,CP:2410210,0.0
CD:161440,CP:2410211,0.25
CD:178876,CP:2410232,0.25
CD:178876,CP:2410234,0.25
CD:220686,CP:2410267,0.25
CD:220659,CP:2410270,0.25
CD:220686,CP:2410293,0.25
CD:220575,CP:2410317,0.25
CD:220630,CP:2410323,0.25
CD:160545,CP:2410333,0.25
CD:116379,CP:2410342,0.25
CD:204536,CP:2410357,0.25
CD:204536,CP:2410365,0.25
CD:128760,CP:2410415,0.0
CD:178829,CP:2410465,0.25
CO:78,CP:2410466,1.0
CD:160548,CP:2410467,0.25
CO:78,CP:2410471,0.75
CD:204572,CP:2410482,0.25
CO:78,CP:2410488,0.75
CD:74041,CP:2410509,0.25
CD:220556,CP:2410510,0.25
CD:74158,CP:2410514,0.25
CD:74856,CP:2410565,0.25
CD:178937,CP:2410568,0.25
CD:74856,CP:2410606,0.25
CD:74856,CP:2410608,0.0
CD:204472,CP:2410615,0.25
CD:204472,CP:2410616,0.25
CD:204391,CP:2411734,0.25
CD:220635,CP:2411735,0.0
CD:220583,CP:2411736,0.25
CD:133439,CP:2411743,0.0
CD:220650,CP:2411744,0.25
CD:220630,CP:2411746,0.25
CD:220650,CP:2411747,0.25
CD:214694,CP:2411748,0.25
CD:220650,CP:2411764,0.25
CD:198783,CP:2411779,0.0
CD:220639,CP:2411784,0.25
CD:204361,CP:2411790,0.25
CD:160599,CP:2411809,0.25
CD:160599,CP:2411814,0.25
CD:165470,CP:2411832,0.25
CD:220682,CP:2411833,0.25
CD:133439,CP:2411844,0.25
CD:139285,CP:2411873,0.25
CD:139285,CP:2411874,0.25
CD:220579,CP:2411900,0.25
CD:73579,CP:2411905,0.25
CD:73579,CP:2411909,0.25
CD:226708,CP:2411910,0.0
CD:160588,CP:2411916,0.25
CD:220548,CP:2411970,0.25
CD:143632,CP:2411989,0.25
CD:220644,CP:2411992,0.25
CD:204488,CP:2412064,0.25
CD:220682,CP:2412072,0.0
CD:220589,CP:2412074,0.25
CD:204536,CP:2412075,0.25
CD:220618,CP:2412077,0.25
CD:204494,CP:2412082,0.25
CO:253,CP:2412103,0.75
CD:204553,CP:2412115,0.25
CD:150418,CP:2412116,0.25
CD:74158,CP:2412125,0.25
CD:220656,CP:2412128,0.25
CD:160632,CP:2412148,0.25
CD:204491,CP:2412153,0.25
CD:220548,CP:2412156,0.0
CD:178993,CP:2412160,0.25
CD:178989,CP:2412161,0.25
CD:220684,CP:2412167,0.25
CD:220597,CP:2412181,0.25
CD:160632,CP:2412308,0.25
CD:220659,CP:2412382,0.25
CD:220659,CP:2412385,0.25
CD:220626,CP:2412400,0.25
CD:178829,CP:2412502,0.25
CO:5438,CP:2412504,0.25
CD:220653,CP:2412528,0.25
CD:220547,CP:2412534,0.0
CD:178986,CP:2412547,0.25
CD:205476,CP:2412551,0.25
CD:205476,CP:2412552,0.0
CD:226708,CP:2412553,0.25
CD:226708,CP:2412554,0.25
CD:220598,CP:2412555,0.25
CD:204464,CP:2412556,0.25
CD:220672,CP:2412568,0.0
CD:204572,CP:2412569,0.25
CD:220622,CP:2412571,0.0
CD:220623,CP:2412648,0.0
CD:204391,CP:2412649,0.25
CD:74084,CP:2412701,0.25
CD:204450,CP:2412743,0.25
CD:143632,CP:2412941,0.25
CD:74079,CP:2413031,0.0
CD:74079,CP:2413043,0.25
CD:220674,CP:2413050,0.25
CD:220674,CP:2413051,0.25
CD:74079,CP:2413060,0.25
CD:141421,CP:2413061,0.25
CD:204472,CP:2413133,0.25
CD:178829,CP:2413185,0.25
CD:220685,CP:2413191,0.25
CD:220565,CP:2413196,0.25
CD:220566,CP:2413199,0.25
CD:220620,CP:2413238,0.0
CD:220620,CP:2413239,0.25
CD:141470,CP:2413243,0.25
CD:89536,CP:2413247,0.25
CD:227370,CP:2413251,0.0
CD:204525,CP:2413253,0.25
CD:220674,CP:2413257,0.5
CD:178964,CP:2413258,0.25
CD:163321,CP:2413260,0.25
CD:204520,CP:2413267,0.25
CD:220604,CP:2413293,0.25
CD:160548,CP:2413307,0.0
CD:220557,CP:2413338,0.25
CD:204524,CP:2413359,0.25
CD:220631,CP:2413360,0.25
CD:137070,CP:2413392,0.0
CD:163321,CP:2413406,0.25
CD:163321,CP:2413451,0.25
CD:220635,CP:2413452,0.25
CO:102648,CP:2413461,0.25
CO:102648,CP:2413464,0.25
CD:163321,CP:2413469,0.25
CD:220695,CP:2413478,0.25
CD:220615,CP:2413505,0.25
CD:220659,CP:2413608,0.25
CD:141408,CP:2413618,0.25
CO:78,CP:2413647,0.0
CD:74283,CP:2413648,0.0
CD:220618,CP:2413651,0.0
CD:220540,CP:2413652,0.25
CD:220540,CP:2413653,0.25
CD:220540,CP:2413654,0.25
CD:220540,CP:2413655,0.0
CD:220540,CP:2413656,0.25
CD:220618,CP:2413658,0.25
CD:220587,CP:2413764,0.25
CO:78,CP:2413771,0.0
CD:220686,CP:2414193,0.25
CD:220659,CP:2414356,0.25
CD:73433,CP:2414397,0.25
CD:220565,CP:2414422,0.25
CD:220686,CP:2414484,0.25
CD:220686,CP:2414487,0.25
CD:220686,CP:2414488,0.0
CD:220686,CP:2414490,0.25
CD:204572,CP:2414531,0.25
CD:161440,CP:2414588,0.25
CD:220663,CP:2414589,0.25
CD:89536,CP:2414597,0.25
CD:220701,CP:2414690,0.0
CD:220659,CP:2414744,0.25
CD:220659,CP:2414766,0.25
CD:224117,CP:2414793,0.25
CD:220660,CP:2414823,0.25
CD:141470,CP:2414824,0.25
CD:220708,CP:2414847,0.25
CO:2014,CP:2414856,0.25
CD:178946,CP:2414882,0.25
CD:220558,CP:2414905,0.25
CD:74084,CP:2414907,0.25
CD:226837,CP:2414915,0.25
CD:74084,CP:2414917,0.25
CD:220673,CP:2414918,0.25
CD:220595,CP:2414921,0.25
CD:220673,CP:2414924,0.0
CD:73486,CP:2414925,0.25
CD:220659,CP:2414934,0.25
CD:220612,CP:2414944,0.0
CD:220612,CP:2414945,0.0
CD:161440,CP:2415002,0.25
CD:220531,CP:2415024,0.25
CD:204541,CP:2415037,0.25
CD:220659,CP:2415169,0.25
CD:160548,CP:2415178,0.25
CD:204412,CP:2415183,0.25
CO:5438,CP:2415189,0.25
CD:220659,CP:2415195,0.0
CD:204517,CP:2415320,0.25
CD:220540,CP:2415321,0.25
CD:220540,CP:2415322,0.25
CD:220540,CP:2415323,0.25
CD:220540,CP:2415324,0.25
CD:220540,CP:2415325,0.25
CD:220540,CP:2415327,0.25
CD:220652,CP:2415335,0.25
CD:220708,CP:2415465,0.0
CD:204536,CP:2415560,0.25
CD:220594,CP:2415576,0.25
CD:204365,CP:2415585,0.25
CD:73486,CP:2415587,0.0
CD:204411,CP:2415611,0.0
CD:204411,CP:2415613,0.0
CD:220666,CP:2415614,0.25
CD:109429,CP:2415636,0.25
CD:160604,CP:2415638,0.25
CD:204472,CP:2415667,0.0
CD:227310,CP:2415668,0.25
CD:141408,CP:2415669,0.25
CD:178954,CP:2415745,0.25
CD:204524,CP:2415767,0.25
CD:220641,CP:2415787,0.25
CD:220542,CP:2415793,0.25
CD:204488,CP:2415798,0.25
CD:204472,CP:2415799,0.25
CD:178934,CP:2415855,0.25
CD:204394,CP:2415881,0.5
CD:214694,CP:2415997,0.25
CD:220715,CP:2416052,0.25
CD:220531,CP:2416063,0.25
CO:253,CP:2416065,0.75
CD:204416,CP:2416106,0.5
CD:141408,CP:2416118,0.25
CD:74428,CP:2416121,0.25
CD:220695,CP:2416177,0.0
CD:220640,CP:2416178,0.0
CD:220686,CP:2416256,0.25
CD:220695,CP:2416258,0.25
CD:220686,CP:2416259,0.0
CD:204472,CP:2416263,0.0
CD:74856,CP:2416269,0.25
CD:220610,CP:2416279,0.25
CD:220610,CP:2416280,0.0
CD:204553,CP:2416287,0.25
CD:220706,CP:2416308,0.25
CD:220706,CP:2416309,0.25
CD:178843,CP:2416314,0.25
CD:178843,CP:2416327,0.25
CD:178843,CP:2416328,0.25
CD:178843,CP:2416331,0.25
CD:178843,CP:2416332,0.25
CD:204553,CP:2416335,0.25
CD:178843,CP:2416339,0.25
CD:204410,CP:2416346,0.25
CD:204410,CP:2416347,0.25
CD:204410,CP:2416349,0.0
CD:204410,CP:2416352,0.25
CD:204410,CP:2416353,0.25
CD:198783,CP:2416413,0.25
CD:198783,CP:2416415,0.25
CD:220540,CP:2416430,0.25
CD:220540,CP:2416431,0.25
CD:220540,CP:2416432,0.0
CD:220540,CP:2416434,0.25
CD:220540,CP:2416436,0.25
CD:220540,CP:2416438,0.25
CD:220540,CP:2416439,0.25
CD:220540,CP:2416440,0.0
CD:220657,CP:2416458,0.25
CD:220657,CP:2416459,0.25
CD:220657,CP:2416460,0.25
CD:220686,CP:2416462,0.25
CD:220652,CP:2416518,0.25
CD:116379,CP:2416520,0.25
CO:253,CP:2416522,0.75
CD:220702,CP:2416532,0.25
CD:178989,CP:2416533,0.25
CD:223128,CP:2416561,0.25
CD:204553,CP:2416571,0.0
CD:204464,CP:2416586,0.25
CD:204559,CP:2416596,0.25
CD:204553,CP:2416597,0.25
CD:220695,CP:2416598,0.25
CD:220695,CP:2416599,0.0
CD:204553,CP:2416608,0.25
CD:204553,CP:2416609,0.25
CD:220660,CP:2416611,0.25
CD:220544,CP:2416623,0.25
CD:226179,CP:2416664,0.25
CD:122158,CP:2416678,0.25
CD:122158,CP:2416679,0.25
CD:204534,CP:2416685,0.25
CD:204534,CP:2416711,0.25
CO:253,CP:2416729,1.0
CO:253,CP:2416731,0.0
CO:253,CP:2416733,1.0
CO:78,CP:2416754,0.75
CO:78,CP:2416755,0.75
CO:78,CP:2416756,0.75
CO:78,CP:2416757,0.75
CO:78,CP:2416758,0.75
CO:78,CP:2416759,0.75
CO:78,CP:2416760,0.75
CO:78,CP:2416761,0.75
CO:78,CP:2416762,0.75
CO:78,CP:2416763,0.75
CO:78,CP:2416765,0.75
CO:78,CP:2416780,0.75
CO:78,CP:2416781,0.75
CO:78,CP:2416789,0.75
CO:253,CP:2416790,1.0
CO:253,CP:2416804,1.0
CO:253,CP:2416809,0.75
CO:253,CP:2416810,0.75
CO:253,CP:2416811,0.75
CD:178989,CP:2481753,0.25
CD:220539,CP:2484575,0.25
CD:220558,CP:2485215,0.25
CD:220604,CP:2487039,0.25
CD:160629,CP:2487299,0.25
CD:220549,CP:2488221,0.25
CD:204410,CP:2529128,0.25
CD:74274,CP:253500,1.0
CD:204412,CP:2403527,0.25
CD:160548,CP:2403542,0.25
CD:220635,CP:2403606,0.0
CD:204365,CP:2403640,0.25
CD:204365,CP:2403642,0.25
CD:204365,CP:2403643,0.25
CD:220623,CP:2403726,0.25
CD:204365,CP:2404070,0.25
CD:220601,CP:2404235,0.25
CD:204407,CP:2404273,0.25
CD:220601,CP:2404276,0.25
CD:74374,CP:2404300,0.25
CD:220715,CP:2404403,0.25
CD:204488,CP:2404548,0.0
CD:204488,CP:2404596,0.25
CD:204488,CP:2404598,0.25
CD:204517,CP:2404706,0.0
CD:220574,CP:2405049,0.25
CD:220666,CP:2405248,0.25
CD:74283,CP:2405321,0.25
CD:152605,CP:2405761,0.25
CD:73579,CP:2406187,0.25
CD:204534,CP:2406231,0.25
CD:204410,CP:2406248,0.5
CD:164360,CP:2406306,0.25
CD:104552,CP:2406361,0.25
CD:74856,CP:2406422,0.5
CD:204528,CP:2406480,0.25
CD:104552,CP:2406521,0.5
CD:74856,CP:2406644,0.25
CD:204534,CP:2406899,0.25
CD:204365,CP:2408304,0.25
CD:160601,CP:2408580,0.25
CD:204536,CP:2408771,0.25
CD:220642,CP:2408909,0.25
CD:220618,CP:2408923,0.25
CD:72442,CP:2409610,1.0
CD:74041,CP:2409744,0.0
CD:178871,CP:2410616,0.25
CD:220606,CP:2411833,0.25
CD:220530,CP:2411900,0.25
CD:220618,CP:2412181,0.25
CD:221338,CP:2412555,0.25
CD:221338,CP:2412556,0.25
CD:220639,CP:2413505,0.25
CD:220534,CP:2413651,0.0
CD:220642,CP:2414690,0.0
CD:220545,CP:2414882,0.25
CD:219585,CP:2414905,0.25
CD:220571,CP:2414918,0.25
CD:220644,CP:2415320,0.25
CD:73692,CP:2416106,0.5
CD:227401,CP:2416279,0.25
CD:227401,CP:2416280,0.0
CD:204534,CP:2416586,0.25
CD:220615,CP:2416685,0.25
CD:204504,CP:2403542,0.25
CD:204528,CP:2403640,0.25
CD:204528,CP:2403642,0.25
CD:204528,CP:2403643,0.25
CD:204528,CP:2404070,0.25
CD:160604,CP:2404235,0.25
CD:160569,CP:2404276,0.25
CD:160632,CP:2404706,0.0
CD:220574,CP:2405248,0.25
CD:160610,CP:2405321,0.25
CD:204407,CP:2405761,0.25
CD:104552,CP:2406231,0.25
CD:214694,CP:2406248,0.5
CD:220641,CP:2406361,0.25
CD:220667,CP:2406521,0.5
CD:104552,CP:2406899,0.25
CD:204528,CP:2408304,0.25
CD:220550,CP:2408580,0.25
CD:204416,CP:2408923,0.25
CD:74171,CP:2412555,0.25
CD:74171,CP:2412556,0.25
CD:178871,CP:2413651,0.0
CD:204528,CP:2414882,0.25
CD:73692,CP:2415320,0.25
CD:92346,CP:2416106,0.5
CD:178946,CP:2416586,0.25
CD:220640,CP:2416685,0.25
CD:74262,CP:2403542,0.25
CD:74160,CP:2404235,0.25
CD:74283,CP:2404276,0.25
CD:220536,CP:2404706,0.0
CD:157130,CP:2405321,0.25
CD:220641,CP:2406231,0.25
CD:220551,CP:2406248,0.5
CD:220606,CP:2406361,0.25
CD:220623,CP:2406521,0.5
CD:220536,CP:2406638,0.0
CD:220641,CP:2406899,0.25
CD:220655,CP:2408580,0.25
CD:160629,CP:2408923,0.25
CD:73579,CP:2413651,0.0
CD:204540,CP:2415320,0.25
CD:220619,CP:2416106,0.5
CD:204535,CP:2416586,0.25
CD:204501,CP:2403542,0.25
CD:74858,CP:2404235,0.25
CD:74376,CP:2404276,0.25
CD:220564,CP:2404706,0.0
CD:220598,CP:2405321,0.25
CD:220586,CP:2406231,0.25
CD:220576,CP:2406248,0.5
CD:220580,CP:2406361,0.25
CD:220686,CP:2406521,0.5
CD:220606,CP:2406899,0.25
CD:220619,CP:2408580,0.25
CD:204553,CP:2408923,0.25
CD:160598,CP:2415320,0.25
CD:220625,CP:2416106,0.5
CD:221378,CP:2416586,0.25
CD:141464,CP:2404235,0.25
CD:160610,CP:2404276,0.25
CD:74043,CP:2404706,0.0
CD:220682,CP:2405321,0.25
CD:220580,CP:2406231,0.25
CD:204410,CP:2406361,0.25
CD:220548,CP:2406521,0.5
CD:220580,CP:2406899,0.25
CD:220657,CP:2408580,0.25
CD:220534,CP:2408923,0.25
CD:220656,CP:2415320,0.25
CD:220594,CP:2416106,0.5
CD:178866,CP:2416586,0.25
CD:178873,CP:2404235,0.25
CD:220682,CP:2404276,0.25
CD:160518,CP:2404706,0.0
CD:204535,CP:2405321,0.25
CD:204410,CP:2406231,0.25
CD:214694,CP:2406361,0.25
CD:220715,CP:2406521,0.5
CD:204410,CP:2406899,0.25
CD:220635,CP:2408923,0.25
CD:204412,CP:2415320,0.25
CD:220690,CP:2416106,0.5
CD:220662,CP:2416586,0.25
CD:220700,CP:2404235,0.25
CD:73604,CP:2404276,0.25
CD:137070,CP:2404706,0.0
CD:178887,CP:2405321,0.25
CD:214694,CP:2406231,0.25
CD:220551,CP:2406361,0.25
CD:204396,CP:2406638,0.0
CD:214694,CP:2406899,0.25
CD:73579,CP:2408923,0.25
CD:204518,CP:2415320,0.25
CD:139285,CP:2416586,0.25
CD:220688,CP:2404235,0.25
CD:178887,CP:2404276,0.25
CD:157130,CP:2404706,0.0
CD:220606,CP:2405321,0.25
CD:220551,CP:2406231,0.25
CD:220551,CP:2406899,0.25
CD:178929,CP:2415320,0.25
CD:74856,CP:2416586,0.25
CD:220554,CP:2404235,0.25
CD:74371,CP:2404276,0.25
CD:221338,CP:2405321,0.25
CD:220576,CP:2406231,0.25
CD:220597,CP:2406638,0.0
CD:220670,CP:2416586,0.25
CD:204480,CP:2404276,0.25
CD:204534,CP:2404706,0.0
CD:74160,CP:2405321,0.25
CD:220560,CP:2406638,0.0
CD:160598,CP:2416586,0.25
CD:220606,CP:2404276,0.25
CD:178946,CP:2404706,0.0
CD:220615,CP:2405321,0.25
CD:178947,CP:2406638,0.0
CD:220686,CP:2416586,0.25
CD:74161,CP:2404276,0.25
CD:104552,CP:2404706,0.0
CD:204453,CP:2405321,0.25
CD:204412,CP:2416586,0.25
CD:204492,CP:2404276,0.25
CD:220651,CP:2404706,0.0
CD:74398,CP:2405321,0.25
CD:220625,CP:2416586,0.25
CD:171617,CP:2404276,0.25
CD:160535,CP:2405321,0.25
CD:220548,CP:2416586,0.25
CD:160556,CP:2404276,0.25
CD:220579,CP:2404706,0.0
CD:74041,CP:2405321,0.25
CD:220713,CP:2406638,0.0
CD:220707,CP:2416586,0.25
CD:74159,CP:2404276,0.25
CD:204360,CP:2404706,0.0
CD:74858,CP:2405321,0.25
CD:178986,CP:2404276,0.25
CD:220713,CP:2404706,0.0
CD:178857,CP:2405321,0.25
CD:220621,CP:2406638,0.0
CD:204453,CP:2404276,0.25
CD:178970,CP:2405321,0.25
CD:171786,CP:2404276,0.25
CD:141456,CP:2405321,0.25
CD:74398,CP:2404276,0.25
CD:73531,CP:2405321,0.25
CD:220668,CP:2404276,0.25
CD:220620,CP:2404706,0.0
CD:204445,CP:2405321,0.25
CD:81055,CP:2404276,0.25
CD:220644,CP:2404706,0.0
CD:204407,CP:2405321,0.25
CD:74041,CP:2404276,0.25
CD:220645,CP:2405321,0.25
CD:74156,CP:2404276,0.25
CD:220602,CP:2405321,0.25
CD:220566,CP:2404276,0.25
CD:220694,CP:2404706,0.0
CD:220553,CP:2405321,0.25
CD:165470,CP:2406638,0.0
CD:74856,CP:2404276,0.25
CD:220543,CP:2404706,0.0
CD:220629,CP:2405321,0.25
CD:162067,CP:2404276,0.25
CD:153423,CP:2404706,0.0
CD:206018,CP:2405321,0.25
CD:220640,CP:2404276,0.25
CD:220626,CP:2404706,0.0
CD:220704,CP:2405321,0.25
CD:178857,CP:2404276,0.25
CD:220532,CP:2404706,0.0
CD:204426,CP:2405321,0.25
CD:178970,CP:2404276,0.25
CD:220580,CP:2404706,0.0
CD:220548,CP:2405321,0.25
CD:220527,CP:2404276,0.25
CD:160538,CP:2405321,0.25
CD:220670,CP:2404276,0.25
CD:220556,CP:2405321,0.25
CD:220696,CP:2404276,0.25
CD:220554,CP:2405321,0.25
CD:74161,CP:2406638,0.0
CD:178873,CP:2404276,0.25
CD:204406,CP:2404706,0.0
CD:204501,CP:2405321,0.25
CD:220700,CP:2404276,0.25
CD:204495,CP:2405321,0.25
CD:204445,CP:2404276,0.25
CD:122158,CP:2404706,0.0
CD:220688,CP:2404276,0.25
CD:160601,CP:2406638,0.0
CD:220602,CP:2404276,0.25
CD:180214,CP:2404706,0.0
CD:220553,CP:2404276,0.25
CD:204422,CP:2404706,0.0
CD:220704,CP:2404276,0.25
CD:141516,CP:2405983,0.0
CD:141398,CP:2404276,0.25
CD:220622,CP:2404706,0.0
CD:204406,CP:2406638,0.0
CD:204426,CP:2404276,0.25
CD:220548,CP:2404276,0.25
CD:160538,CP:2404276,0.25
CD:74428,CP:2404706,0.0
CD:73701,CP:2404276,0.25
CD:171617,CP:2406638,0.0
CD:220632,CP:2404276,0.25
CD:220556,CP:2404276,0.25
CD:220661,CP:2404706,0.0
CD:204501,CP:2404276,0.25
CD:74158,CP:2404706,0.0
CD:204479,CP:2406638,0.0
CD:74398,CP:2404706,0.0
CD:220604,CP:2404706,0.0
CD:219585,CP:2404706,0.0
CD:220607,CP:2406638,0.0
CD:220648,CP:2404706,0.0
CD:74158,CP:2405983,0.0
CD:220609,CP:2406638,0.0
CD:204526,CP:2404706,0.0
CD:220658,CP:2404706,0.0
