name,label,partido,type,score,bigtype,billtype,cod_partido,uf
CP:2256472,PL 3562/2020,,Proposicao,0.0,bill,PL,,
CP:2256479,PL 3563/2020,,Proposicao,0.25,bill,PL,,
CP:2256481,PLV 21/2020,,Proposicao,0.0,bill,PLV,,
CP:2256486,PL 3565/2020,,Proposicao,0.25,bill,PL,,
CP:2256501,PL 3566/2020,,Proposicao,0.0,bill,PL,,
CP:2256503,PL 3567/2020,,Proposicao,0.25,bill,PL,,
CP:2256506,PL 3568/2020,,Proposicao,0.25,bill,PL,,
CP:2256511,PL 3569/2020,,Proposicao,0.25,bill,PL,,
CP:2256517,PL 3572/2020,,Proposicao,0.25,bill,PL,,
CP:2256518,PL 3573/2020,,Proposicao,0.25,bill,PL,,
CP:2256521,PL 3574/2020,,Proposicao,0.25,bill,PL,,
CP:2256522,PLV 22/2020,,Proposicao,0.0,bill,PLV,,
CP:2256529,PL 3575/2020,,Proposicao,0.25,bill,PL,,
CP:2256535,PL 3576/2020,,Proposicao,0.25,bill,PL,,
CP:2256537,PL 3577/2020,,Proposicao,0.25,bill,PL,,
CP:2256542,MPV 987/2020,,Proposicao,1.0,bill,MPV,,
CP:2256543,PL 3578/2020,,Proposicao,0.25,bill,PL,,
CP:2256546,PL 3579/2020,,Proposicao,0.25,bill,PL,,
CP:2256547,PL 3580/2020,,Proposicao,0.0,bill,PL,,
CP:2256548,MPV 988/2020,,Proposicao,0.25,bill,MPV,,
CP:2256549,PL 3581/2020,,Proposicao,0.25,bill,PL,,
CP:2256557,PL 3584/2020,,Proposicao,0.25,bill,PL,,
CP:2256558,PL 3585/2020,,Proposicao,0.0,bill,PL,,
CP:2256559,PL 3586/2020,,Proposicao,0.25,bill,PL,,
CP:2256564,PL 3587/2020,,Proposicao,0.25,bill,PL,,
CP:2256565,PL 3588/2020,,Proposicao,0.25,bill,PL,,
CP:2256570,PL 3589/2020,,Proposicao,0.25,bill,PL,,
CP:2256573,PL 3590/2020,,Proposicao,0.25,bill,PL,,
CP:2256577,PL 3591/2020,,Proposicao,0.0,bill,PL,,
CP:2256584,PL 3592/2020,,Proposicao,0.25,bill,PL,,
CP:2256588,PL 3593/2020,,Proposicao,0.0,bill,PL,,
CP:2256589,PL 3594/2020,,Proposicao,0.25,bill,PL,,
CP:2256590,PLP 175/2020,,Proposicao,0.25,bill,PLP,,
CP:2256598,PL 3595/2020,,Proposicao,0.25,bill,PL,,
CP:2256634,PL 3596/2020,,Proposicao,0.25,bill,PL,,
CP:2256636,PL 3597/2020,,Proposicao,0.0,bill,PL,,
CP:2256640,PL 3598/2020,,Proposicao,0.25,bill,PL,,
CP:2256649,PL 3599/2020,,Proposicao,0.25,bill,PL,,
CP:2256653,PL 3600/2020,,Proposicao,0.0,bill,PL,,
CP:2256658,PL 3601/2020,,Proposicao,0.25,bill,PL,,
CP:2256659,PL 3602/2020,,Proposicao,0.0,bill,PL,,
CP:2256663,PL 3604/2020,,Proposicao,0.0,bill,PL,,
CP:2256664,PL 3605/2020,,Proposicao,0.25,bill,PL,,
CP:2256667,PL 3609/2020,,Proposicao,0.25,bill,PL,,
CP:2256668,PL 3610/2020,,Proposicao,0.25,bill,PL,,
CP:2256669,PL 3611/2020,,Proposicao,0.25,bill,PL,,
CP:2256671,PL 3612/2020,,Proposicao,0.25,bill,PL,,
CP:2256674,PL 3613/2020,,Proposicao,0.0,bill,PL,,
CP:2256675,PL 3614/2020,,Proposicao,0.0,bill,PL,,
CP:2256679,PL 3616/2020,,Proposicao,0.25,bill,PL,,
CP:2256685,PL 3617/2020,,Proposicao,0.25,bill,PL,,
CP:2256686,PL 3618/2020,,Proposicao,0.25,bill,PL,,
CP:2256691,PL 3619/2020,,Proposicao,0.25,bill,PL,,
CP:2256692,PL 3620/2020,,Proposicao,0.25,bill,PL,,
CP:2256693,PL 3621/2020,,Proposicao,0.0,bill,PL,,
CP:2256694,PL 3622/2020,,Proposicao,0.25,bill,PL,,
CP:2256699,PL 3623/2020,,Proposicao,0.0,bill,PL,,
CP:2256700,PL 3624/2020,,Proposicao,0.25,bill,PL,,
CP:2256701,PL 3625/2020,,Proposicao,0.25,bill,PL,,
CP:2256707,PL 3626/2020,,Proposicao,0.25,bill,PL,,
CP:2256710,PL 3627/2020,,Proposicao,0.25,bill,PL,,
CP:2256711,PL 3628/2020,,Proposicao,0.25,bill,PL,,
CP:2256716,PL 3629/2020,,Proposicao,0.25,bill,PL,,
CP:2256721,PL 3632/2020,,Proposicao,0.0,bill,PL,,
CP:2256722,PL 3633/2020,,Proposicao,0.0,bill,PL,,
CP:2256724,PL 3634/2020,,Proposicao,0.25,bill,PL,,
CP:2256726,PL 3635/2020,,Proposicao,0.0,bill,PL,,
CP:2256727,PL 3636/2020,,Proposicao,0.25,bill,PL,,
CP:2256728,PL 3637/2020,,Proposicao,0.25,bill,PL,,
CP:2256730,PL 3638/2020,,Proposicao,0.25,bill,PL,,
CP:2256733,PL 3639/2020,,Proposicao,0.0,bill,PL,,
CP:2256735,PL 2630/2020,,Proposicao,0.75,bill,PL,,
CP:2256738,PL 3640/2020,,Proposicao,0.25,bill,PL,,
CP:2256740,PL 3641/2020,,Proposicao,0.25,bill,PL,,
CP:2256741,PL 3642/2020,,Proposicao,0.25,bill,PL,,
CP:2256744,PL 3643/2020,,Proposicao,0.25,bill,PL,,
CP:2256745,PL 3644/2020,,Proposicao,0.25,bill,PL,,
CP:2256746,PL 3645/2020,,Proposicao,0.25,bill,PL,,
CP:2256747,PL 3646/2020,,Proposicao,0.25,bill,PL,,
CP:2256847,PL 3649/2020,,Proposicao,0.25,bill,PL,,
CP:2256848,PL 3650/2020,,Proposicao,0.25,bill,PL,,
CP:2256850,PL 3651/2020,,Proposicao,0.25,bill,PL,,
CP:2256851,PL 3652/2020,,Proposicao,0.25,bill,PL,,
CP:2256852,PL 3653/2020,,Proposicao,0.25,bill,PL,,
CP:2256857,PL 3655/2020,,Proposicao,0.25,bill,PL,,
CP:2256860,PL 3658/2020,,Proposicao,0.25,bill,PL,,
CP:2256861,PL 3659/2020,,Proposicao,0.25,bill,PL,,
CP:2256863,PL 3660/2020,,Proposicao,0.25,bill,PL,,
CP:2256871,PL 3661/2020,,Proposicao,0.25,bill,PL,,
CP:2256872,PLP 177/2020,,Proposicao,0.25,bill,PLP,,
CP:2256873,PL 3662/2020,,Proposicao,0.25,bill,PL,,
CP:2256875,PL 3663/2020,,Proposicao,0.25,bill,PL,,
CP:2256877,PL 3664/2020,,Proposicao,0.0,bill,PL,,
CP:2256878,PL 3665/2020,,Proposicao,0.25,bill,PL,,
CP:2256879,PLN 16/2020,,Proposicao,1.0,bill,PLN,,
CP:2256880,PL 3666/2020,,Proposicao,0.25,bill,PL,,
CP:2256881,PLP 178/2020,,Proposicao,0.0,bill,PLP,,
CP:2256882,PL 3667/2020,,Proposicao,0.25,bill,PL,,
CP:2256889,PL 3668/2020,,Proposicao,0.25,bill,PL,,
CP:2256895,PL 2424/2020,,Proposicao,1.0,bill,PL,,
CP:2256898,PL 3671/2020,,Proposicao,0.25,bill,PL,,
CP:2256902,PL 3673/2020,,Proposicao,0.0,bill,PL,,
CP:2256903,PL 3674/2020,,Proposicao,0.25,bill,PL,,
CP:2256906,PL 3675/2020,,Proposicao,0.25,bill,PL,,
CP:2256909,PL 3676/2020,,Proposicao,0.25,bill,PL,,
CP:2256910,PL 3677/2020,,Proposicao,0.25,bill,PL,,
CP:2256915,PL 3678/2020,,Proposicao,0.25,bill,PL,,
CP:2256940,PL 3679/2020,,Proposicao,0.25,bill,PL,,
CP:2256947,PL 3680/2020,,Proposicao,0.25,bill,PL,,
CP:2256960,PL 3681/2020,,Proposicao,0.25,bill,PL,,
CP:2256969,PL 3684/2020,,Proposicao,0.0,bill,PL,,
CP:2256973,PL 3685/2020,,Proposicao,0.25,bill,PL,,
CP:2256976,PL 3686/2020,,Proposicao,0.0,bill,PL,,
CP:2256977,PLV 23/2020,,Proposicao,0.25,bill,PLV,,
CP:2256986,PL 3687/2020,,Proposicao,0.25,bill,PL,,
CP:2256987,PL 3688/2020,,Proposicao,0.25,bill,PL,,
CP:2256999,PL 3695/2020,,Proposicao,0.25,bill,PL,,
CP:2257004,PL 3696/2020,,Proposicao,0.25,bill,PL,,
CP:2257008,PLP 179/2020,,Proposicao,0.25,bill,PLP,,
CP:2257009,PL 3697/2020,,Proposicao,0.0,bill,PL,,
CP:2257010,PLP 180/2020,,Proposicao,0.25,bill,PLP,,
CP:2257011,PL 3698/2020,,Proposicao,0.0,bill,PL,,
CP:2257014,PL 3699/2020,,Proposicao,0.25,bill,PL,,
CP:2257022,PL 3700/2020,,Proposicao,0.25,bill,PL,,
CP:2257023,PL 3701/2020,,Proposicao,0.25,bill,PL,,
CP:2257024,PL 3702/2020,,Proposicao,0.25,bill,PL,,
CP:2257029,PL 3704/2020,,Proposicao,0.25,bill,PL,,
CP:2257031,PL 3705/2020,,Proposicao,0.25,bill,PL,,
CP:2257032,PL 3706/2020,,Proposicao,0.25,bill,PL,,
CP:2257035,PL 3708/2020,,Proposicao,0.25,bill,PL,,
CP:2257038,PL 3710/2020,,Proposicao,0.25,bill,PL,,
CP:2257214,PL 3713/2020,,Proposicao,0.25,bill,PL,,
CP:2257218,PL 3714/2020,,Proposicao,0.25,bill,PL,,
CP:2257224,PL 3715/2020,,Proposicao,0.25,bill,PL,,
CP:2257241,PL 3717/2020,,Proposicao,0.25,bill,PL,,
CP:2257255,PL 3718/2020,,Proposicao,0.25,bill,PL,,
CP:2257264,PLV 24/2020,,Proposicao,0.0,bill,PLV,,
CP:2257265,PL 3719/2020,,Proposicao,0.25,bill,PL,,
CP:2257267,PLP 181/2020,,Proposicao,0.0,bill,PLP,,
CP:2257268,PL 3720/2020,,Proposicao,0.25,bill,PL,,
CP:2257272,PL 3721/2020,,Proposicao,0.25,bill,PL,,
CP:2257281,MPV 989/2020,,Proposicao,0.25,bill,MPV,,
CP:2257291,PL 3722/2020,,Proposicao,0.25,bill,PL,,
CP:2257292,PL 3723/2020,,Proposicao,0.0,bill,PL,,
CP:2257297,PL 3725/2020,,Proposicao,0.25,bill,PL,,
CP:2257299,PL 3726/2020,,Proposicao,0.25,bill,PL,,
CP:2257300,PL 3727/2020,,Proposicao,0.0,bill,PL,,
CP:2257301,PL 3728/2020,,Proposicao,0.25,bill,PL,,
CP:2257324,PL 3729/2020,,Proposicao,0.0,bill,PL,,
CP:2257326,PL 3730/2020,,Proposicao,0.0,bill,PL,,
CP:2257330,PL 3731/2020,,Proposicao,0.0,bill,PL,,
CP:2257336,PL 3732/2020,,Proposicao,0.0,bill,PL,,
CP:2257349,PL 3733/2020,,Proposicao,0.25,bill,PL,,
CP:2257352,PL 3734/2020,,Proposicao,0.25,bill,PL,,
CP:2257354,PL 3735/2020,,Proposicao,0.25,bill,PL,,
CP:2257366,PL 3736/2020,,Proposicao,0.25,bill,PL,,
CP:2257451,MPV 990/2020,,Proposicao,0.25,bill,MPV,,
CP:2257453,PL 3741/2020,,Proposicao,0.25,bill,PL,,
CP:2257457,PL 3743/2020,,Proposicao,0.25,bill,PL,,
CP:2257459,PL 3744/2020,,Proposicao,0.0,bill,PL,,
CP:2257461,PL 3745/2020,,Proposicao,0.25,bill,PL,,
CP:2257463,PL 3746/2020,,Proposicao,0.25,bill,PL,,
CP:2257465,PL 3747/2020,,Proposicao,0.25,bill,PL,,
CP:2257468,PL 3748/2020,,Proposicao,0.25,bill,PL,,
CP:2257470,PL 3750/2020,,Proposicao,0.25,bill,PL,,
CP:2257472,PL 3751/2020,,Proposicao,0.0,bill,PL,,
CP:2257473,PL 3752/2020,,Proposicao,0.25,bill,PL,,
CP:2257474,PL 3753/2020,,Proposicao,0.25,bill,PL,,
CP:2257480,PL 3755/2020,,Proposicao,0.25,bill,PL,,
CP:2257481,PL 3756/2020,,Proposicao,0.25,bill,PL,,
CP:2257488,PL 3757/2020,,Proposicao,0.25,bill,PL,,
CP:2257491,PL 3758/2020,,Proposicao,0.25,bill,PL,,
CP:2257498,PL 3759/2020,,Proposicao,0.25,bill,PL,,
CP:2257504,PL 3760/2020,,Proposicao,0.25,bill,PL,,
CP:2257506,PL 3761/2020,,Proposicao,0.25,bill,PL,,
CP:2257508,PL 3762/2020,,Proposicao,0.25,bill,PL,,
CP:2257509,PL 3763/2020,,Proposicao,0.0,bill,PL,,
CP:2257510,PL 3764/2020,,Proposicao,0.0,bill,PL,,
CP:2257511,PL 3765/2020,,Proposicao,1.0,bill,PL,,
CP:2257513,PL 3766/2020,,Proposicao,0.25,bill,PL,,
CP:2257515,PL 3767/2020,,Proposicao,0.0,bill,PL,,
CP:2257516,PLP 183/2020,,Proposicao,0.0,bill,PLP,,
CP:2257517,PL 3768/2020,,Proposicao,0.25,bill,PL,,
CP:2257523,PL 3770/2020,,Proposicao,0.0,bill,PL,,
CP:2257526,PL 3771/2020,,Proposicao,0.25,bill,PL,,
CP:2257540,PL 3772/2020,,Proposicao,0.25,bill,PL,,
CP:2257542,PL 3773/2020,,Proposicao,0.25,bill,PL,,
CP:2257543,PL 3774/2020,,Proposicao,0.0,bill,PL,,
CP:2257544,PL 3775/2020,,Proposicao,0.25,bill,PL,,
CP:2257554,PLP 184/2020,,Proposicao,0.0,bill,PLP,,
CP:2257558,PL 3777/2020,,Proposicao,0.25,bill,PL,,
CP:2257559,PL 3778/2020,,Proposicao,0.0,bill,PL,,
CP:2257561,PL 3779/2020,,Proposicao,0.25,bill,PL,,
CP:2257562,PL 3780/2020,,Proposicao,0.0,bill,PL,,
CP:2257563,PL 3781/2020,,Proposicao,0.0,bill,PL,,
CP:2257587,PL 3782/2020,,Proposicao,0.25,bill,PL,,
CP:2257594,PL 3783/2020,,Proposicao,0.25,bill,PL,,
CP:2257595,PL 3784/2020,,Proposicao,0.25,bill,PL,,
CP:2257607,PL 3787/2020,,Proposicao,0.25,bill,PL,,
CP:2257608,PLV 25/2020,,Proposicao,0.0,bill,PLV,,
CP:2257614,PL 3788/2020,,Proposicao,0.25,bill,PL,,
CP:2257622,PL 3791/2020,,Proposicao,0.25,bill,PL,,
CP:2257636,PL 3793/2020,,Proposicao,0.25,bill,PL,,
CP:2257637,PL 3794/2020,,Proposicao,0.25,bill,PL,,
CP:2257640,PL 3795/2020,,Proposicao,0.0,bill,PL,,
CP:2257642,PL 3796/2020,,Proposicao,0.25,bill,PL,,
CP:2257678,PL 3797/2020,,Proposicao,0.25,bill,PL,,
CP:2257679,PL 3798/2020,,Proposicao,0.25,bill,PL,,
CP:2257683,PL 3799/2020,,Proposicao,0.25,bill,PL,,
CP:2257702,PL 3801/2020,,Proposicao,0.25,bill,PL,,
CP:2257722,PL 3802/2020,,Proposicao,0.25,bill,PL,,
CP:2257736,PL 3803/2020,,Proposicao,0.25,bill,PL,,
CP:2257742,PL 3805/2020,,Proposicao,0.0,bill,PL,,
CP:2257759,PL 3806/2020,,Proposicao,0.25,bill,PL,,
CP:2257780,PL 3807/2020,,Proposicao,0.25,bill,PL,,
CP:2257781,PL 3808/2020,,Proposicao,0.0,bill,PL,,
CP:2257782,PL 3809/2020,,Proposicao,0.0,bill,PL,,
CP:2257783,PL 3810/2020,,Proposicao,0.25,bill,PL,,
CP:2257786,PL 3811/2020,,Proposicao,0.0,bill,PL,,
CP:2257794,PL 3812/2020,,Proposicao,0.25,bill,PL,,
CP:2257795,PL 3813/2020,,Proposicao,0.25,bill,PL,,
CP:2257802,PL 3815/2020,,Proposicao,0.25,bill,PL,,
CP:2257804,PL 3817/2020,,Proposicao,0.25,bill,PL,,
CP:2257808,MPV 991/2020,,Proposicao,0.25,bill,MPV,,
CP:2257810,PLP 186/2020,,Proposicao,0.25,bill,PLP,,
CP:2257812,PL 3818/2020,,Proposicao,0.25,bill,PL,,
CP:2257838,PL 3820/2020,,Proposicao,0.25,bill,PL,,
CP:2257839,PL 3821/2020,,Proposicao,0.25,bill,PL,,
CP:2257840,PL 3822/2020,,Proposicao,0.0,bill,PL,,
CP:2257841,PLP 187/2020,,Proposicao,0.25,bill,PLP,,
CP:2257843,PL 3823/2020,,Proposicao,0.25,bill,PL,,
CP:2257844,PL 3824/2020,,Proposicao,0.25,bill,PL,,
CP:2257845,PL 3825/2020,,Proposicao,0.25,bill,PL,,
CP:2257846,PL 3826/2020,,Proposicao,0.0,bill,PL,,
CP:2257877,PL 3827/2020,,Proposicao,0.25,bill,PL,,
CP:2257879,PL 3828/2020,,Proposicao,0.0,bill,PL,,
CP:2257887,PL 3831/2020,,Proposicao,0.25,bill,PL,,
CP:2257888,PL 3832/2020,,Proposicao,0.25,bill,PL,,
CP:2257897,PL 3833/2020,,Proposicao,0.25,bill,PL,,
CP:2257899,PL 3834/2020,,Proposicao,0.25,bill,PL,,
CP:2257901,PL 3835/2020,,Proposicao,0.25,bill,PL,,
CP:2257903,PL 3836/2020,,Proposicao,0.25,bill,PL,,
CP:2257906,PL 3837/2020,,Proposicao,0.0,bill,PL,,
CP:2257907,PL 3838/2020,,Proposicao,0.25,bill,PL,,
CP:2257908,PL 3839/2020,,Proposicao,0.0,bill,PL,,
CP:2257909,PL 3840/2020,,Proposicao,0.25,bill,PL,,
CP:2257911,PL 3841/2020,,Proposicao,0.25,bill,PL,,
CP:2257912,PL 3842/2020,,Proposicao,0.0,bill,PL,,
CP:2257923,MPV 992/2020,,Proposicao,0.25,bill,MPV,,
CP:2257924,PL 3845/2020,,Proposicao,0.25,bill,PL,,
CP:2257925,PL 3846/2020,,Proposicao,0.25,bill,PL,,
CP:2257926,PL 3847/2020,,Proposicao,0.25,bill,PL,,
CP:2257927,PL 3848/2020,,Proposicao,0.25,bill,PL,,
CP:2257930,PL 3849/2020,,Proposicao,0.25,bill,PL,,
CP:2257934,PL 3850/2020,,Proposicao,0.0,bill,PL,,
CP:2257936,PLP 188/2020,,Proposicao,0.0,bill,PLP,,
CP:2257942,PL 3854/2020,,Proposicao,0.25,bill,PL,,
CP:2257946,PL 3855/2020,,Proposicao,1.0,bill,PL,,
CP:2257947,PL 3856/2020,,Proposicao,0.0,bill,PL,,
CP:2257950,PL 3857/2020,,Proposicao,0.25,bill,PL,,
CP:2257953,PL 3858/2020,,Proposicao,0.25,bill,PL,,
CP:2257955,PL 3859/2020,,Proposicao,0.25,bill,PL,,
CP:2257956,PL 3860/2020,,Proposicao,0.25,bill,PL,,
CP:2257957,PL 3861/2020,,Proposicao,0.0,bill,PL,,
CP:2257960,PL 3864/2020,,Proposicao,0.25,bill,PL,,
CP:2257961,PL 3865/2020,,Proposicao,0.25,bill,PL,,
CP:2257969,PL 3866/2020,,Proposicao,0.25,bill,PL,,
CP:2257970,PLP 189/2020,,Proposicao,0.25,bill,PLP,,
CP:2257983,PL 3867/2020,,Proposicao,0.25,bill,PL,,
CP:2257991,PL 3868/2020,,Proposicao,0.25,bill,PL,,
CP:2257992,PL 3869/2020,,Proposicao,0.25,bill,PL,,
CP:2257999,PL 3870/2020,,Proposicao,0.25,bill,PL,,
CP:2258003,PL 3871/2020,,Proposicao,0.25,bill,PL,,
CP:2258007,PL 3872/2020,,Proposicao,0.25,bill,PL,,
CP:2258016,PL 3873/2020,,Proposicao,0.25,bill,PL,,
CP:2258084,PL 3878/2020,,Proposicao,1.0,bill,PL,,
CP:2258091,PL 3879/2020,,Proposicao,0.25,bill,PL,,
CP:2258129,PL 3880/2020,,Proposicao,0.0,bill,PL,,
CP:2258131,PL 3881/2020,,Proposicao,0.25,bill,PL,,
CP:2258148,PL 3885/2020,,Proposicao,0.0,bill,PL,,
CP:2258163,PL 3886/2020,,Proposicao,0.25,bill,PL,,
CP:2258183,PLP 190/2020,,Proposicao,0.0,bill,PLP,,
CP:2258196,PL 3887/2020,,Proposicao,0.25,bill,PL,,
CP:2258345,PL 3889/2020,,Proposicao,0.0,bill,PL,,
CP:2258347,PL 3890/2020,,Proposicao,0.5,bill,PL,,
CP:2258349,PL 3891/2020,,Proposicao,0.0,bill,PL,,
CP:2258355,PL 3893/2020,,Proposicao,0.25,bill,PL,,
CP:2258369,PL 3895/2020,,Proposicao,0.25,bill,PL,,
CP:2258370,PL 3896/2020,,Proposicao,0.25,bill,PL,,
CP:2258399,PLV 26/2020,,Proposicao,0.0,bill,PLV,,
CP:2258447,PL 3897/2020,,Proposicao,0.0,bill,PL,,
CP:2258469,PL 3898/2020,,Proposicao,0.0,bill,PL,,
CP:2258475,PL 3899/2020,,Proposicao,0.25,bill,PL,,
CP:2258496,PL 3901/2020,,Proposicao,0.25,bill,PL,,
CP:2258510,PL 3905/2020,,Proposicao,0.25,bill,PL,,
CP:2258511,PL 3906/2020,,Proposicao,0.25,bill,PL,,
CP:2258514,PL 3907/2020,,Proposicao,0.25,bill,PL,,
CP:2258516,PL 3908/2020,,Proposicao,0.25,bill,PL,,
CP:2258537,PL 3909/2020,,Proposicao,0.0,bill,PL,,
CP:2258539,PL 3910/2020,,Proposicao,0.25,bill,PL,,
CP:2258540,PL 3911/2020,,Proposicao,0.25,bill,PL,,
CP:2258549,PL 3912/2020,,Proposicao,0.0,bill,PL,,
CP:2258553,PL 3913/2020,,Proposicao,0.25,bill,PL,,
CP:2258555,PL 3914/2020,,Proposicao,0.25,bill,PL,,
CP:2258556,PL 3915/2020,,Proposicao,0.25,bill,PL,,
CP:2258557,PL 3916/2020,,Proposicao,0.25,bill,PL,,
CP:2258561,PL 3917/2020,,Proposicao,0.25,bill,PL,,
CP:2258562,PL 3918/2020,,Proposicao,0.25,bill,PL,,
CP:2258563,PL 3919/2020,,Proposicao,0.0,bill,PL,,
CP:2258565,PL 3920/2020,,Proposicao,0.0,bill,PL,,
CP:2258569,PL 3921/2020,,Proposicao,1.0,bill,PL,,
CP:2258570,PL 3922/2020,,Proposicao,0.25,bill,PL,,
CP:2258580,PLN 17/2020,,Proposicao,1.0,bill,PLN,,
CP:2258581,PLN 18/2020,,Proposicao,1.0,bill,PLN,,
CP:2258584,PLV 27/2020,,Proposicao,0.0,bill,PLV,,
CP:2258589,PL 3923/2020,,Proposicao,0.25,bill,PL,,
CP:2258590,PL 3924/2020,,Proposicao,0.25,bill,PL,,
CP:2258591,PL 3925/2020,,Proposicao,0.25,bill,PL,,
CP:2258592,PL 3926/2020,,Proposicao,0.25,bill,PL,,
CP:2258593,PL 3927/2020,,Proposicao,0.25,bill,PL,,
CP:2258595,PL 3928/2020,,Proposicao,0.25,bill,PL,,
CP:2258597,PL 3929/2020,,Proposicao,0.25,bill,PL,,
CP:2258601,PL 3930/2020,,Proposicao,0.25,bill,PL,,
CP:2258603,PL 3931/2020,,Proposicao,0.25,bill,PL,,
CP:2258609,PL 3932/2020,,Proposicao,1.0,bill,PL,,
CP:2258612,PLP 193/2020,,Proposicao,0.0,bill,PLP,,
CP:2258613,PL 3933/2020,,Proposicao,0.0,bill,PL,,
CP:2258614,PL 3934/2020,,Proposicao,0.25,bill,PL,,
CP:2258616,PL 3935/2020,,Proposicao,0.25,bill,PL,,
CP:2258617,PLP 194/2020,,Proposicao,0.25,bill,PLP,,
CP:2258622,PL 3936/2020,,Proposicao,0.25,bill,PL,,
CP:2258626,PL 3937/2020,,Proposicao,0.25,bill,PL,,
CP:2258627,PL 3938/2020,,Proposicao,0.25,bill,PL,,
CP:2258634,PLN 19/2020,,Proposicao,1.0,bill,PLN,,
CP:2258635,PLN 20/2020,,Proposicao,1.0,bill,PLN,,
CP:2258638,PL 3939/2020,,Proposicao,0.25,bill,PL,,
CP:2258651,PL 3940/2020,,Proposicao,0.25,bill,PL,,
CP:2258652,PL 3942/2020,,Proposicao,0.25,bill,PL,,
CP:2258656,PL 3943/2020,,Proposicao,0.0,bill,PL,,
CP:2258667,PL 3944/2020,,Proposicao,0.25,bill,PL,,
CP:2258673,PL 3946/2020,,Proposicao,0.25,bill,PL,,
CP:2258674,PL 3950/2020,,Proposicao,0.0,bill,PL,,
CP:2258683,PL 3951/2020,,Proposicao,0.25,bill,PL,,
CP:2258695,PL 3953/2020,,Proposicao,0.25,bill,PL,,
CP:2258706,PL 3954/2020,,Proposicao,0.25,bill,PL,,
CP:2258709,PL 3955/2020,,Proposicao,0.25,bill,PL,,
CP:2258721,PL 3956/2020,,Proposicao,0.0,bill,PL,,
CP:2258722,PL 3957/2020,,Proposicao,0.25,bill,PL,,
CP:2258724,PL 3958/2020,,Proposicao,0.25,bill,PL,,
CP:2258725,PL 3959/2020,,Proposicao,0.0,bill,PL,,
CP:2258729,PL 3960/2020,,Proposicao,0.25,bill,PL,,
CP:2258730,PLP 196/2020,,Proposicao,0.25,bill,PLP,,
CP:2258739,PL 3961/2020,,Proposicao,0.25,bill,PL,,
CP:2258740,PL 3962/2020,,Proposicao,0.25,bill,PL,,
CP:2258755,PL 3963/2020,,Proposicao,0.25,bill,PL,,
CP:2258757,PL 3964/2020,,Proposicao,0.25,bill,PL,,
CP:2258765,PL 3965/2020,,Proposicao,0.25,bill,PL,,
CP:2258766,PL 3966/2020,,Proposicao,0.0,bill,PL,,
CP:2258792,PL 3967/2020,,Proposicao,0.25,bill,PL,,
CP:2258793,PL 3968/2020,,Proposicao,0.25,bill,PL,,
CP:2258807,PL 3969/2020,,Proposicao,0.25,bill,PL,,
CP:2258808,PL 3970/2020,,Proposicao,0.0,bill,PL,,
CP:2258815,PL 3971/2020,,Proposicao,0.25,bill,PL,,
CP:2258826,PL 3974/2020,,Proposicao,0.25,bill,PL,,
CP:2258827,PL 3975/2020,,Proposicao,0.25,bill,PL,,
CP:2258828,PL 3976/2020,,Proposicao,0.5,bill,PL,,
CP:2258833,PL 3977/2020,,Proposicao,0.25,bill,PL,,
CP:2258840,PL 3978/2020,,Proposicao,0.25,bill,PL,,
CP:2258841,PL 3979/2020,,Proposicao,0.25,bill,PL,,
CP:2258843,PL 3980/2020,,Proposicao,0.0,bill,PL,,
CP:2258844,PL 3981/2020,,Proposicao,0.0,bill,PL,,
CP:2258858,PL 3982/2020,,Proposicao,0.25,bill,PL,,
CP:2258862,PL 3983/2020,,Proposicao,0.0,bill,PL,,
CP:2258863,PLV 29/2020,,Proposicao,0.0,bill,PLV,,
CP:2258867,PL 3984/2020,,Proposicao,0.25,bill,PL,,
CP:2258873,PL 3985/2020,,Proposicao,0.25,bill,PL,,
CP:2258874,PL 3986/2020,,Proposicao,0.25,bill,PL,,
CP:2258885,PL 3988/2020,,Proposicao,0.25,bill,PL,,
CP:2258886,PL 3989/2020,,Proposicao,1.0,bill,PL,,
CP:2258887,PL 3990/2020,,Proposicao,0.25,bill,PL,,
CP:2258895,PL 3991/2020,,Proposicao,0.25,bill,PL,,
CP:2258896,PL 3992/2020,,Proposicao,0.0,bill,PL,,
CP:2258897,PL 3993/2020,,Proposicao,0.25,bill,PL,,
CP:2258898,PL 3994/2020,,Proposicao,0.25,bill,PL,,
CP:2258900,PLV 30/2020,,Proposicao,0.0,bill,PLV,,
CP:2258945,PLV 31/2020,,Proposicao,0.0,bill,PLV,,
CP:2258964,MPV 993/2020,,Proposicao,0.75,bill,MPV,,
CP:2258970,PL 3996/2020,,Proposicao,0.25,bill,PL,,
CP:2258972,PL 3997/2020,,Proposicao,0.25,bill,PL,,
CP:2258974,PL 3998/2020,,Proposicao,0.25,bill,PL,,
CP:2258980,PL 3999/2020,,Proposicao,0.25,bill,PL,,
CP:2259000,PLP 198/2020,,Proposicao,0.0,bill,PLP,,
CP:2259016,PL 4000/2020,,Proposicao,0.0,bill,PL,,
CP:2259018,PLP 199/2020,,Proposicao,0.0,bill,PLP,,
CP:2259025,PL 4001/2020,,Proposicao,0.25,bill,PL,,
CP:2259029,PL 4002/2020,,Proposicao,0.25,bill,PL,,
CP:2259035,PL 4003/2020,,Proposicao,0.25,bill,PL,,
CP:2259051,PL 4004/2020,,Proposicao,0.25,bill,PL,,
