source,target,etype
CD:204479,CP:2392485,autoria
CD:226075,CP:2394641,autoria
CD:220580,CP:2395783,autoria
CD:220600,CP:2395883,autoria
CD:204416,CP:2396351,autoria
CD:156190,CP:2397768,autoria
CD:74160,CP:2399527,autoria
CD:220529,CP:2399692,autoria
CD:205550,CP:2401231,autoria
CD:74856,CP:2401233,autoria
CD:74253,CP:2401234,autoria
CD:88256,CP:2387999,autoria
CD:178860,CP:2388127,autoria
CD:226179,CP:2388196,autoria
CD:220686,CP:2391490,autoria
CD:220655,CP:2392485,autoria
CD:160601,CP:2394641,autoria
CD:220667,CP:2395783,autoria
CD:220712,CP:2395883,autoria
CD:220644,CP:2396351,autoria
CD:141485,CP:2397768,autoria
CD:160556,CP:2399527,autoria
CD:204541,CP:2399692,autoria
CD:217480,CP:2401231,autoria
CD:74253,CP:2401233,autoria
CD:205550,CP:2401234,autoria
CD:160538,CP:2387999,autoria
CD:204441,CP:2388127,autoria
CD:160598,CP:2388196,autoria
CD:220688,CP:2391490,autoria
CD:204526,CP:2392485,autoria
CD:204395,CP:2394641,autoria
CD:220630,CP:2395783,autoria
CD:220610,CP:2395883,autoria
CD:220546,CP:2396351,autoria
CD:178964,CP:2397768,autoria
CD:74159,CP:2399527,autoria
CD:220555,CP:2399692,autoria
CD:220611,CP:2401231,autoria
CD:205550,CP:2401233,autoria
CD:217480,CP:2401234,autoria
CD:160559,CP:2387999,autoria
CD:220607,CP:2388127,autoria
CD:220623,CP:2388196,autoria
CD:220555,CP:2391490,autoria
CD:178947,CP:2391567,autoria
CD:204472,CP:2392485,autoria
CD:160558,CP:2394641,autoria
CD:180214,CP:2395783,autoria
CD:220608,CP:2395883,autoria
CD:226075,CP:2396351,autoria
CD:160673,CP:2397768,autoria
CD:178986,CP:2399527,autoria
CD:74171,CP:2399692,autoria
CD:143942,CP:2401231,autoria
CD:217480,CP:2401233,autoria
CD:220611,CP:2401234,autoria
CD:178843,CP:2388127,autoria
CD:206018,CP:2388196,autoria
CD:88256,CP:2391490,autoria
CD:204473,CP:2392485,autoria
CD:209787,CP:2394641,autoria
CD:178987,CP:2395783,autoria
CD:204378,CP:2395883,autoria
CD:160601,CP:2396351,autoria
CD:220551,CP:2397768,autoria
CD:204453,CP:2399527,autoria
CD:220704,CP:2399692,autoria
CD:160512,CP:2401231,autoria
CD:220611,CP:2401233,autoria
CD:143942,CP:2401234,autoria
CD:220604,CP:2388127,autoria
CD:220632,CP:2388196,autoria
CD:204515,CP:2391490,autoria
CD:220610,CP:2392485,autoria
CD:74428,CP:2394641,autoria
CD:220703,CP:2395783,autoria
CD:74090,CP:2395883,autoria
CD:161440,CP:2396351,autoria
CD:204409,CP:2397768,autoria
CD:160535,CP:2399527,autoria
CD:220632,CP:2399692,autoria
CD:178937,CP:2401231,autoria
CD:143942,CP:2401233,autoria
CD:160512,CP:2401234,autoria
CD:178943,CP:2388127,autoria
CD:74057,CP:2388196,autoria
CD:220556,CP:2391490,autoria
CD:220619,CP:2392485,autoria
CD:220550,CP:2394641,autoria
CD:220668,CP:2395783,autoria
CD:220715,CP:2395883,autoria
CD:160642,CP:2396351,autoria
CD:178963,CP:2397768,autoria
CD:74156,CP:2399527,autoria
CD:160512,CP:2401233,autoria
CD:178937,CP:2401234,autoria
CD:150418,CP:2388127,autoria
CD:220715,CP:2391490,autoria
CD:220654,CP:2392485,autoria
CD:156190,CP:2394641,autoria
CD:160161,CP:2395783,autoria
CD:220714,CP:2395883,autoria
CD:220706,CP:2396351,autoria
CD:204388,CP:2397768,autoria
CD:74141,CP:2399527,autoria
CD:178937,CP:2401233,autoria
CD:160161,CP:2388127,autoria
CD:220652,CP:2392485,autoria
CD:166402,CP:2394641,autoria
CD:139285,CP:2395783,autoria
CD:209787,CP:2396351,autoria
CD:220549,CP:2397768,autoria
CD:178970,CP:2399527,autoria
CD:204455,CP:2388127,autoria
CD:220673,CP:2392485,autoria
CD:204526,CP:2394641,autoria
CD:191923,CP:2395783,autoria
CD:204479,CP:2396351,autoria
CD:160559,CP:2397768,autoria
CD:107283,CP:2399527,autoria
CD:220621,CP:2388029,autoria
CD:222429,CP:2388127,autoria
CD:220557,CP:2392485,autoria
CD:204455,CP:2394641,autoria
CD:160598,CP:2395783,autoria
CD:220530,CP:2396351,autoria
CD:178835,CP:2397768,autoria
CD:204445,CP:2399527,autoria
CD:220616,CP:2388127,autoria
CD:204367,CP:2392485,autoria
CD:74585,CP:2394641,autoria
CD:227370,CP:2395783,autoria
CD:220550,CP:2396351,autoria
CD:136811,CP:2397768,autoria
CD:204426,CP:2399527,autoria
CD:220581,CP:2388127,autoria
CD:220608,CP:2392485,autoria
CD:178910,CP:2394641,autoria
CD:66828,CP:2395783,autoria
CD:220655,CP:2396351,autoria
CD:160538,CP:2399527,autoria
CD:139285,CP:2388127,autoria
CD:220666,CP:2392485,autoria
CD:74273,CP:2394641,autoria
CD:178871,CP:2395783,autoria
CD:220547,CP:2396351,autoria
CD:220556,CP:2399527,autoria
CD:92102,CP:2388127,autoria
CD:204525,CP:2391567,autoria
CD:220594,CP:2392485,autoria
CD:220568,CP:2394641,autoria
CD:204541,CP:2395783,autoria
CD:179000,CP:2396351,autoria
CD:204495,CP:2399527,autoria
CD:204525,CP:2388029,autoria
CD:74856,CP:2388127,autoria
CD:204462,CP:2392485,autoria
CD:198197,CP:2394641,autoria
CD:220686,CP:2395783,autoria
CD:204526,CP:2396351,autoria
CD:204457,CP:2388127,autoria
CD:204369,CP:2392485,autoria
CD:204473,CP:2394641,autoria
CD:220674,CP:2395783,autoria
CD:204520,CP:2396351,autoria
CD:74253,CP:2388127,autoria
CD:204507,CP:2392485,autoria
CD:220545,CP:2394641,autoria
CD:204412,CP:2395783,autoria
CD:220559,CP:2396351,autoria
CD:178857,CP:2388127,autoria
CD:220690,CP:2392485,autoria
CD:220610,CP:2394641,autoria
CD:220553,CP:2395783,autoria
CD:204472,CP:2396351,autoria
CD:141458,CP:2388127,autoria
CD:220574,CP:2392485,autoria
CD:220654,CP:2394641,autoria
CD:220701,CP:2395783,autoria
CD:204444,CP:2396351,autoria
CD:220613,CP:2388029,autoria
CD:74273,CP:2388127,autoria
CD:205865,CP:2391567,autoria
CD:204388,CP:2392485,autoria
CD:220673,CP:2394641,autoria
CD:220561,CP:2395783,autoria
CD:220568,CP:2396351,autoria
CD:204436,CP:2388127,autoria
CD:204374,CP:2392485,autoria
CD:220608,CP:2394641,autoria
CD:220539,CP:2395783,autoria
CD:220526,CP:2396351,autoria
CD:220537,CP:2388127,autoria
CD:220590,CP:2394641,autoria
CD:220595,CP:2395783,autoria
CD:204473,CP:2396351,autoria
CD:220611,CP:2388127,autoria
CD:220594,CP:2394641,autoria
CD:74171,CP:2395783,autoria
CD:92346,CP:2396351,autoria
CD:220618,CP:2402861,autoria
CD:220551,CP:2388127,autoria
CD:204460,CP:2394641,autoria
CD:206018,CP:2395783,autoria
CD:204351,CP:2396351,autoria
CD:220602,CP:2388127,autoria
CD:204572,CP:2394641,autoria
CD:204572,CP:2395783,autoria
CD:220610,CP:2396351,autoria
CD:204387,CP:2402861,autoria
CD:204459,CP:2388127,autoria
CD:220574,CP:2394641,autoria
CD:73701,CP:2395783,autoria
CD:220619,CP:2396351,autoria
CD:204416,CP:2402861,autoria
CD:220603,CP:2388127,autoria
CD:204388,CP:2394641,autoria
CD:69871,CP:2395783,autoria
CD:220654,CP:2396351,autoria
CD:74467,CP:2388127,autoria
CD:220576,CP:2394641,autoria
CD:220676,CP:2395783,autoria
CD:220652,CP:2396351,autoria
CD:160635,CP:2402861,autoria
CD:204476,CP:2388127,autoria
CD:220593,CP:2394641,autoria
CD:220715,CP:2395783,autoria
CD:220583,CP:2396351,autoria
CD:178887,CP:2402861,autoria
CD:204460,CP:2388127,autoria
CD:220557,CP:2396351,autoria
CD:220612,CP:2388127,autoria
CD:220608,CP:2396351,autoria
CD:220630,CP:2388029,autoria
CD:160512,CP:2388127,autoria
CD:220666,CP:2396351,autoria
CD:178937,CP:2388127,autoria
CD:204378,CP:2396351,autoria
CD:220542,CP:2388127,autoria
CD:220594,CP:2396351,autoria
CD:220665,CP:2396351,autoria
CD:220690,CP:2396351,autoria
CD:204572,CP:2396351,autoria
CD:220574,CP:2396351,autoria
CD:204388,CP:2396351,autoria
CD:204374,CP:2396351,autoria
CD:220657,CP:2396351,autoria
CD:73579,CP:2396351,autoria
CD:221328,CP:2396351,autoria
CD:204524,CP:2402861,autoria
CD:204526,CP:2391567,autoria
CD:122158,CP:2402861,autoria
CD:220685,CP:2402861,autoria
CD:178954,CP:2391567,autoria
CD:74585,CP:2391567,autoria
CD:141516,CP:2402861,autoria
CD:215043,CP:2391567,autoria
CD:209787,CP:2402861,autoria
CD:220529,CP:2388029,autoria
CD:220568,CP:2391567,autoria
CD:220530,CP:2402861,autoria
CD:74428,CP:2402861,autoria
CD:204473,CP:2391567,autoria
CD:160640,CP:2391567,autoria
CD:160758,CP:2391567,autoria
CD:178908,CP:2388029,autoria
CD:204410,CP:2402861,autoria
CD:220666,CP:2388029,autoria
CD:103758,CP:2402861,autoria
CD:204507,CP:2388029,autoria
CD:204388,CP:2388029,autoria
CD:204507,CP:2391567,autoria
CD:220559,CP:2402861,autoria
CD:217480,CP:2402861,autoria
CD:141459,CP:2402861,autoria
CD:220670,CP:2402861,autoria
CD:221328,CP:2388029,autoria
CD:220611,CP:2402861,autoria
CD:204411,CP:2402861,autoria
CD:204398,CP:2402861,autoria
CD:220528,CP:2402861,autoria
CD:204481,CP:2402861,autoria
CD:220610,CP:2402861,autoria
CD:220652,CP:2402861,autoria
CD:178963,CP:2402861,autoria
CD:220666,CP:2402861,autoria
CD:204507,CP:2402861,autoria
CD:141391,CP:2402861,autoria
CD:133439,CP:2402861,autoria
CD:178881,CP:2402861,autoria
CD:204549,CP:2402861,autoria
CD:89536,CP:2403480,autoria
CD:74856,CP:2403503,autoria
CD:220548,CP:2403507,autoria
CD:204394,CP:2403509,autoria
CD:81055,CP:2403511,autoria
CD:81055,CP:2403512,autoria
CD:217480,CP:2403522,autoria
CD:220566,CP:2403523,autoria
CD:220689,CP:2403526,autoria
CD:160518,CP:2403527,autoria
CD:220689,CP:2403536,autoria
CD:204534,CP:2403542,autoria
CD:220652,CP:2403548,autoria
CD:160629,CP:2403593,autoria
CD:220639,CP:2403606,autoria
CD:220660,CP:2403623,autoria
CD:220531,CP:2403625,autoria
CD:178843,CP:2403626,autoria
CD:220653,CP:2403638,autoria
CD:156190,CP:2403640,autoria
CD:156190,CP:2403642,autoria
CD:156190,CP:2403643,autoria
CD:178970,CP:2403672,autoria
CD:141487,CP:2403677,autoria
CD:74858,CP:2403687,autoria
CD:74858,CP:2403695,autoria
CD:220546,CP:2403723,autoria
CD:204534,CP:2403726,autoria
CD:74084,CP:2403727,autoria
CD:136811,CP:2403742,autoria
CD:136811,CP:2403743,autoria
CO:253,CP:2403744,autoria
CO:253,CP:2403747,autoria
CD:220534,CP:2403758,autoria
CD:178970,CP:2403763,autoria
CD:220657,CP:2403774,autoria
CD:204367,CP:2403800,autoria
CD:204520,CP:2403816,autoria
CD:220556,CP:2403830,autoria
CD:204524,CP:2403834,autoria
CD:73486,CP:2403842,autoria
CD:220618,CP:2403851,autoria
CD:220546,CP:2403859,autoria
CD:178989,CP:2403861,autoria
CD:204367,CP:2403868,autoria
CO:78,CP:2403910,autoria
CD:220543,CP:2403930,autoria
CD:220620,CP:2403963,autoria
CD:220531,CP:2403985,autoria
CD:213274,CP:2404034,autoria
CD:73579,CP:2404036,autoria
CD:74262,CP:2404060,autoria
CO:78,CP:2404069,autoria
CD:156190,CP:2404070,autoria
CO:78,CP:2404071,autoria
CD:204444,CP:2404074,autoria
CO:78,CP:2404075,autoria
CD:204444,CP:2404076,autoria
CD:220673,CP:2404108,autoria
CD:220654,CP:2404109,autoria
CD:178997,CP:2404110,autoria
CD:220659,CP:2404111,autoria
CD:73486,CP:2404112,autoria
CD:220657,CP:2404209,autoria
CD:220652,CP:2404212,autoria
CD:160666,CP:2404219,autoria
CD:160666,CP:2404220,autoria
CD:160592,CP:2404235,autoria
CD:220630,CP:2404271,autoria
CD:220623,CP:2404272,autoria
CD:204535,CP:2404273,autoria
CD:220645,CP:2404274,autoria
CD:220686,CP:2404275,autoria
CD:224333,CP:2404276,autoria
CD:220543,CP:2404277,autoria
CD:178970,CP:2404278,autoria
CD:204450,CP:2404279,autoria
CD:74428,CP:2404280,autoria
CD:220650,CP:2404288,autoria
CD:204534,CP:2404300,autoria
CD:220676,CP:2404314,autoria
CD:160575,CP:2404341,autoria
CD:73579,CP:2404359,autoria
CD:220540,CP:2404360,autoria
CD:178986,CP:2404369,autoria
CD:74253,CP:2404370,autoria
CD:178910,CP:2404378,autoria
CD:204494,CP:2404381,autoria
CD:220536,CP:2404401,autoria
CD:220715,CP:2404402,autoria
CD:220540,CP:2404403,autoria
CD:178989,CP:2404404,autoria
CD:220715,CP:2404409,autoria
CD:204388,CP:2404466,autoria
CD:74253,CP:2404482,autoria
CD:204572,CP:2404483,autoria
CD:220538,CP:2404493,autoria
CD:88256,CP:2404548,autoria
CD:160629,CP:2404555,autoria
CD:220584,CP:2404563,autoria
CD:88256,CP:2404596,autoria
CD:88256,CP:2404598,autoria
CD:220565,CP:2404624,autoria
CD:220565,CP:2404628,autoria
CO:253,CP:2404651,autoria
CD:220593,CP:2404659,autoria
CD:160629,CP:2404661,autoria
CD:220569,CP:2404663,autoria
CD:220576,CP:2404687,autoria
CD:178843,CP:2404713,autoria
CD:178843,CP:2404726,autoria
CD:178946,CP:2404728,autoria
CD:220558,CP:2404753,autoria
CD:220578,CP:2404754,autoria
CD:224333,CP:2404756,autoria
CD:204476,CP:2404794,autoria
CD:74858,CP:2404826,autoria
CD:74858,CP:2404831,autoria
CD:74858,CP:2404832,autoria
CD:74858,CP:2404833,autoria
CD:220630,CP:2404863,autoria
CD:220659,CP:2404884,autoria
CD:220659,CP:2404921,autoria
CD:204473,CP:2405049,autoria
CD:226837,CP:2405069,autoria
CD:226837,CP:2405070,autoria
CD:226837,CP:2405071,autoria
CD:220564,CP:2405072,autoria
CD:220659,CP:2405077,autoria
CD:220708,CP:2405097,autoria
CD:73579,CP:2405104,autoria
CD:204572,CP:2405106,autoria
CD:221338,CP:2405112,autoria
CD:204540,CP:2405120,autoria
CD:220538,CP:2405160,autoria
CD:204574,CP:2405180,autoria
CD:220529,CP:2405200,autoria
CD:220715,CP:2405246,autoria
CD:220673,CP:2405248,autoria
CD:204379,CP:2405254,autoria
CD:220667,CP:2405287,autoria
CD:226837,CP:2405306,autoria
CD:160569,CP:2405321,autoria
CD:220606,CP:2405322,autoria
CD:220606,CP:2405323,autoria
CD:220606,CP:2405324,autoria
CD:220632,CP:2405325,autoria
CD:220576,CP:2405468,autoria
CD:160548,CP:2405479,autoria
CD:160548,CP:2405491,autoria
CD:160548,CP:2405492,autoria
CO:5438,CP:2405527,autoria
CO:5438,CP:2405529,autoria
CD:220604,CP:2405536,autoria
CD:220660,CP:2405554,autoria
CD:220622,CP:2405555,autoria
CD:220695,CP:2405566,autoria
CD:178829,CP:2405568,autoria
CD:220703,CP:2405580,autoria
CO:78,CP:2405607,autoria
CD:220604,CP:2405608,autoria
CD:220630,CP:2405623,autoria
CD:220646,CP:2405665,autoria
CD:220604,CP:2405667,autoria
CD:178964,CP:2405693,autoria
CD:220574,CP:2405695,autoria
CO:78,CP:2405704,autoria
CO:78,CP:2405705,autoria
CO:78,CP:2405706,autoria
CO:78,CP:2405707,autoria
CO:78,CP:2405708,autoria
CO:78,CP:2405709,autoria
CO:78,CP:2405728,autoria
CO:78,CP:2405732,autoria
CD:133439,CP:2405758,autoria
CD:204535,CP:2405761,autoria
CD:220589,CP:2405763,autoria
CD:220574,CP:2405774,autoria
CD:204459,CP:2405853,autoria
CD:220547,CP:2405946,autoria
CD:220598,CP:2405975,autoria
CD:178881,CP:2406014,autoria
CD:220604,CP:2406044,autoria
CD:204457,CP:2406047,autoria
CD:204457,CP:2406049,autoria
CD:204511,CP:2406054,autoria
CD:74253,CP:2406059,autoria
CD:204572,CP:2406060,autoria
CD:220635,CP:2406061,autoria
CD:206018,CP:2406070,autoria
CD:160621,CP:2406076,autoria
CD:178927,CP:2406082,autoria
CO:253,CP:2406096,autoria
CD:220665,CP:2406103,autoria
CD:220672,CP:2406113,autoria
CD:74161,CP:2406117,autoria
CD:74856,CP:2406131,autoria
CO:253,CP:2406146,autoria
CD:220576,CP:2406187,autoria
CD:220665,CP:2406225,autoria
CD:220538,CP:2406228,autoria
CD:220598,CP:2406231,autoria
CD:220576,CP:2406242,autoria
CD:104552,CP:2406248,autoria
CD:220574,CP:2406249,autoria
CD:220632,CP:2406250,autoria
CD:220668,CP:2406273,autoria
CD:220606,CP:2406277,autoria
CD:220540,CP:2406280,autoria
CD:220540,CP:2406281,autoria
CD:73579,CP:2406297,autoria
CD:178946,CP:2406306,autoria
CD:141408,CP:2406316,autoria
CD:204412,CP:2406339,autoria
CD:220546,CP:2406340,autoria
CD:160559,CP:2406341,autoria
CD:178954,CP:2406347,autoria
CD:220598,CP:2406361,autoria
CD:220623,CP:2406374,autoria
CD:204550,CP:2406399,autoria
CD:160518,CP:2406422,autoria
CD:220695,CP:2406477,autoria
CD:220595,CP:2406478,autoria
CD:204365,CP:2406480,autoria
CD:220615,CP:2406481,autoria
CD:220534,CP:2406508,autoria
CD:220534,CP:2406516,autoria
CD:204534,CP:2406521,autoria
CD:220695,CP:2406534,autoria
CD:156190,CP:2406636,autoria
CD:204553,CP:2406637,autoria
CD:220549,CP:2406639,autoria
CD:220569,CP:2406642,autoria
CD:220543,CP:2406644,autoria
CD:220657,CP:2406645,autoria
CD:220701,CP:2406706,autoria
CD:204559,CP:2406708,autoria
CD:204559,CP:2406709,autoria
CD:165470,CP:2406730,autoria
CO:101582,CP:2406760,autoria
CD:220715,CP:2406786,autoria
CD:220646,CP:2406792,autoria
CD:204488,CP:2406807,autoria
CD:204488,CP:2406809,autoria
CD:220657,CP:2406812,autoria
CD:178989,CP:2406819,autoria
CD:220660,CP:2406828,autoria
CO:253,CP:2406845,autoria
CD:162332,CP:2406876,autoria
CD:220543,CP:2406887,autoria
CD:220600,CP:2406888,autoria
CD:220598,CP:2406899,autoria
CD:220656,CP:2406903,autoria
CD:220646,CP:2406904,autoria
CD:220537,CP:2406905,autoria
CD:220644,CP:2406906,autoria
CD:220644,CP:2406907,autoria
CD:220537,CP:2406914,autoria
CD:74079,CP:2406915,autoria
CD:74079,CP:2406918,autoria
CD:204479,CP:2406925,autoria
CD:220553,CP:2406979,autoria
CD:220530,CP:2407047,autoria
CD:220599,CP:2407144,autoria
CD:220599,CP:2407148,autoria
CO:253,CP:2407288,autoria
CD:160632,CP:2407304,autoria
CO:5438,CP:2407337,autoria
CO:5438,CP:2407341,autoria
CD:73531,CP:2407353,autoria
CD:220657,CP:2407379,autoria
CD:220707,CP:2407413,autoria
CD:178843,CP:2407432,autoria
CD:178871,CP:2407453,autoria
CD:89536,CP:2407457,autoria
CO:539419,CP:2407468,autoria
CD:220604,CP:2407481,autoria
CD:220604,CP:2407483,autoria
CD:218086,CP:2407484,autoria
CD:220653,CP:2407501,autoria
CD:220686,CP:2407502,autoria
CD:178871,CP:2407556,autoria
CO:78,CP:2407560,autoria
CD:220606,CP:2407561,autoria
CO:78,CP:2407562,autoria
CD:74270,CP:2407563,autoria
CD:220715,CP:2407583,autoria
CD:74270,CP:2407585,autoria
CD:220684,CP:2407665,autoria
CD:160548,CP:2407844,autoria
CD:204536,CP:2407967,autoria
CD:204536,CP:2407969,autoria
CD:204378,CP:2407974,autoria
CD:204572,CP:2407978,autoria
CD:73579,CP:2408098,autoria
CD:74270,CP:2408101,autoria
CD:220528,CP:2408128,autoria
CO:78,CP:2408148,autoria
CD:74283,CP:2408153,autoria
CO:78,CP:2408158,autoria
CD:220657,CP:2408179,autoria
CD:73701,CP:2408181,autoria
CD:137070,CP:2408188,autoria
CD:66385,CP:2408189,autoria
CD:220531,CP:2408192,autoria
CD:220531,CP:2408193,autoria
CD:160527,CP:2408230,autoria
CD:153423,CP:2408247,autoria
CD:220547,CP:2408265,autoria
CD:204388,CP:2408293,autoria
CD:156190,CP:2408304,autoria
CO:253,CP:2408306,autoria
CO:253,CP:2408311,autoria
CD:220630,CP:2408363,autoria
CO:253,CP:2408364,autoria
CD:215043,CP:2408374,autoria
CD:74398,CP:2408576,autoria
CD:220621,CP:2408580,autoria
CD:109429,CP:2408581,autoria
CD:109429,CP:2408588,autoria
CD:220614,CP:2408590,autoria
CD:220614,CP:2408610,autoria
CD:220614,CP:2408611,autoria
CD:220614,CP:2408612,autoria
CD:220614,CP:2408615,autoria
CD:220644,CP:2408619,autoria
CD:89536,CP:2408623,autoria
CD:98148,CP:2408625,autoria
CD:220614,CP:2408627,autoria
CD:220614,CP:2408628,autoria
CD:221148,CP:2408629,autoria
CD:221148,CP:2408630,autoria
CD:160598,CP:2408655,autoria
CD:220630,CP:2408689,autoria
CD:226179,CP:2408696,autoria
CD:204407,CP:2408699,autoria
CD:204407,CP:2408700,autoria
CD:220670,CP:2408709,autoria
CD:74428,CP:2408771,autoria
CD:160600,CP:2408774,autoria
CD:139285,CP:2408798,autoria
CD:220606,CP:2408802,autoria
CD:74856,CP:2408806,autoria
CD:220548,CP:2408813,autoria
CD:74041,CP:2408816,autoria
CD:220623,CP:2408834,autoria
CD:220575,CP:2408846,autoria
CD:220575,CP:2408847,autoria
CD:89536,CP:2408848,autoria
CD:162067,CP:2408889,autoria
CD:66828,CP:2408892,autoria
CD:220701,CP:2408909,autoria
CD:220630,CP:2408910,autoria
CD:220558,CP:2408923,autoria
CD:220671,CP:2408933,autoria
CD:220671,CP:2408934,autoria
CO:253,CP:2408968,autoria
CD:107283,CP:2408979,autoria
CD:220586,CP:2408994,autoria
CD:220569,CP:2408998,autoria
CD:220569,CP:2409008,autoria
CD:220657,CP:2409022,autoria
CO:78,CP:2409046,autoria
CD:157130,CP:2409048,autoria
CD:220534,CP:2409060,autoria
CO:78,CP:2409076,autoria
CO:78,CP:2409085,autoria
CO:78,CP:2409088,autoria
CO:78,CP:2409089,autoria
CO:78,CP:2409090,autoria
CD:204472,CP:2409100,autoria
CD:204472,CP:2409112,autoria
CD:204472,CP:2409113,autoria
CD:204472,CP:2409116,autoria
CD:220526,CP:2409117,autoria
CD:204472,CP:2409118,autoria
CD:204472,CP:2409145,autoria
CD:204488,CP:2409230,autoria
CD:220712,CP:2409231,autoria
CD:89536,CP:2409233,autoria
CD:89536,CP:2409236,autoria
CD:220531,CP:2409245,autoria
CD:204398,CP:2409286,autoria
CD:73579,CP:2409319,autoria
CD:178954,CP:2409369,autoria
CD:204479,CP:2409519,autoria
CD:178970,CP:2409524,autoria
CD:74156,CP:2409559,autoria
CD:160629,CP:2409560,autoria
CD:160629,CP:2409562,autoria
CD:204379,CP:2409564,autoria
CD:220701,CP:2409609,autoria
CD:178931,CP:2409610,autoria
CD:178857,CP:2409619,autoria
CD:220564,CP:2409628,autoria
CD:160635,CP:2409631,autoria
CD:220564,CP:2409632,autoria
CD:226708,CP:2409645,autoria
CD:160665,CP:2409679,autoria
CD:220606,CP:2409690,autoria
CD:220584,CP:2409744,autoria
CD:160161,CP:2409752,autoria
CD:220540,CP:2409753,autoria
CD:220540,CP:2409754,autoria
CD:220540,CP:2409756,autoria
CD:220540,CP:2409757,autoria
CD:178970,CP:2409906,autoria
CD:204491,CP:2410023,autoria
CD:204365,CP:2410200,autoria
CD:220550,CP:2410202,autoria
CD:221338,CP:2410209,autoria
CD:221338,CP:2410210,autoria
CD:161440,CP:2410211,autoria
CD:178876,CP:2410232,autoria
CD:178876,CP:2410234,autoria
CD:220686,CP:2410267,autoria
CD:220659,CP:2410270,autoria
CD:220686,CP:2410293,autoria
CD:220575,CP:2410317,autoria
CD:220630,CP:2410323,autoria
CD:160545,CP:2410333,autoria
CD:116379,CP:2410342,autoria
CD:204536,CP:2410357,autoria
CD:204536,CP:2410365,autoria
CD:128760,CP:2410415,autoria
CD:178829,CP:2410465,autoria
CO:78,CP:2410466,autoria
CD:160548,CP:2410467,autoria
CO:78,CP:2410471,autoria
CD:204572,CP:2410482,autoria
CO:78,CP:2410488,autoria
CD:74041,CP:2410509,autoria
CD:220556,CP:2410510,autoria
CD:74158,CP:2410514,autoria
CD:74856,CP:2410565,autoria
CD:178937,CP:2410568,autoria
CD:74856,CP:2410606,autoria
CD:74856,CP:2410608,autoria
CD:204472,CP:2410615,autoria
CD:204472,CP:2410616,autoria
CD:204391,CP:2411734,autoria
CD:220635,CP:2411735,autoria
CD:220583,CP:2411736,autoria
CD:133439,CP:2411743,autoria
CD:220650,CP:2411744,autoria
CD:220630,CP:2411746,autoria
CD:220650,CP:2411747,autoria
CD:214694,CP:2411748,autoria
CD:220650,CP:2411764,autoria
CD:198783,CP:2411779,autoria
CD:220639,CP:2411784,autoria
CD:204361,CP:2411790,autoria
CD:160599,CP:2411809,autoria
CD:160599,CP:2411814,autoria
CD:165470,CP:2411832,autoria
CD:220682,CP:2411833,autoria
CD:133439,CP:2411844,autoria
CD:139285,CP:2411873,autoria
CD:139285,CP:2411874,autoria
CD:220579,CP:2411900,autoria
CD:73579,CP:2411905,autoria
CD:73579,CP:2411909,autoria
CD:226708,CP:2411910,autoria
CD:160588,CP:2411916,autoria
CD:220548,CP:2411970,autoria
CD:143632,CP:2411989,autoria
CD:220644,CP:2411992,autoria
CD:204488,CP:2412064,autoria
CD:220682,CP:2412072,autoria
CD:220589,CP:2412074,autoria
CD:204536,CP:2412075,autoria
CD:220618,CP:2412077,autoria
CD:204494,CP:2412082,autoria
CO:253,CP:2412103,autoria
CD:204553,CP:2412115,autoria
CD:150418,CP:2412116,autoria
CD:74158,CP:2412125,autoria
CD:220656,CP:2412128,autoria
CD:160632,CP:2412148,autoria
CD:204491,CP:2412153,autoria
CD:220548,CP:2412156,autoria
CD:178993,CP:2412160,autoria
CD:178989,CP:2412161,autoria
CD:220684,CP:2412167,autoria
CD:220597,CP:2412181,autoria
CD:160632,CP:2412308,autoria
CD:220659,CP:2412382,autoria
CD:220659,CP:2412385,autoria
CD:220626,CP:2412400,autoria
CD:178829,CP:2412502,autoria
CO:5438,CP:2412504,autoria
CD:220653,CP:2412528,autoria
CD:220547,CP:2412534,autoria
CD:178986,CP:2412547,autoria
CD:205476,CP:2412551,autoria
CD:205476,CP:2412552,autoria
CD:226708,CP:2412553,autoria
CD:226708,CP:2412554,autoria
CD:220598,CP:2412555,autoria
CD:204464,CP:2412556,autoria
CD:220672,CP:2412568,autoria
CD:204572,CP:2412569,autoria
CD:220622,CP:2412571,autoria
CD:220623,CP:2412648,autoria
CD:204391,CP:2412649,autoria
CD:74084,CP:2412701,autoria
CD:204450,CP:2412743,autoria
CD:143632,CP:2412941,autoria
CD:74079,CP:2413031,autoria
CD:74079,CP:2413043,autoria
CD:220674,CP:2413050,autoria
CD:220674,CP:2413051,autoria
CD:74079,CP:2413060,autoria
CD:141421,CP:2413061,autoria
CD:204472,CP:2413133,autoria
CD:178829,CP:2413185,autoria
CD:220685,CP:2413191,autoria
CD:220565,CP:2413196,autoria
CD:220566,CP:2413199,autoria
CD:220620,CP:2413238,autoria
CD:220620,CP:2413239,autoria
CD:141470,CP:2413243,autoria
CD:89536,CP:2413247,autoria
CD:227370,CP:2413251,autoria
CD:204525,CP:2413253,autoria
CD:220674,CP:2413257,autoria
CD:178964,CP:2413258,autoria
CD:163321,CP:2413260,autoria
CD:204520,CP:2413267,autoria
CD:220604,CP:2413293,autoria
CD:160548,CP:2413307,autoria
CD:220557,CP:2413338,autoria
CD:204524,CP:2413359,autoria
