source,target,etype
CD:74159,CP:2273510,autoria
CD:178857,CP:2273807,autoria
CD:204352,CP:2273856,autoria
CD:75431,CP:2273942,autoria
CD:73943,CP:2274132,autoria
CD:141470,CP:2269515,autoria
CD:178986,CP:2273510,autoria
CD:178970,CP:2273807,autoria
CD:204561,CP:2273856,autoria
CD:133810,CP:2273942,autoria
CD:160604,CP:2274132,autoria
CD:178857,CP:2269515,autoria
CD:204453,CP:2273510,autoria
CD:73482,CP:2273807,autoria
CD:178927,CP:2273856,autoria
CD:204458,CP:2273942,autoria
CD:141488,CP:2274132,autoria
CD:178970,CP:2269515,autoria
CD:188097,CP:2273510,autoria
CD:204393,CP:2273807,autoria
CD:160511,CP:2273856,autoria
CD:166402,CP:2273942,autoria
CD:74160,CP:2274132,autoria
CD:178873,CP:2269515,autoria
CD:204428,CP:2273510,autoria
CD:160575,CP:2273807,autoria
CD:74585,CP:2273942,autoria
CD:160556,CP:2274132,autoria
CD:204393,CP:2269515,autoria
CD:74398,CP:2273510,autoria
CD:132504,CP:2273807,autoria
CD:204520,CP:2273942,autoria
CD:178986,CP:2274132,autoria
CD:160575,CP:2269515,autoria
CD:160535,CP:2273510,autoria
CD:204370,CP:2273807,autoria
CD:178857,CP:2273942,autoria
CD:204428,CP:2274132,autoria
CD:132504,CP:2269515,autoria
CD:74156,CP:2273510,autoria
CD:204426,CP:2273807,autoria
CD:74366,CP:2273942,autoria
CD:74398,CP:2274132,autoria
CD:204370,CP:2269515,autoria
CD:178825,CP:2273510,autoria
CD:160538,CP:2273807,autoria
CD:141450,CP:2273942,autoria
CD:204430,CP:2274132,autoria
CD:204426,CP:2269515,autoria
CD:209189,CP:2273510,autoria
CD:141335,CP:2273807,autoria
CD:204531,CP:2273942,autoria
CD:160535,CP:2274132,autoria
CD:141335,CP:2269515,autoria
CD:204555,CP:2273510,autoria
CD:73701,CP:2273807,autoria
CD:74419,CP:2273942,autoria
CD:76874,CP:2274132,autoria
CD:204503,CP:2269515,autoria
CD:141470,CP:2273510,autoria
CD:204495,CP:2273807,autoria
CD:204484,CP:2273942,autoria
CD:74784,CP:2274132,autoria
CD:204501,CP:2269515,autoria
CD:141464,CP:2273510,autoria
CD:160508,CP:2273807,autoria
CD:204473,CP:2273942,autoria
CD:74156,CP:2274132,autoria
CD:204495,CP:2269515,autoria
CD:178857,CP:2273510,autoria
CD:204354,CP:2273942,autoria
CD:178825,CP:2274132,autoria
CD:160508,CP:2269515,autoria
CD:178970,CP:2273510,autoria
CD:204427,CP:2273942,autoria
CD:209189,CP:2274132,autoria
CD:73482,CP:2273510,autoria
CD:68720,CP:2273942,autoria
CD:204555,CP:2274132,autoria
CD:178873,CP:2273510,autoria
CD:198783,CP:2273942,autoria
CD:141470,CP:2274132,autoria
CD:107283,CP:2273510,autoria
CD:141421,CP:2273942,autoria
CD:141464,CP:2274132,autoria
CD:204393,CP:2273510,autoria
CD:204500,CP:2273942,autoria
CD:178857,CP:2274132,autoria
CD:160575,CP:2273510,autoria
CD:204541,CP:2273942,autoria
CD:178970,CP:2274132,autoria
CD:132504,CP:2273510,autoria
CD:204421,CP:2273942,autoria
CD:73531,CP:2274132,autoria
CD:204370,CP:2273510,autoria
CD:204569,CP:2273942,autoria
CD:178873,CP:2274132,autoria
CD:141398,CP:2273510,autoria
CD:204512,CP:2273942,autoria
CD:107283,CP:2274132,autoria
CD:204426,CP:2273510,autoria
CD:204451,CP:2273942,autoria
CD:152605,CP:2274132,autoria
CD:160538,CP:2273510,autoria
CD:204355,CP:2273942,autoria
CD:204393,CP:2274132,autoria
CD:141335,CP:2273510,autoria
CD:204376,CP:2273942,autoria
CD:204407,CP:2274132,autoria
CD:73701,CP:2273510,autoria
CD:74262,CP:2273942,autoria
CD:160587,CP:2274132,autoria
CD:204503,CP:2273510,autoria
CD:204487,CP:2273942,autoria
CD:160575,CP:2274132,autoria
CD:204501,CP:2273510,autoria
CD:178829,CP:2273942,autoria
CD:132504,CP:2274132,autoria
CD:204495,CP:2273510,autoria
CD:204572,CP:2273942,autoria
CD:205548,CP:2274132,autoria
CD:160508,CP:2273510,autoria
CD:160528,CP:2274132,autoria
CD:204370,CP:2274132,autoria
CD:141398,CP:2274132,autoria
CD:204426,CP:2274132,autoria
CD:160538,CP:2274132,autoria
CD:204561,CP:2274132,autoria
CD:141335,CP:2274132,autoria
CD:73701,CP:2274132,autoria
CD:133439,CP:2274132,autoria
CD:204501,CP:2274132,autoria
CD:204495,CP:2274132,autoria
CD:160508,CP:2274132,autoria
CD:204496,CP:2270800,autoria
CD:74044,CP:2274782,autoria
CD:204388,CP:2275087,autoria
CD:213762,CP:2275098,autoria
CD:141555,CP:2275102,autoria
CD:90201,CP:2275119,autoria
CD:90201,CP:2275120,autoria
CD:204527,CP:2275122,autoria
CD:107283,CP:2275126,autoria
CD:122974,CP:2275129,autoria
CD:141421,CP:2275131,autoria
CD:204363,CP:2275134,autoria
CD:160587,CP:2275139,autoria
CD:204573,CP:2275142,autoria
CD:204573,CP:2275148,autoria
CD:160552,CP:2275164,autoria
CD:204404,CP:2275170,autoria
CD:204461,CP:2275172,autoria
CD:204546,CP:2275177,autoria
CD:164360,CP:2275189,autoria
CD:116379,CP:2275205,autoria
CD:116379,CP:2275206,autoria
CO:60,CP:2275254,autoria
CO:78,CP:2275255,autoria
CO:78,CP:2275256,autoria
CD:204479,CP:2275272,autoria
CD:204478,CP:2275314,autoria
CD:141515,CP:2275316,autoria
CD:160570,CP:2275318,autoria
CD:73441,CP:2275339,autoria
CD:73441,CP:2275340,autoria
CD:178934,CP:2275345,autoria
CD:204570,CP:2275359,autoria
CD:204518,CP:2275362,autoria
CD:204515,CP:2275363,autoria
CD:74283,CP:2275366,autoria
CD:92172,CP:2275371,autoria
CD:178889,CP:2275375,autoria
CD:74165,CP:2275380,autoria
CD:74165,CP:2275381,autoria
CD:204353,CP:2275403,autoria
CD:74160,CP:2275405,autoria
CD:74160,CP:2275407,autoria
CD:204361,CP:2275414,autoria
CD:73586,CP:2275427,autoria
CD:160653,CP:2275448,autoria
CD:204494,CP:2275451,autoria
CD:204494,CP:2275452,autoria
CD:160569,CP:2275461,autoria
CD:90201,CP:2275481,autoria
CD:179587,CP:2275484,autoria
CD:81297,CP:2275502,autoria
CD:160552,CP:2275529,autoria
CD:204536,CP:2275542,autoria
CD:178951,CP:2275545,autoria
CD:204536,CP:2275546,autoria
CD:204536,CP:2275549,autoria
CD:204536,CP:2275583,autoria
CD:160570,CP:2275586,autoria
CD:160592,CP:2275637,autoria
CD:204527,CP:2275639,autoria
CD:204527,CP:2275645,autoria
CD:74160,CP:2275655,autoria
CD:160592,CP:2275659,autoria
CD:204422,CP:2275660,autoria
CD:204422,CP:2275661,autoria
CD:204366,CP:2275666,autoria
CD:160655,CP:2275679,autoria
CD:204457,CP:2275685,autoria
CD:66828,CP:2275687,autoria
CD:74439,CP:2275723,autoria
CD:139285,CP:2275730,autoria
CD:204508,CP:2275738,autoria
CD:122974,CP:2275740,autoria
CD:160559,CP:2275747,autoria
CD:160673,CP:2275751,autoria
CD:204527,CP:2275772,autoria
CD:204527,CP:2275773,autoria
CD:204527,CP:2275774,autoria
CD:204527,CP:2275775,autoria
CD:204527,CP:2275776,autoria
CD:204527,CP:2275777,autoria
CD:204388,CP:2275780,autoria
CD:204392,CP:2275783,autoria
CD:204404,CP:2275816,autoria
CD:204416,CP:2275837,autoria
CD:133439,CP:2275838,autoria
CD:204531,CP:2275839,autoria
CO:253,CP:2275840,autoria
CD:204425,CP:2275845,autoria
CD:160570,CP:2275864,autoria
CD:193726,CP:2275866,autoria
CD:72442,CP:2275867,autoria
CD:74044,CP:2275871,autoria
CD:204564,CP:2275878,autoria
CD:178925,CP:2275881,autoria
CD:178925,CP:2275882,autoria
CD:160635,CP:2275887,autoria
CD:204471,CP:2275894,autoria
CD:178989,CP:2275908,autoria
CD:160512,CP:2275921,autoria
CD:178969,CP:2275922,autoria
CD:178989,CP:2275925,autoria
CD:178989,CP:2275937,autoria
CD:178989,CP:2275938,autoria
CD:178989,CP:2275941,autoria
CD:204440,CP:2275976,autoria
CD:204440,CP:2275978,autoria
CD:204531,CP:2275983,autoria
CD:204440,CP:2275994,autoria
CD:204564,CP:2275996,autoria
CD:204535,CP:2276014,autoria
CD:204397,CP:2276023,autoria
CD:204397,CP:2276025,autoria
CD:204391,CP:2276026,autoria
CD:178871,CP:2276028,autoria
CD:141523,CP:2276061,autoria
CD:74398,CP:2276064,autoria
CD:178953,CP:2276071,autoria
CD:137070,CP:2276074,autoria
CD:204505,CP:2276082,autoria
CO:253,CP:2276089,autoria
CD:204544,CP:2276103,autoria
CD:215044,CP:2276107,autoria
CD:204389,CP:2276122,autoria
CD:160665,CP:2276164,autoria
CD:74052,CP:2276280,autoria
CD:204502,CP:2276282,autoria
CD:191923,CP:2276318,autoria
CD:178910,CP:2276340,autoria
CD:178977,CP:2276345,autoria
CD:141470,CP:2276362,autoria
CD:136811,CP:2276367,autoria
CD:204440,CP:2276410,autoria
CD:204415,CP:2276411,autoria
CD:73486,CP:2276412,autoria
CD:73486,CP:2276413,autoria
CD:73486,CP:2276414,autoria
CD:204451,CP:2276416,autoria
CD:178954,CP:2276417,autoria
CD:73486,CP:2276418,autoria
CD:73486,CP:2276419,autoria
CD:204525,CP:2276420,autoria
CD:204525,CP:2276421,autoria
CD:73486,CP:2276422,autoria
CD:73486,CP:2276424,autoria
CD:73486,CP:2276426,autoria
CD:73486,CP:2276427,autoria
CD:73486,CP:2276429,autoria
CD:73486,CP:2276431,autoria
CD:73486,CP:2276432,autoria
CD:73486,CP:2276435,autoria
CD:205865,CP:2276436,autoria
CD:74262,CP:2276437,autoria
CD:204485,CP:2276442,autoria
CD:178993,CP:2276446,autoria
CD:178844,CP:2276447,autoria
CD:204521,CP:2276449,autoria
CD:204521,CP:2276452,autoria
CD:66828,CP:2276456,autoria
CD:74419,CP:2276464,autoria
CD:204572,CP:2276470,autoria
CD:204439,CP:2276471,autoria
CD:204460,CP:2276475,autoria
CD:178987,CP:2276487,autoria
CD:204569,CP:2276488,autoria
CD:141459,CP:2276495,autoria
CD:160508,CP:2276498,autoria
CD:204542,CP:2276504,autoria
CD:160552,CP:2276512,autoria
CD:204570,CP:2276518,autoria
CD:204446,CP:2276521,autoria
CD:204544,CP:2276525,autoria
CD:204488,CP:2276544,autoria
CD:204573,CP:2276545,autoria
CD:178993,CP:2276561,autoria
CD:73943,CP:2276584,autoria
CD:204415,CP:2276585,autoria
CD:204415,CP:2276590,autoria
CD:204542,CP:2276591,autoria
CD:68720,CP:2276592,autoria
CD:198197,CP:2276596,autoria
CD:204476,CP:2276597,autoria
CD:178993,CP:2276604,autoria
CD:178927,CP:2276611,autoria
CD:178927,CP:2276612,autoria
CD:204404,CP:2276614,autoria
CD:204377,CP:2276618,autoria
CD:204478,CP:2276623,autoria
CD:204481,CP:2276633,autoria
CD:204478,CP:2276637,autoria
CD:204529,CP:2276665,autoria
CD:204415,CP:2276715,autoria
CD:204553,CP:2276719,autoria
CD:204517,CP:2276722,autoria
CD:204466,CP:2277019,autoria
CD:74646,CP:2277023,autoria
CD:204439,CP:2277025,autoria
CD:133968,CP:2277052,autoria
CD:204363,CP:2277060,autoria
CD:205476,CP:2277062,autoria
CD:204491,CP:2277080,autoria
CD:178989,CP:2277082,autoria
CD:194260,CP:2277093,autoria
CD:204377,CP:2277100,autoria
CD:204507,CP:2277104,autoria
CD:146788,CP:2277119,autoria
CD:121948,CP:2277120,autoria
CD:121948,CP:2277131,autoria
CD:141401,CP:2277132,autoria
CD:141401,CP:2277133,autoria
CD:141401,CP:2277134,autoria
CD:141401,CP:2277136,autoria
CD:141401,CP:2277143,autoria
CD:141401,CP:2277144,autoria
CD:141401,CP:2277146,autoria
CD:141401,CP:2277147,autoria
CD:141401,CP:2277148,autoria
CD:141401,CP:2277149,autoria
CD:141401,CP:2277150,autoria
CD:141401,CP:2277151,autoria
CD:141401,CP:2277152,autoria
CD:141401,CP:2277153,autoria
CD:141401,CP:2277154,autoria
CD:141401,CP:2277155,autoria
CD:141401,CP:2277157,autoria
CD:141401,CP:2277158,autoria
CD:141401,CP:2277159,autoria
CD:141401,CP:2277160,autoria
CD:141401,CP:2277161,autoria
CD:141401,CP:2277162,autoria
CD:141401,CP:2277163,autoria
CD:141401,CP:2277164,autoria
CD:141401,CP:2277165,autoria
CD:141401,CP:2277166,autoria
CD:73486,CP:2277167,autoria
CD:204422,CP:2277169,autoria
CD:66828,CP:2277170,autoria
CD:204442,CP:2277172,autoria
CO:253,CP:2277190,autoria
CD:204483,CP:2277212,autoria
CD:141531,CP:2277242,autoria
CD:204542,CP:2277244,autoria
CD:179587,CP:2277263,autoria
CD:204382,CP:2277268,autoria
CD:204507,CP:2277271,autoria
CD:204382,CP:2277273,autoria
CO:78,CP:2277279,autoria
CD:73943,CP:2277287,autoria
CO:78,CP:2277339,autoria
CO:78,CP:2277346,autoria
CO:78,CP:2277347,autoria
CO:78,CP:2277348,autoria
CD:178884,CP:2277361,autoria
CD:194260,CP:2277369,autoria
CO:78,CP:2277371,autoria
CO:78,CP:2277372,autoria
CD:215043,CP:2277393,autoria
CD:178925,CP:2277394,autoria
CD:204359,CP:2277426,autoria
CD:204415,CP:2277430,autoria
CD:178986,CP:2277431,autoria
CD:160508,CP:2277436,autoria
CD:204415,CP:2277438,autoria
CD:73486,CP:2277451,autoria
CD:204421,CP:2277454,autoria
CD:160673,CP:2277460,autoria
CD:204483,CP:2277474,autoria
CD:204536,CP:2277481,autoria
CD:204415,CP:2277482,autoria
CD:160587,CP:2277500,autoria
CD:66179,CP:2277502,autoria
CD:204466,CP:2277506,autoria
CD:204466,CP:2277510,autoria
CD:204397,CP:2277513,autoria
CD:204397,CP:2277514,autoria
CD:160575,CP:2277515,autoria
CD:178987,CP:2277517,autoria
CD:204378,CP:2277528,autoria
CD:204527,CP:2277529,autoria
CD:74044,CP:2277549,autoria
CD:160508,CP:2277553,autoria
CD:178889,CP:2277560,autoria
CD:204453,CP:2277571,autoria
CD:160570,CP:2277574,autoria
CD:160570,CP:2277575,autoria
CD:198197,CP:2277592,autoria
CD:179587,CP:2277632,autoria
CD:178825,CP:2277644,autoria
CO:78,CP:2277651,autoria
CD:204446,CP:2277654,autoria
CD:204375,CP:2277657,autoria
CD:204391,CP:2277687,autoria
CD:160592,CP:2277688,autoria
CD:141470,CP:2277692,autoria
CD:204412,CP:2277698,autoria
CD:204406,CP:2277702,autoria
CD:205865,CP:2277757,autoria
CD:204454,CP:2277792,autoria
CD:204454,CP:2277793,autoria
CD:204573,CP:2277794,autoria
CD:157130,CP:2277795,autoria
CD:74165,CP:2277796,autoria
CD:204529,CP:2277798,autoria
CD:178925,CP:2277799,autoria
CD:204542,CP:2277800,autoria
CD:204494,CP:2277801,autoria
CD:178925,CP:2277814,autoria
CD:178925,CP:2277816,autoria
CD:108338,CP:2277818,autoria
CD:178857,CP:2277820,autoria
CD:204454,CP:2277821,autoria
CD:74439,CP:2277829,autoria
CD:204479,CP:2277835,autoria
CD:160528,CP:2277837,autoria
CD:204479,CP:2277849,autoria
CD:160598,CP:2277850,autoria
CD:74478,CP:2277851,autoria
CD:204572,CP:2277860,autoria
CD:204421,CP:2277873,autoria
CO:60,CP:2277880,autoria
CD:73486,CP:2277892,autoria
CD:160592,CP:2277894,autoria
CD:204559,CP:2277895,autoria
CD:204478,CP:2277897,autoria
CD:160666,CP:2277899,autoria
CD:204444,CP:2277900,autoria
CD:204458,CP:2277920,autoria
CD:204476,CP:2277934,autoria
CD:204530,CP:2277940,autoria
CD:74283,CP:2277953,autoria
CD:108338,CP:2277968,autoria
CD:178884,CP:2277976,autoria
CD:178956,CP:2277988,autoria
CD:160570,CP:2278002,autoria
CD:204450,CP:2278008,autoria
CD:204460,CP:2278009,autoria
CD:204460,CP:2278010,autoria
CD:204460,CP:2278011,autoria
CD:204460,CP:2278012,autoria
CD:204353,CP:2278013,autoria
CD:204421,CP:2278030,autoria
CD:204361,CP:2278049,autoria
CD:178993,CP:2278050,autoria
CD:74160,CP:2278053,autoria
CD:141470,CP:2278055,autoria
CD:204363,CP:2278059,autoria
CD:204571,CP:2278083,autoria
CD:204464,CP:2278084,autoria
CD:204571,CP:2278086,autoria
CD:204569,CP:2278097,autoria
CD:74060,CP:2278108,autoria
CD:204534,CP:2278115,autoria
CD:204569,CP:2278120,autoria
CD:204569,CP:2278126,autoria
CD:204569,CP:2278127,autoria
CD:204485,CP:2278131,autoria
CD:204439,CP:2278132,autoria
CD:160655,CP:2278134,autoria
CO:78,CP:2278136,autoria
CO:253,CP:2278161,autoria
CD:178989,CP:2278180,autoria
CD:204450,CP:2278185,autoria
CD:204450,CP:2278190,autoria
CD:69871,CP:2278195,autoria
CD:108338,CP:2278196,autoria
CD:178937,CP:2278202,autoria
CD:73788,CP:2278214,autoria
CD:204487,CP:2278227,autoria
CD:204440,CP:2278233,autoria
CD:204521,CP:2278245,autoria
CD:141515,CP:2278246,autoria
CD:204501,CP:2278258,autoria
CD:132504,CP:2278261,autoria
CD:178832,CP:2278335,autoria
CD:109429,CP:2278363,autoria
CD:178925,CP:2278383,autoria
CD:178876,CP:2278389,autoria
CO:60,CP:2278399,autoria
CD:178986,CP:2278401,autoria
CD:75431,CP:2278425,autoria
CD:204462,CP:2278426,autoria
CD:141450,CP:2278437,autoria
CO:78,CP:2278467,autoria
CO:78,CP:2278469,autoria
CO:253,CP:2278471,autoria
CD:204559,CP:2278479,autoria
CD:141553,CP:2278486,autoria
CD:204507,CP:2278494,autoria
CD:204383,CP:2278515,autoria
CD:160512,CP:2278519,autoria
CD:204444,CP:2278529,autoria
CD:164359,CP:2278532,autoria
CD:164359,CP:2278533,autoria
CD:204396,CP:2278535,autoria
CD:215045,CP:2278540,autoria
CD:204502,CP:2278541,autoria
CD:204504,CP:2278542,autoria
CD:122195,CP:2278543,autoria
CD:122195,CP:2278544,autoria
CD:122195,CP:2278545,autoria
CD:122195,CP:2278546,autoria
CD:122195,CP:2278547,autoria
CD:122195,CP:2278548,autoria
CD:122195,CP:2278549,autoria
CD:122195,CP:2278550,autoria
CD:122195,CP:2278551,autoria
CD:122195,CP:2278552,autoria
CD:122195,CP:2278554,autoria
CD:122195,CP:2278555,autoria
CD:122195,CP:2278558,autoria
CD:204418,CP:2278577,autoria
CD:160665,CP:2278600,autoria
CD:178825,CP:2278601,autoria
CD:178925,CP:2278605,autoria
CD:160588,CP:2278611,autoria
CD:178928,CP:2278631,autoria
CD:215043,CP:2278636,autoria
CD:178986,CP:2278637,autoria
CD:204412,CP:2278639,autoria
CD:204418,CP:2278641,autoria
CD:204567,CP:2278662,autoria
CD:178993,CP:2278698,autoria
CD:204513,CP:2278708,autoria
CD:160610,CP:2278709,autoria
CD:178896,CP:2278711,autoria
CD:178937,CP:2278712,autoria
CD:204557,CP:2278713,autoria
CD:141421,CP:2278715,autoria
CD:212625,CP:2278758,autoria
CD:212625,CP:2278759,autoria
CD:160575,CP:2278869,autoria
CD:204439,CP:2278897,autoria
CD:204494,CP:2278901,autoria
CD:204494,CP:2278905,autoria
CD:204481,CP:2278944,autoria
CD:160512,CP:2278971,autoria
CD:204511,CP:2278982,autoria
CD:204511,CP:2278985,autoria
CD:193726,CP:2279040,autoria
CD:204379,CP:2279044,autoria
CD:204379,CP:2279045,autoria
CD:160518,CP:2279047,autoria
CD:204546,CP:2279057,autoria
CD:204379,CP:2279058,autoria
CD:204546,CP:2279064,autoria
CD:204546,CP:2279068,autoria
CD:160587,CP:2279104,autoria
CD:204392,CP:2279110,autoria
CD:204462,CP:2279116,autoria
CD:178868,CP:2279119,autoria
CD:204561,CP:2279120,autoria
CD:73801,CP:2279127,autoria
CD:204538,CP:2279141,autoria
CD:160510,CP:2279142,autoria
CD:204538,CP:2279143,autoria
CD:151208,CP:2279160,autoria
CD:141411,CP:2279162,autoria
CD:204464,CP:2279165,autoria
CO:60,CP:2279170,autoria
CO:78,CP:2279183,autoria
CO:78,CP:2279186,autoria
CD:204521,CP:2279209,autoria
CD:178924,CP:2279219,autoria
CD:178861,CP:2279221,autoria
CD:74044,CP:2279230,autoria
CD:204466,CP:2279243,autoria
CD:160667,CP:2279248,autoria
CD:74158,CP:2279251,autoria
CD:74158,CP:2279254,autoria
CD:141421,CP:2279259,autoria
CD:74158,CP:2279263,autoria
CD:204530,CP:2279266,autoria
CD:73486,CP:2279271,autoria
CD:157130,CP:2279279,autoria
CD:204426,CP:2279295,autoria
CD:204535,CP:2279318,autoria
CD:160559,CP:2279319,autoria
CD:204544,CP:2279321,autoria
CD:178986,CP:2279332,autoria
CD:141405,CP:2279338,autoria
CD:204415,CP:2279347,autoria
CD:204437,CP:2279348,autoria
CD:204437,CP:2279350,autoria
CD:141470,CP:2279358,autoria
CD:109429,CP:2279374,autoria
CD:204355,CP:2279382,autoria
CD:160552,CP:2279384,autoria
CD:73801,CP:2279401,autoria
CD:212625,CP:2279413,autoria
CD:204544,CP:2279416,autoria
CD:90201,CP:2279440,autoria
CD:204505,CP:2279441,autoria
CD:62881,CP:2279472,autoria
CD:178831,CP:2279476,autoria
CD:74158,CP:2279487,autoria
CD:178969,CP:2279488,autoria
CD:204475,CP:2279489,autoria
CD:178839,CP:2279495,autoria
CD:178839,CP:2279496,autoria
CD:74158,CP:2279508,autoria
CD:160512,CP:2279509,autoria
CO:253,CP:2279512,autoria
CO:253,CP:2279513,autoria
CO:253,CP:2279514,autoria
CD:178945,CP:2279518,autoria
CD:178945,CP:2279519,autoria
CD:178866,CP:2279523,autoria
CD:178866,CP:2279526,autoria
CD:178866,CP:2279531,autoria
CD:178866,CP:2279540,autoria
CD:116379,CP:2279544,autoria
CD:73943,CP:2279546,autoria
CD:74156,CP:2279551,autoria
CD:204364,CP:2279556,autoria
CD:204544,CP:2279559,autoria
CD:178924,CP:2279561,autoria
CD:204572,CP:2279570,autoria
CD:178953,CP:2279571,autoria
CD:204422,CP:2279610,autoria
CD:204376,CP:2279611,autoria
CD:204411,CP:2279632,autoria
CD:178871,CP:2279644,autoria
CD:194260,CP:2279645,autoria
CD:160592,CP:2279646,autoria
CD:81297,CP:2279649,autoria
CD:74317,CP:2279650,autoria
CD:178989,CP:2279657,autoria
CD:178989,CP:2279658,autoria
CD:204376,CP:2279659,autoria
CD:141488,CP:2279660,autoria
CD:198197,CP:2279700,autoria
CD:198197,CP:2279701,autoria
CD:198197,CP:2279702,autoria
CO:78,CP:2279744,autoria
CD:178862,CP:2279745,autoria
CO:78,CP:2279748,autoria
CO:78,CP:2279749,autoria
CO:78,CP:2279750,autoria
CD:178862,CP:2279755,autoria
CD:178862,CP:2279756,autoria
CD:178862,CP:2279757,autoria
CD:178862,CP:2279758,autoria
CD:178862,CP:2279759,autoria
CD:178862,CP:2279760,autoria
CD:178862,CP:2279761,autoria
CD:178862,CP:2279762,autoria
CD:178862,CP:2279763,autoria
CD:178862,CP:2279764,autoria
CD:178862,CP:2279765,autoria
CD:178862,CP:2279767,autoria
CD:178862,CP:2279770,autoria
CD:178862,CP:2279772,autoria
CD:178862,CP:2279773,autoria
CD:178862,CP:2279774,autoria
CD:178862,CP:2279775,autoria
CD:178862,CP:2279777,autoria
CD:178862,CP:2279778,autoria
CD:81297,CP:2279780,autoria
CD:178862,CP:2279781,autoria
CD:178862,CP:2279784,autoria
CD:178862,CP:2279786,autoria
CD:205548,CP:2279796,autoria
CD:73466,CP:2279798,autoria
CD:141488,CP:2279806,autoria
CD:81297,CP:2279812,autoria
CD:204527,CP:2279854,autoria
CD:204485,CP:2279855,autoria
CD:73460,CP:2279860,autoria
CD:204527,CP:2279879,autoria
CD:73788,CP:2279886,autoria
CD:160598,CP:2279890,autoria
CD:72442,CP:2279920,autoria
CD:178970,CP:2279931,autoria
CD:178889,CP:2279934,autoria
CD:178997,CP:2279935,autoria
CO:78,CP:2279964,autoria
CD:178832,CP:2279966,autoria
CD:178832,CP:2279967,autoria
CD:178844,CP:2279969,autoria
CD:178970,CP:2279971,autoria
CD:160601,CP:2280030,autoria
CD:160601,CP:2280034,autoria
CD:216313,CP:2280039,autoria
CD:204523,CP:2280044,autoria
CD:141515,CP:2280045,autoria
CD:204523,CP:2280059,autoria
CD:160538,CP:2280060,autoria
CD:178929,CP:2280102,autoria
CD:178966,CP:2280104,autoria
CD:73460,CP:2280111,autoria
CD:74273,CP:2280117,autoria
CD:177282,CP:2280123,autoria
CD:204391,CP:2280124,autoria
CD:204531,CP:2280140,autoria
CD:74585,CP:2280142,autoria
CD:141513,CP:2280150,autoria
CD:204439,CP:2280168,autoria
CD:73788,CP:2280239,autoria
CO:253,CP:2280241,autoria
CD:178929,CP:2280249,autoria
CD:204361,CP:2280255,autoria
CD:204572,CP:2280256,autoria
CD:204457,CP:2280257,autoria
CD:204457,CP:2280259,autoria
CD:204572,CP:2280268,autoria
CD:178987,CP:2280271,autoria
CD:204534,CP:2280273,autoria
CD:204437,CP:2280278,autoria
CD:160601,CP:2280280,autoria
CD:204521,CP:2280289,autoria
CD:204545,CP:2280308,autoria
CD:69871,CP:2280327,autoria
CD:141470,CP:2280340,autoria
CD:160588,CP:2280341,autoria
CD:160588,CP:2280344,autoria
CD:204555,CP:2280350,autoria
CD:204531,CP:2280367,autoria
CD:116379,CP:2280370,autoria
CD:73943,CP:2280371,autoria
CD:204474,CP:2280384,autoria
CD:74273,CP:2280386,autoria
CD:141470,CP:2280400,autoria
CD:215044,CP:2280433,autoria
CD:109429,CP:2280452,autoria
CD:204555,CP:2280463,autoria
CD:160538,CP:2275126,autoria
CD:204471,CP:2275172,autoria
CD:204477,CP:2275272,autoria
CD:204556,CP:2275345,autoria
CD:204515,CP:2275362,autoria
CD:160610,CP:2275366,autoria
CD:160569,CP:2275375,autoria
CD:178873,CP:2275405,autoria
CD:178873,CP:2275407,autoria
CD:74283,CP:2275461,autoria
CD:204559,CP:2275637,autoria
CD:204352,CP:2275655,autoria
CD:115746,CP:2275685,autoria
CD:141411,CP:2275723,autoria
CD:72442,CP:2275730,autoria
CD:204396,CP:2276074,autoria
CD:204464,CP:2276107,autoria
CD:164360,CP:2276345,autoria
CD:204534,CP:2277019,autoria
CD:204572,CP:2277172,autoria
CD:206231,CP:2277212,autoria
CD:178954,CP:2277287,autoria
CD:191923,CP:2277394,autoria
CD:206231,CP:2277474,autoria
CD:141411,CP:2277500,autoria
CD:74376,CP:2277560,autoria
CD:74398,CP:2277688,autoria
CD:204507,CP:2277818,autoria
CD:204559,CP:2277894,autoria
CD:204513,CP:2277920,autoria
CD:204458,CP:2277988,autoria
CD:178986,CP:2278053,autoria
CD:204535,CP:2278084,autoria
CD:141470,CP:2278383,autoria
CD:204573,CP:2278535,autoria
CD:178866,CP:2279127,autoria
CD:204467,CP:2279243,autoria
CD:204467,CP:2279279,autoria
CD:141523,CP:2279318,autoria
CD:178889,CP:2279646,autoria
CD:160569,CP:2279934,autoria
CD:204464,CP:2280433,autoria
CD:204569,CP:2275272,autoria
CD:141488,CP:2275366,autoria
CD:74283,CP:2275375,autoria
CD:74376,CP:2275461,autoria
CD:178889,CP:2275637,autoria
CD:204542,CP:2275730,autoria
CD:73466,CP:2276074,autoria
CD:204535,CP:2276107,autoria
CD:178946,CP:2277019,autoria
CD:141508,CP:2277212,autoria
CD:204359,CP:2277287,autoria
CD:178931,CP:2277474,autoria
CD:160610,CP:2277560,autoria
CD:204545,CP:2277818,autoria
CD:178889,CP:2277894,autoria
CD:204514,CP:2277920,autoria
CD:204444,CP:2277988,autoria
CD:160535,CP:2278053,autoria
CD:204465,CP:2278535,autoria
CD:74848,CP:2279127,autoria
CD:160641,CP:2279243,autoria
CD:204533,CP:2279279,autoria
CD:204467,CP:2279318,autoria
